Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
78,695.0,0.0,1739.0,1739.0,30.0,1739.0,0.9310960000000276,30.0,30.0,1.0,,,,0.8555930493206814,0.56052789555524,2.198505401611328,0.0678529217839241,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,5.7829312999999996,2.8864777000000004,13.794897,1.5546833999999998,14.101123218132534,7.466662882129582,26.029962661171947,1.0,6.7419720000000005,0.12950349,6.871475,6.6124682
79,721.0,0.0,1765.0,1765.0,26.0,1765.0,0.9285220000000288,26.0,26.0,0.0,,,,1.0985496330261229,0.6629727015465798,2.248853206634521,0.0671488344669342,0.00025,0.0,0.00025,0.00025,7.718635000000001,4.1661983,16.37378,1.411829,12.439505518116825,6.596308969085059,22.995685419484463,1.0,,,,
80,793.0,0.0,1837.0,1837.0,72.0,1837.0,0.9213940000000316,72.0,72.0,0.0,,,,0.7817034010945911,0.6974064164604361,3.659900665283203,0.08244054764509201,0.00025,0.0,0.00025,0.00025,5.6435847,2.7350953,15.876531,1.4273198,29.186313412697427,14.727047560096727,51.500862972583654,1.0,6.757352,0.84694135,7.7967566999999995,4.899783
81,823.0,0.0,1867.0,1867.0,30.0,1867.0,0.9184240000000328,30.0,30.0,0.0,,,,1.4368005888215427,1.0564512414459757,4.7158541679382315,0.08830825984477997,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,9.770481,5.3550653,21.551867,2.4555854999999998,14.101123218132534,7.466662882129582,26.029962661171947,1.0,7.7626669999999995,0.27403212,8.036699,7.488635
82,844.0,0.0,1888.0,1888.0,21.0,1888.0,0.9163450000000336,21.0,21.0,0.0,,,,1.506648874282837,0.9079255821919936,3.726931810379028,0.3025949001312256,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,9.109007,4.267573400000001,17.980503,3.373965,10.300280732879036,5.4568759064067045,19.027213177874135,1.0,8.582402,0.19402912,8.779197,8.2627
83,873.0,0.0,1917.0,1917.0,29.0,1917.0,0.9134740000000348,29.0,29.0,0.0,,,,0.8670319435851914,0.7193218874623032,2.5068347454071045,0.06674320995807648,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,6.397009400000001,2.709064,13.068968,1.3616972,13.689783926993243,7.252413693439139,25.282790566840355,1.0,9.006411,0.019014835,9.025425,8.987395
84,885.0,0.0,1929.0,1929.0,12.0,1929.0,0.9122860000000352,12.0,12.0,1.0,,,,1.4660435684702613,0.7769693270394056,3.15649938583374,0.21162466704845428,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,6.669174000000001,2.8095832,13.672539000000002,4.015569999999999,6.267519165806655,3.251571134644539,11.36151282838707,1.0,3.7377682,0.6765374,4.4143057,3.0612310000000003
85,929.0,0.0,1973.0,1973.0,44.0,1973.0,0.907930000000037,44.0,44.0,0.0,,,,1.3943235940018366,1.2542029298463675,6.91746997833252,0.11471161246299745,0.00025,0.0,0.00025,0.00025,10.729928999999998,6.4373426,35.58912,1.7721063999999997,19.58761046906163,10.24579382364844,35.738839791528136,1.0,8.461563,1.2596498,9.958066,6.245891599999999
86,943.0,0.0,1987.0,1987.0,14.0,1987.0,0.9065440000000377,14.0,14.0,0.0,,,,1.3280201691847582,0.9845025968246924,3.794225692749024,0.31172579526901245,0.0002500000000000001,1.0842021724855042e-19,0.00025,0.00025,11.318882,5.881675700000001,26.482264,2.478062,7.184539029491803,3.7597049262044866,13.125418723102165,1.0,9.562016999999999,0.37307024,9.935087,9.188947
87,955.0,0.0,1999.0,1999.0,12.0,1999.0,0.905356000000038,12.0,12.0,0.0,,,,0.8459168022329157,0.6525536533574944,2.417433977127075,0.16074958443641665,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,6.350036599999999,2.765911,12.602694999999999,2.4760385,6.267519165806655,3.251571134644539,11.36151282838707,1.0,8.163099,0.39476204,8.557861,7.7683372
88,966.0,0.0,2010.0,2010.0,11.0,2010.0,0.9042670000000383,11.0,11.0,1.0,,,,1.3274706602096558,0.6255481536383048,2.2769794464111333,0.3412733674049377,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,8.081675,4.1727996,17.177546,3.244496,5.804428832844801,2.993399215062785,10.466174574128354,1.0,,,,
89,1002.0,0.0,2046.0,2046.0,36.0,2046.0,0.9007030000000399,36.0,36.0,0.0,,,,1.13702018899577,1.079125617171823,3.852481842041016,0.0927438586950302,0.00025,0.0,0.00025,0.00025,7.6809187,4.1216736,20.662046,1.8664162,16.513634963632768,8.706936580416768,30.35867819504261,1.0,9.323506,0.7386512,10.323988,8.072559
90,1020.0,0.0,2064.0,2064.0,18.0,2064.0,0.8989210000000406,18.0,18.0,0.0,,,,1.665694154360715,0.9145015451284408,3.083087921142578,0.08527925610542297,0.00025,0.0,0.00025,0.00025,14.761119,5.136769999999999,21.363216,3.408898,8.982568797548188,4.744552000897199,16.548623854991234,1.0,9.075469,1.0298384,10.445802,7.5191255
91,1052.0,0.0,2096.0,2096.0,32.0,2096.0,0.8957530000000419,32.0,32.0,0.0,,,,1.3576263436867344,1.1983102507608394,5.757596015930176,0.1181030347943306,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,11.209103,4.8251542999999995,21.080318,3.6108309999999997,14.915791436960964,7.888615688174705,27.50196640421462,1.0,9.865165,0.41982937,10.284994000000001,9.445335
92,1088.0,0.0,2132.0,2132.0,36.0,2132.0,0.8921890000000433,36.0,36.0,1.0,,,,1.0611369743943215,0.781754684169536,2.7825820446014404,0.1211123988032341,0.00025,0.0,0.00025,0.00025,9.925956,3.5845097999999997,15.076191,4.4288735,16.513634963632768,8.706936580416768,30.35867819504261,1.0,10.599127000000001,0.87275654,11.354151,8.015922
93,1124.0,0.0,2168.0,2168.0,36.0,2168.0,0.8886250000000447,36.0,36.0,0.0,,,,1.3564245385783058,1.2776795329009007,4.6839919090271,0.05238841846585274,0.00025,0.0,0.00025,0.00025,9.805877,7.3259362999999995,27.026133,1.2112466,16.513634963632768,8.706936580416768,30.35867819504261,1.0,10.262599,0.68274647,11.206283,9.294972999999999
94,1170.0,0.0,2214.0,2214.0,46.0,2214.0,0.8840710000000466,46.0,46.0,1.0,,,,1.5114262276225618,1.1955514571918766,5.182730674743652,0.1124199628829956,0.00025,0.0,0.00025,0.00025,9.746841,4.543483999999999,20.135632,2.4336173999999997,20.331607585043507,10.611041483176765,37.01763687967673,1.0,10.417255,1.6819676,12.269319,7.8466277
