Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min
92,0.0,0.0,1793.0,92.0,23.0,1793.0,0.10000000000000002,17.760747709145328,17.760747709145328,0.0,,,,,,,,,,,,,,,,7.810230615482037,4.832472395219156,16.125651179378238,0.3367927768184931,,,,,,,,,,,,,,,,,,,,,,,,
93,0.0,0.0,1807.0,93.0,14.0,1807.0,0.10000000000000002,13.415998095463538,13.415998095463538,0.0,,,,,,,,,,,,,,,,6.958162536847108,3.4283731996226834,12.567530646772669,1.130594683365511,,,,,,,,,,,,,,,,,,,,,,,,
94,0.0,0.0,1821.0,94.0,14.0,1821.0,0.10000000000000002,8.322044213946103,8.322044213946103,0.0,,,,,,,,,,,,,,,,3.1152417119498854,2.582900332086944,7.965566034619311,0.00441890350682557,,,,,,,,,,,,,,,,,,,,,,,,
95,0.0,0.0,1834.0,95.0,13.0,1834.0,0.10000000000000002,8.452281771233388,8.452281771233388,0.0,,,,,,,,,,,,,,,,3.4023843570313863,2.6775771831972017,8.090880610928593,0.08055331250788242,,,,,,,,,,,,,,,,,,,,,,,,
96,0.0,0.0,1844.0,96.0,10.0,1844.0,0.10000000000000002,7.579453385790683,7.579453385790683,0.0,,,,,,,,,,,,,,,,3.6649023339858378,2.136653859265125,7.285821366052628,0.5830344300917321,,,,,,,,,,,,,,,,,,,,,,,,
97,0.0,0.0,1855.0,97.0,11.0,1855.0,0.10000000000000002,7.776252567787582,7.776252567787582,0.0,,,,,,,,,,,,,,,,3.4681351909228515,2.2948204661623337,7.469452218975828,0.30019665945689084,,,,,,,,,,,,,,,,,,,,,,,,
98,0.0,0.0,1890.0,98.0,35.0,1890.0,0.10000000000000002,20.18535923704101,20.18535923704101,0.0,,,,,,,,,,,,,,,,6.26707776425664,6.521318131357321,18.17361820156685,-0.9891107078012564,,,,,,,,,,,,,,,,,,,,,,,,
99,0.0,0.0,1916.0,99.0,26.0,1916.0,0.10000000000000002,19.57937435918432,19.57937435918432,0.0,,,,,,,,,,,,,,,,8.852005044438341,4.595863439080675,17.452376815788227,0.8816691213610667,,,,,,,,,,,,,,,,,,,,,,,,
100,0.0,0.0,1939.0,100.0,23.0,1939.0,0.10000000000000002,12.87224087235198,12.87224087235198,0.0,,,,,,,,,,,,,,,,3.93497325148431,4.152563032388787,12.088077802535949,-0.3184407138534339,,,,,,,,,,,,,,,,,,,,,,,,
101,0.0,0.0,1961.0,101.0,22.0,1961.0,0.10000000000000002,7.377672007887442,7.377672007887442,0.0,,,,,,,,,,,,,,,,0.4955658495610589,3.1377175727247764,7.342068203014151,-2.406046969451138,,,,,,,,,,,,,,,,,,,,,,,,
102,0.0,0.0,1974.0,102.0,13.0,1974.0,0.10000000000000002,10.02579397350064,10.02579397350064,0.0,,,,,,,,,,,,,,,,4.585479285913609,2.9400340086753136,9.5249309760928,0.41662427555613535,,,,,,,,,,,,,,,,,,,,,,,,
103,0.0,0.0,1990.0,103.0,16.0,1990.0,0.10000000000000002,9.917647880179603,9.917647880179603,0.0,,,,,,,,,,,,,,,,3.4539189939799817,3.287981712757666,9.459617011255359,-0.3766451714342328,,,,,,,,,,,,,,,,,,,,,,,,
104,0.0,0.0,1998.0,104.0,8.0,1998.0,0.10000000000000002,5.1687307275022425,5.1687307275022425,0.0,,,,,,,,,,,,,,,,2.3950137639878197,1.5392712422214454,5.02740366301335,0.3460405846086557,,,,,,,,,,,,,,,,,,,,,,,,
105,0.0,0.0,2007.0,105.0,9.0,2007.0,0.10000000000000002,5.540504272239051,5.540504272239051,0.0,,,,,,,,,,,,,,,,2.46119534352082,1.650572659629634,5.372723930628459,0.3681939024317651,,,,,,,,,,,,,,,,,,,,,,,,
106,0.0,0.0,2020.0,106.0,13.0,2020.0,0.10000000000000002,11.121979886478343,11.121979886478343,0.0,,,,,,,,,,,,,,,,5.694950468146528,3.003774265151045,10.486501339009386,0.7725672187349273,,,,,,,,,,,,,,,,,,,,,,,,
107,0.0,0.0,2028.0,107.0,8.0,2028.0,0.10000000000000002,6.269702397917405,6.269702397917405,0.0,,,,,,,,,,,,,,,,3.273772095641494,1.7264588084475558,6.068485485117259,0.7314055362861274,,,,,,,,,,,,,,,,,,,,,,,,
108,0.0,0.0,2044.0,108.0,16.0,2044.0,0.10000000000000002,14.27405097962004,14.27405097962004,0.0,,,,,,,,,,,,,,,,6.7303505867873294,3.9333769297463306,13.330499884579869,0.6273248944146125,,,,,,,,,,,,,,,,,,,,,,,,
109,0.0,0.0,2055.0,109.0,11.0,2055.0,0.10000000000000002,8.986503882640687,8.986503882640687,0.0,,,,,,,,,,,,,,,,4.208499535850079,2.5403706963719745,8.609665589593108,0.7392021630972794,,,,,,,,,,,,,,,,,,,,,,,,
110,0.0,0.0,2076.0,110.0,21.0,2076.0,0.10000000000000002,26.33255704041632,26.33255704041632,0.0,,,,,,,,,,,,,,,,13.499941257612145,7.066077151737201,23.73491856193713,1.270779990980387,,,,,,,,,,,,,,,,,,,,,,,,
111,0.0,0.0,2094.0,111.0,18.0,2094.0,0.10000000000000002,9.959566746539176,9.959566746539176,0.0,,,,,,,,,,,,,,,,3.0800339376197803,3.42954446438969,9.500162260371333,-0.4883148725477364,,,,,,,,,,,,,,,,,,,,,,,,
112,0.0,0.0,2113.0,112.0,19.0,2113.0,0.10000000000000002,9.517217415730943,9.517217415730943,0.0,,,,,,,,,,,,,,,,2.667067680338212,3.363680443180192,9.101489450976443,-0.7940124989815399,,,,,,,,,,,,,,,,,,,,,,,,
113,0.0,0.0,2134.0,113.0,21.0,2134.0,0.10000000000000002,14.943617224604482,14.943617224604482,0.0,,,,,,,,,,,,,,,,6.667370739111727,3.7515203005010873,13.680272090293961,0.696285792569768,,,,,,,,,,,,,,,,,,,,,,,,
114,0.0,0.0,2149.0,114.0,15.0,2149.0,0.10000000000000002,12.482807557296702,12.482807557296702,0.0,,,,,,,,,,,,,,,,6.306127040403166,3.1546573638551525,11.653422728521445,0.9840309775860964,,,,,,,,,,,,,,,,,,,,,,,,
115,0.0,0.0,2161.0,115.0,12.0,2161.0,0.10000000000000002,7.618000366271942,7.618000366271942,0.0,,,,,,,,,,,,,,,,2.984150829659736,2.3867296331935286,7.333234612841184,0.043694707800960436,,,,,,,,,,,,,,,,,,,,,,,,
116,0.0,0.0,2176.0,116.0,15.0,2176.0,0.10000000000000002,14.069538066668985,14.069538066668985,0.0,,,,,,,,,,,,,,,,6.939651927689493,3.863552956026413,13.160192199510664,0.9022520556268118,,,,,,,,,,,,,,,,,,,,,,,,
117,0.0,0.0,2188.0,117.0,12.0,2188.0,0.10000000000000002,8.566833500937962,8.566833500937962,0.0,,,,,,,,,,,,,,,,3.8121311926298738,2.5399913572373523,8.191290664467047,0.2962958771193873,,,,,,,,,,,,,,,,,,,,,,,,
118,0.0,0.0,2199.0,118.0,11.0,2199.0,0.10000000000000002,4.9727857130769095,4.9727857130769095,0.0,,,,,,,,,,,,,,,,1.596375234013167,1.704027600384871,4.845640845793397,-0.1870904059934273,,,,,,,,,,,,,,,,,,,,,,,,
119,0.0,0.0,2237.0,119.0,38.0,2237.0,0.10000000000000002,37.26723333056053,37.26723333056053,0.0,,,,,,,,,,,,,,,,17.032653735205766,9.099127050429916,31.10588374866902,0.9878482688121218,,,,,,,,,,,,,,,,,,,,,,,,
120,0.0,0.0,2245.0,120.0,8.0,2245.0,0.10000000000000002,6.1656413704727,6.1656413704727,0.0,,,,,,,,,,,,,,,,3.1985374090614265,1.6665852208169205,5.969452906815944,0.7794578527618891,,,,,,,,,,,,,,,,,,,,,,,,
121,0.0,0.0,2256.0,121.0,11.0,2256.0,0.10000000000000002,7.477052566847521,7.477052566847521,0.0,,,,,,,,,,,,,,,,3.1575212910712698,2.3080318025672057,7.201742651343112,0.11816973568892335,,,,,,,,,,,,,,,,,,,,,,,,
122,0.0,0.0,2285.0,122.0,29.0,2285.0,0.10000000000000002,15.19055519541415,15.19055519541415,0.0,,,,,,,,,,,,,,,,4.7468357682086,4.297949214434629,13.953507901650164,0.049737489694437934,,,,,,,,,,,,,,,,,,,,,,,,
123,0.0,0.0,2299.0,123.0,14.0,2299.0,0.10000000000000002,4.312715883399285,4.312715883399285,0.0,,,,,,,,,,,,,,,,0.8677453437655515,1.3970504936656372,4.233567207345562,-0.26429243376664296,,,,,,,,,,,,,,,,,,,,,,,,
124,0.0,0.0,2315.0,124.0,16.0,2315.0,0.10000000000000002,8.157170920889836,8.157170920889836,0.0,,,,,,,,,,,,,,,,2.232546327967415,2.9052828449621786,7.878751018601062,-0.8817068895436274,,,,,,,,,,,,,,,,,,,,,,,,
125,0.0,0.0,2323.0,125.0,8.0,2323.0,0.10000000000000002,4.766537629078155,4.766537629078155,0.0,,,,,,,,,,,,,,,,2.232642954107484,1.3659131373069509,4.634268881565208,0.4697318476530842,,,,,,,,,,,,,,,,,,,,,,,,
126,0.0,0.0,2340.0,126.0,17.0,2340.0,0.10000000000000002,9.300943508276939,9.300943508276939,0.0,,,,,,,,,,,,,,,,3.123309150440856,3.1881315343310743,8.858566618890903,-0.2901878247064221,,,,,,,,,,,,,,,,,,,,,,,,
127,0.0,0.0,2350.0,127.0,10.0,2350.0,0.10000000000000002,7.702894825041003,7.702894825041003,0.0,,,,,,,,,,,,,,,,3.666745404581306,2.1887432049098545,7.410323519780677,0.4822123068214162,,,,,,,,,,,,,,,,,,,,,,,,
128,0.0,0.0,2393.0,128.0,43.0,2393.0,0.10000000000000002,41.391533822402,41.391533822402,0.0,,,,,,,,,,,,,,,,18.7510931176394,9.71451377321118,33.665215941229356,0.6558930054538563,,,,,,,,,,,,,,,,,,,,,,,,
129,0.0,0.0,2411.0,129.0,18.0,2411.0,0.10000000000000002,18.566241797971262,18.566241797971262,0.0,,,,,,,,,,,,,,,,9.376807849714547,4.9203053051036045,17.048905439416803,0.9228567565584169,,,,,,,,,,,,,,,,,,,,,,,,
130,0.0,0.0,2425.0,130.0,14.0,2425.0,0.10000000000000002,11.335049852552835,11.335049852552835,0.0,,,,,,,,,,,,,,,,5.254500443174218,3.313436896493825,10.706484636877217,0.5132046936114156,,,,,,,,,,,,,,,,,,,,,,,,
131,0.0,0.0,2435.0,131.0,10.0,2435.0,0.10000000000000002,7.674002852103167,7.674002852103167,0.0,,,,,,,,,,,,,,,,3.7388672621459915,2.1794523633368583,7.3738546726147165,0.4977626724054743,,,,,,,,,,,,,,,,,,,,,,,,
132,0.0,0.0,2451.0,132.0,16.0,2451.0,0.10000000000000002,14.790622858429735,14.790622858429735,0.0,,,,,,,,,,,,,,,,7.622037178154569,3.979275487643502,13.708178696893942,0.9472330681068448,,,,,,,,,,,,,,,,,,,,,,,,
133,0.0,0.0,2461.0,133.0,10.0,2461.0,0.10000000000000002,8.343333500578302,8.343333500578302,0.0,,,,,,,,,,,,,,,,4.304831677585623,2.2254069163709405,7.992778113959331,0.8897879653119949,,,,,,,,,,,,,,,,,,,,,,,,
134,0.0,0.0,2478.0,134.0,17.0,2478.0,0.10000000000000002,11.359280649354274,11.359280649354274,0.0,,,,,,,,,,,,,,,,4.544153253270703,3.4456995785031213,10.693711713432585,0.09773955755227176,,,,,,,,,,,,,,,,,,,,,,,,
135,0.0,0.0,2506.0,135.0,28.0,2506.0,0.10000000000000002,8.915047499696561,8.915047499696561,0.0,,,,,,,,,,,,,,,,1.9097883326665048,2.439092374356025,8.464956329848413,0.11366524211383584,,,,,,,,,,,,,,,,,,,,,,,,
136,0.0,0.0,2528.0,136.0,22.0,2528.0,0.10000000000000002,9.391105250530813,9.391105250530813,0.0,,,,,,,,,,,,,,,,2.280834466101512,3.0345891288015037,8.979112795947959,-0.4457991878521241,,,,,,,,,,,,,,,,,,,,,,,,
137,0.0,0.0,2540.0,137.0,12.0,2540.0,0.10000000000000002,9.311154603846328,9.311154603846328,0.0,,,,,,,,,,,,,,,,4.631585772896608,2.5648846189022634,8.843802334443163,0.5874927716026103,,,,,,,,,,,,,,,,,,,,,,,,
138,0.0,0.0,2556.0,138.0,16.0,2556.0,0.10000000000000002,12.652472715695064,12.652472715695064,0.0,,,,,,,,,,,,,,,,5.7143547053314085,3.632325019223911,11.856743396810137,0.6019614844491059,,,,,,,,,,,,,,,,,,,,,,,,
139,0.0,0.0,2568.0,139.0,12.0,2568.0,0.10000000000000002,8.515370103011515,8.515370103011515,0.0,,,,,,,,,,,,,,,,3.5523092203024924,2.5682681239091667,8.17080100664163,0.17929823698700845,,,,,,,,,,,,,,,,,,,,,,,,
140,0.0,0.0,2580.0,140.0,12.0,2580.0,0.10000000000000002,7.459407712304312,7.459407712304312,0.0,,,,,,,,,,,,,,,,2.772264102821957,2.508814884334944,7.1987232524905815,-0.08990973775749213,,,,,,,,,,,,,,,,,,,,,,,,
141,0.0,0.0,2597.0,141.0,17.0,2597.0,0.10000000000000002,6.591362512477473,6.591362512477473,0.0,,,,,,,,,,,,,,,,1.1688204568411218,2.5155079606019086,6.4572353887014975,-1.2231453552915041,,,,,,,,,,,,,,,,,,,,,,,,
142,0.0,0.0,2614.0,142.0,17.0,2614.0,0.10000000000000002,13.082161509093874,13.082161509093874,0.0,,,,,,,,,,,,,,,,6.364332871425768,3.6065236968271934,12.121439314092415,0.6285699792385371,,,,,,,,,,,,,,,,,,,,,,,,
143,0.0,0.0,2631.0,143.0,17.0,2631.0,0.10000000000000002,14.262230207332466,14.262230207332466,0.0,,,,,,,,,,,,,,,,6.9335584302803115,3.7605496767522295,13.215682095136176,0.9140142431698048,,,,,,,,,,,,,,,,,,,,,,,,
144,0.0,0.0,2647.0,144.0,16.0,2647.0,0.10000000000000002,12.431968078130984,12.431968078130984,0.0,,,,,,,,,,,,,,,,5.238944117212297,3.739354548799203,11.710845474118194,0.17580003147937884,,,,,,,,,,,,,,,,,,,,,,,,
145,0.0,0.0,2671.0,145.0,24.0,2671.0,0.10000000000000002,14.485526658101914,14.485526658101914,0.0,,,,,,,,,,,,,,,,5.373986765943136,3.7994479674447863,13.329060438662179,0.5680936865019718,,,,,,,,,,,,,,,,,,,,,,,,
146,0.0,0.0,2686.0,146.0,15.0,2686.0,0.10000000000000002,8.025820729496289,8.025820729496289,0.0,,,,,,,,,,,,,,,,3.405447203313954,2.1880815637594853,7.590912776766863,0.4221665208961601,,,,,,,,,,,,,,,,,,,,,,,,
147,0.0,0.0,2699.0,147.0,13.0,2699.0,0.10000000000000002,11.837147638019884,11.837147638019884,0.0,,,,,,,,,,,,,,,,6.154010551592021,3.2469118919820823,11.148612390215073,0.8553835944158139,,,,,,,,,,,,,,,,,,,,,,,,
148,0.0,0.0,2720.0,148.0,21.0,2720.0,0.10000000000000002,10.71417718457536,10.71417718457536,0.0,,,,,,,,,,,,,,,,3.020029329003833,3.547295496189004,10.181788914630864,-0.6754407592294919,,,,,,,,,,,,,,,,,,,,,,,,
149,0.0,0.0,2738.0,149.0,18.0,2738.0,0.10000000000000002,7.928961187474718,7.928961187474718,0.0,,,,,,,,,,,,,,,,2.2867632838507737,2.383228270957221,7.593276562001597,-0.11876678379783916,,,,,,,,,,,,,,,,,,,,,,,,
150,0.0,0.0,2750.0,150.0,12.0,2750.0,0.10000000000000002,8.544755323775501,8.544755323775501,0.0,,,,,,,,,,,,,,,,3.567097145623293,2.5200398680110387,8.198690572020915,0.351048803452781,,,,,,,,,,,,,,,,,,,,,,,,
151,0.0,0.0,2762.0,151.0,12.0,2762.0,0.10000000000000002,8.815863461185943,8.815863461185943,0.0,,,,,,,,,,,,,,,,4.1505813143412285,2.4747170409937884,8.401811821681813,0.5250846727623821,,,,,,,,,,,,,,,,,,,,,,,,
152,0.0,0.0,2782.0,152.0,20.0,2782.0,0.10000000000000002,20.171490639154484,20.171490639154484,0.0,,,,,,,,,,,,,,,,10.193268716285868,5.177358234464174,18.315996864542736,1.143346338813268,,,,,,,,,,,,,,,,,,,,,,,,
153,0.0,0.0,2802.0,153.0,20.0,2802.0,0.10000000000000002,13.9840745104546,13.9840745104546,0.0,,,,,,,,,,,,,,,,5.9435173601299,3.7442730153999566,12.924617210533958,0.5750481428603283,,,,,,,,,,,,,,,,,,,,,,,,
154,0.0,0.0,2838.0,154.0,36.0,2838.0,0.10000000000000002,40.83634280358693,40.83634280358693,0.0,,,,,,,,,,,,,,,,18.959850678419595,10.260146364456004,34.354339958945324,1.1040076379043915,,,,,,,,,,,,,,,,,,,,,,,,
155,0.0,0.0,2857.0,155.0,19.0,2857.0,0.10000000000000002,13.071655955354633,13.071655955354633,0.0,,,,,,,,,,,,,,,,5.1986763660499165,3.8332833625790497,12.205967116974893,0.2569115664659704,,,,,,,,,,,,,,,,,,,,,,,,
156,0.0,0.0,2867.0,156.0,10.0,2867.0,0.10000000000000002,7.987883376105017,7.987883376105017,0.0,,,,,,,,,,,,,,,,4.085294967960554,2.2071236900480664,7.655913009402991,0.6717235350731172,,,,,,,,,,,,,,,,,,,,,,,,
157,0.0,0.0,2890.0,157.0,23.0,2890.0,0.10000000000000002,9.388296153541626,9.388296153541626,0.0,,,,,,,,,,,,,,,,2.114657491212482,3.1396174557022056,8.991843364204804,-0.8873596317781017,,,,,,,,,,,,,,,,,,,,,,,,
158,0.0,0.0,2913.0,158.0,23.0,2913.0,0.10000000000000002,19.43785432882436,19.43785432882436,0.0,,,,,,,,,,,,,,,,8.585337503180453,5.238517203950988,17.63962293241702,0.5949834144925544,,,,,,,,,,,,,,,,,,,,,,,,
159,0.0,0.0,2927.0,159.0,14.0,2927.0,0.10000000000000002,13.50059066728935,13.50059066728935,0.0,,,,,,,,,,,,,,,,6.80910877187508,3.6695355950356983,12.674055999219027,0.9294128316230584,,,,,,,,,,,,,,,,,,,,,,,,
160,0.0,0.0,2955.0,160.0,28.0,2955.0,0.10000000000000002,38.16652397911412,38.16652397911412,0.0,,,,,,,,,,,,,,,,20.309598886878103,9.552309574825314,32.80791544524064,1.5576216693128742,,,,,,,,,,,,,,,,,,,,,,,,
161,0.0,0.0,2998.0,161.0,43.0,2998.0,0.10000000000000002,38.99048440952675,38.99048440952675,0.0,,,,,,,,,,,,,,,,15.810094538487313,10.812318932471321,32.51731692724969,-0.0050796201549096615,,,,,,,,,,,,,,,,,,,,,,,,
162,0.0,0.0,3010.0,162.0,12.0,3010.0,0.10000000000000002,9.877438466745495,9.877438466745495,0.0,,,,,,,,,,,,,,,,4.823411051836042,2.767971559645308,9.39255468739916,0.5964155283309589,,,,,,,,,,,,,,,,,,,,,,,,
163,0.0,0.0,3043.0,163.0,33.0,3043.0,0.10000000000000002,7.437257422801946,7.437257422801946,0.0,,,,,,,,,,,,,,,,0.5739816100639065,2.421563175345041,7.321054031798846,-1.659986640002751,,,,,,,,,,,,,,,,,,,,,,,,
164,0.0,0.0,3061.0,164.0,18.0,3061.0,0.10000000000000002,13.053954808968735,13.053954808968735,0.0,,,,,,,,,,,,,,,,5.766715684333768,3.736749463578366,12.137319177564294,0.2367124772672112,,,,,,,,,,,,,,,,,,,,,,,,
165,0.0,0.0,3112.0,165.0,51.0,3112.0,0.10000000000000002,65.33655399961341,65.33655399961341,0.0,,,,,,,,,,,,,,,,31.315525823616294,15.62608215611489,49.86427861572633,0.9465095625852692,,,,,,,,,,,,,,,,,,,,,,,,
166,0.0,0.0,3126.0,166.0,14.0,3126.0,0.10000000000000002,4.497615458928808,4.497615458928808,0.0,,,,,,,,,,,,,,,,0.2965677799209668,1.9383674189406348,4.501107040141287,-1.525890769570101,,,,,,,,,,,,,,,,,,,,,,,,
167,0.0,0.0,3140.0,167.0,14.0,3140.0,0.10000000000000002,6.1853004144360195,6.1853004144360195,0.0,,,,,,,,,,,,,,,,1.4847028204693355,2.2863367487021278,6.037820221788197,-0.7675861970431606,,,,,,,,,,,,,,,,,,,,,,,,
168,0.0,0.0,3171.0,168.0,31.0,3171.0,0.10000000000000002,19.75937693636592,19.75937693636592,0.0,,,,,,,,,,,,,,,,7.739251415438595,4.812429947105336,17.53556464402015,0.5559044087753028,,,,,,,,,,,,,,,,,,,,,,,,
169,0.0,0.0,3188.0,169.0,17.0,3188.0,0.10000000000000002,14.640779479375984,14.640779479375984,0.0,,,,,,,,,,,,,,,,6.786149354882338,4.0605960612249605,13.623367766713109,0.5158386735154994,,,,,,,,,,,,,,,,,,,,,,,,
170,0.0,0.0,3233.0,170.0,45.0,3233.0,0.10000000000000002,30.400049513412572,30.400049513412572,0.0,,,,,,,,,,,,,,,,11.485684449163632,7.939340924855527,25.48635506190801,0.1207966559534536,,,,,,,,,,,,,,,,,,,,,,,,
171,0.0,0.0,3242.0,171.0,9.0,3242.0,0.10000000000000002,7.325916815330235,7.325916815330235,0.0,,,,,,,,,,,,,,,,3.6959067316258896,2.035278033327945,7.0639244540241455,0.6961349946273645,,,,,,,,,,,,,,,,,,,,,,,,
172,0.0,0.0,3271.0,172.0,29.0,3271.0,0.10000000000000002,22.557690970060893,22.557690970060893,0.0,,,,,,,,,,,,,,,,10.755211168235128,5.25316485526,19.635030031588585,0.8764874071790925,,,,,,,,,,,,,,,,,,,,,,,,
173,0.0,0.0,3284.0,173.0,13.0,3284.0,0.10000000000000002,10.687099431308123,10.687099431308123,0.0,,,,,,,,,,,,,,,,5.092218216254312,3.0236937888730067,10.126374811308146,0.5339582956607738,,,,,,,,,,,,,,,,,,,,,,,,
174,0.0,0.0,3298.0,174.0,14.0,3298.0,0.10000000000000002,9.987120343957566,9.987120343957566,0.0,,,,,,,,,,,,,,,,4.3997466464011294,2.9190085828683245,9.46581395299132,0.2382118847147069,,,,,,,,,,,,,,,,,,,,,,,,
175,0.0,0.0,3318.0,175.0,20.0,3318.0,0.10000000000000002,11.194837293540383,11.194837293540383,0.0,,,,,,,,,,,,,,,,3.255078029650716,3.8281244426124417,10.650324936980038,-0.80476457028438,,,,,,,,,,,,,,,,,,,,,,,,
176,0.0,0.0,3341.0,176.0,23.0,3341.0,0.10000000000000002,9.309778066250301,9.309778066250301,0.0,,,,,,,,,,,,,,,,1.9848299970159644,3.2443964312424383,8.942694108016804,-1.1641831243258698,,,,,,,,,,,,,,,,,,,,,,,,
177,0.0,0.0,3358.0,177.0,17.0,3358.0,0.10000000000000002,15.485769587320506,15.485769587320506,0.0,,,,,,,,,,,,,,,,7.5022381317701194,4.091410719838302,14.35392838880766,0.8522237428987004,,,,,,,,,,,,,,,,,,,,,,,,
178,0.0,0.0,3369.0,178.0,11.0,3369.0,0.10000000000000002,9.860869609457566,9.860869609457566,0.0,,,,,,,,,,,,,,,,5.083049674240484,2.676202453497265,9.395691055849607,0.8288876473299326,,,,,,,,,,,,,,,,,,,,,,,,
179,0.0,0.0,3381.0,179.0,12.0,3381.0,0.10000000000000002,10.524534355998046,10.524534355998046,0.0,,,,,,,,,,,,,,,,5.526625356049776,2.786235291560489,9.96094880128492,1.0151457732210063,,,,,,,,,,,,,,,,,,,,,,,,
180,0.0,0.0,3397.0,180.0,16.0,3397.0,0.10000000000000002,13.6864533960724,13.6864533960724,0.0,,,,,,,,,,,,,,,,6.210865066613293,3.845928285636317,12.820924227691185,0.5920488861924211,,,,,,,,,,,,,,,,,,,,,,,,
181,0.0,0.0,3413.0,181.0,16.0,3413.0,0.10000000000000002,9.21182975261902,9.21182975261902,0.0,,,,,,,,,,,,,,,,3.2370631146585938,2.8647987433370385,8.781716822498632,0.1244648526079624,,,,,,,,,,,,,,,,,,,,,,,,
182,0.0,0.0,3423.0,182.0,10.0,3423.0,0.10000000000000002,6.158059282646124,6.158059282646124,0.0,,,,,,,,,,,,,,,,2.484708196997669,1.930279893291416,5.969281275703392,0.12844896348169985,,,,,,,,,,,,,,,,,,,,,,,,
183,0.0,0.0,3459.0,183.0,36.0,3459.0,0.10000000000000002,15.771038396959154,15.771038396959154,0.0,,,,,,,,,,,,,,,,4.20960028678853,4.9772659929193255,14.399578074459884,-1.5317876591918476,,,,,,,,,,,,,,,,,,,,,,,,
184,0.0,0.0,3481.0,184.0,22.0,3481.0,0.10000000000000002,19.270418174455873,19.270418174455873,0.0,,,,,,,,,,,,,,,,8.733367572210945,5.100725684188948,17.524320513706524,0.786054945766451,,,,,,,,,,,,,,,,,,,,,,,,
185,0.0,0.0,3497.0,185.0,16.0,3497.0,0.10000000000000002,7.711518605534509,7.711518605534509,0.0,,,,,,,,,,,,,,,,2.2071090510960585,2.541560262506527,7.432708239756702,-0.4120877712341119,,,,,,,,,,,,,,,,,,,,,,,,
186,0.0,0.0,3516.0,186.0,19.0,3516.0,0.10000000000000002,19.222860959284123,19.222860959284123,0.0,,,,,,,,,,,,,,,,10.110345025758207,4.589769936836606,17.476662024636415,1.4346409410394645,,,,,,,,,,,,,,,,,,,,,,,,
187,0.0,0.0,3535.0,187.0,19.0,3535.0,0.10000000000000002,7.705790154570702,7.705790154570702,0.0,,,,,,,,,,,,,,,,1.496930076451333,2.869301627813213,7.4963368081262125,-1.2477338799690434,,,,,,,,,,,,,,,,,,,,,,,,
188,0.0,0.0,3547.0,188.0,12.0,3547.0,0.10000000000000002,8.428080363354228,8.428080363354228,0.0,,,,,,,,,,,,,,,,3.8870142430587182,2.4862571813390666,8.042059246653718,0.3224194463063556,,,,,,,,,,,,,,,,,,,,,,,,
189,0.0,0.0,3560.0,189.0,13.0,3560.0,0.10000000000000002,5.2100861228764215,5.2100861228764215,0.0,,,,,,,,,,,,,,,,1.0470829513671132,2.04277405952116,5.1252175143421175,-0.8833020121007362,,,,,,,,,,,,,,,,,,,,,,,,
190,0.0,0.0,3588.0,190.0,28.0,3588.0,0.10000000000000002,5.994510802904599,5.994510802904599,0.0,,,,,,,,,,,,,,,,-0.17887124077240216,2.307330370694496,6.105651262950376,-2.4131046468485056,,,,,,,,,,,,,,,,,,,,,,,,
191,0.0,0.0,3601.0,191.0,13.0,3601.0,0.10000000000000002,10.774955292708778,10.774955292708778,0.0,,,,,,,,,,,,,,,,5.333629631712324,2.9328091167001027,10.183417616753713,0.7251870029146242,,,,,,,,,,,,,,,,,,,,,,,,
192,0.0,0.0,3618.0,192.0,17.0,3618.0,0.10000000000000002,13.504699780133915,13.504699780133915,0.0,,,,,,,,,,,,,,,,6.570100388269688,3.6625882415905853,12.512911832452593,0.42312898852154746,,,,,,,,,,,,,,,,,,,,,,,,
193,0.0,0.0,3628.0,193.0,10.0,3628.0,0.10000000000000002,6.600092341104431,6.600092341104431,0.0,,,,,,,,,,,,,,,,3.0547413958886414,1.9891192594006968,6.3582002035510765,0.29748028771395546,,,,,,,,,,,,,,,,,,,,,,,,
194,0.0,0.0,3645.0,194.0,17.0,3645.0,0.10000000000000002,17.384137114509766,17.384137114509766,0.0,,,,,,,,,,,,,,,,8.937519367628976,4.444684500854829,16.025008911124075,1.1079899600914964,,,,,,,,,,,,,,,,,,,,,,,,
