Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min
53,27.0,0.0,24.0,1.0,24.0,1426.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0052121254,0.0,0.0052121254,0.0052121254,0.0,0.0,0.0,0.0,1.3857698,0.00014565303999999999,1.3862313999999998,1.38561,-0.01469820849597454,0.007563053196536392,-0.001395389437675476,-0.026899181306362152,0.15185723,0.00044741257000000006,0.15241110000000002,0.15102044,0.00035105355,0.0,0.00035105355,0.00035105355,-0.020306954,0.0,-0.020306954,-0.020306954
54,29.0,0.0,24.0,1.0,24.0,1450.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0063163659999999995,0.0,0.0063163659999999995,0.0063163659999999995,0.0,0.0,0.0,0.0,1.385541,0.0002257452,1.3862151000000003,1.3853189,-0.015050336718559262,0.007981441516066322,-0.0015794187784194946,-0.02767457067966461,0.15342036,0.00016882561999999999,0.15376392,0.15313510000000002,0.00035014097,0.0,0.00035014097,0.00035014097,-0.02103812,0.0,-0.02103812,-0.02103812
55,30.0,0.0,11.0,1.0,11.0,1461.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.3855262,0.00032866068,1.3861957,1.3851871,,,,,,,,,,,,,,,,
56,32.0,0.0,24.0,1.0,24.0,1485.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0061161843999999995,0.0,0.0061161843999999995,0.0061161843999999995,0.0,0.0,0.0,0.0,1.3851571000000003,0.00035612946,1.3861837,1.3848120000000002,-0.013449729979038238,0.006959074185877651,-0.0014556944370269775,-0.025101684033870697,0.14177057,0.0005142981,0.14249626,0.14099275,0.00031128787999999994,0.0,0.00031128787999999994,0.00031128787999999994,-0.018408183,0.0,-0.018408183,-0.018408183
57,34.0,0.0,24.0,1.0,24.0,1509.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.005927123,0.0,0.005927123,0.005927123,0.0,0.0,0.0,0.0,1.3850015,0.0004175281200000001,1.3861758,1.3846402,-0.012941699475049973,0.006643128942184842,-0.0012429356575012207,-0.023302726447582245,0.13000551,0.00026711076000000004,0.13030174,0.1293629,0.00025492152999999996,0.0,0.00025492152999999996,0.00025492152999999996,-0.018176738,0.0,-0.018176738,-0.018176738
58,36.0,0.0,24.0,1.0,24.0,1533.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0037905766999999997,0.0,0.0037905766999999997,0.0037905766999999997,0.0,0.0,0.0,0.0,1.384992,0.0004293528599999999,1.3861803999999998,1.384654,-0.011660235375165941,0.005978583425725029,-0.0012307316064834595,-0.021070249378681183,0.11771498,0.0002419623,0.11798857,0.117120944,0.00020969199,0.0,0.00020969199,0.00020969199,-0.016220588,0.0,-0.016220588,-0.016220588
59,39.0,0.0,60.0,1.0,60.0,1593.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.21331412,0.20920482,0.42251894,0.004109288,0.4213798427806726,0.4386346841031263,1.0,0.0,1.384788,0.00032636148,1.3861853000000002,1.3846014,0.2060602923855185,0.39866431039623945,0.9879760146141052,-0.01905909925699234,0.103674196,0.0025673322,0.10648073,0.10038215,0.107373126,0.10720085,0.21457398,0.00017226647,0.28512514,0.29920888,0.584334,-0.014083716000000001
60,41.0,0.0,24.0,1.0,24.0,1617.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0037104697,0.0,0.0037104697,0.0037104697,0.0,0.0,0.0,0.0,1.3850712,0.00040967767999999994,1.3861938,1.3847677,-0.01059434339404106,0.0055970066091961465,-0.0009511038661003113,-0.019178226590156555,0.10618158,0.00024054211,0.10672449999999999,0.105847284,0.00016862846999999998,0.0,0.00016862846999999998,0.00016862846999999998,-0.014655948,0.0,-0.014655948,-0.014655948
61,43.0,0.0,24.0,1.0,24.0,1641.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.003695175,0.0,0.003695175,0.003695175,0.0,0.0,0.0,0.0,1.3850493000000001,0.0004081235,1.3861877,1.384714,-0.010585191473364829,0.005248405615670271,-0.0011667385697364807,-0.019233696162700653,0.10915804,0.0005510664,0.109751955,0.107961364,0.00018652338,0.0,0.00018652338,0.00018652338,-0.014630701999999999,0.0,-0.014630701999999999,-0.014630701999999999
62,45.0,0.0,24.0,1.0,24.0,1665.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.003966073499999999,0.0,0.003966073499999999,0.003966073499999999,0.0,0.0,0.0,0.0,1.3849624,0.00043860803,1.3861808999999998,1.3845911,-0.011003606393933295,0.005533447545878919,-0.0011672377586364744,-0.019607283174991608,0.10916152,0.00027987696,0.10947547,0.10849394,0.00017863381000000003,0.0,0.00017863381000000003,0.00017863381000000003,-0.015375678,0.0,-0.015375678,-0.015375678
63,47.0,0.0,24.0,1.0,24.0,1689.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0040817573,0.0,0.0040817573,0.0040817573,0.0,0.0,0.0,0.0,1.3847958,0.00049072696,1.3861666000000001,1.3843629,-0.010508871078491213,0.0053813582002906896,-0.0011380091309547426,-0.019159413874149326,0.106295444,0.00024149341,0.10666305,0.10582915,0.00016848303,0.0,0.00016848303,0.00016848303,-0.014379916000000001,0.0,-0.014379916000000001,-0.014379916000000001
64,51.0,0.0,80.0,1.0,80.0,1769.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.6607422,0.4637125,0.99643415,0.0050160084,0.7867619815504795,0.5533707260490816,1.6757290490602832,0.0,1.3844591,0.0003286385,1.3861489,1.384195,0.5813328747948011,0.4375525579954424,0.9989198446273804,-0.02187357842922211,0.12026012,0.014030107,0.13756960000000001,0.10227557,0.27490506,0.19432034,0.41950637,0.00022247671000000002,0.8135832,0.5874989,1.2579243,-0.016578492
65,52.0,0.0,19.0,1.0,19.0,1788.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.3852204,0.00035368,1.3861768,1.3849561000000001,,,,,,,,,,,,,,,,
66,54.0,0.0,24.0,1.0,24.0,1812.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010569753000000001,0.0,0.010569753000000001,0.010569753000000001,0.0,0.0,0.0,0.0,1.3853846,0.00024751702,1.3861868,1.3852448,-0.020593376457691197,0.0107284868264831,-0.002189740538597107,-0.03794538974761963,0.21361962,0.00047609727999999994,0.21434,0.2128212,0.0007743453,0.0,0.0007743453,0.0007743453,-0.02855449,0.0,-0.02855449,-0.02855449
67,56.0,0.0,24.0,1.0,24.0,1836.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.011733068999999999,0.0,0.011733068999999999,0.011733068999999999,0.0,0.0,0.0,0.0,1.3857011000000001,0.00014436225000000002,1.3862071000000002,1.3855965000000001,-0.0246300220489502,0.012576413943226613,-0.002566158771514893,-0.04395119845867157,0.24616662,0.00048366154000000004,0.24656986,0.24497652,0.0010234723,0.0,0.0010234723,0.0010234723,-0.034170248,0.0,-0.034170248,-0.034170248
68,58.0,0.0,24.0,1.0,24.0,1860.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.015712082,0.0,0.015712082,0.015712082,0.0,0.0,0.0,0.0,1.3858641,0.00010320091999999998,1.3862215,1.3857541000000002,-0.026665522903203964,0.013698846652475812,-0.002816319465637207,-0.04782688617706299,0.26867434,0.00052581145,0.26913425,0.267429,0.0012448296,0.0,0.0012448296,0.0012448296,-0.03700902,0.0,-0.03700902,-0.03700902
69,61.0,0.0,52.0,1.0,52.0,1912.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.37930549999999996,0.36276153,0.74206704,0.016543975,0.5148012122030814,0.42792094166684,1.0,0.0,1.385917,6.239039e-05,1.3862228,1.3858106000000001,0.23356801830232146,0.4181637680582017,0.9725199937820436,-0.050575777888298035,0.28714937,0.0030717712,0.29092318,0.28301182,0.13763551,0.1362135,0.27384899999999995,0.0014220065,0.3221583,0.36089793,0.68305624,-0.03873962
70,63.0,0.0,24.0,1.0,24.0,1936.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.021522128999999997,0.0,0.021522128999999997,0.021522128999999997,0.0,0.0,0.0,0.0,1.3859337999999999,8.869638e-05,1.3862187,1.3858078,-0.031718505918979636,0.016806740459917053,-0.003118574619293213,-0.05768221616744995,0.32404685,0.0005101573999999999,0.32491902,0.32294494,0.0018896052,0.0,0.0018896052,0.0018896052,-0.044171654000000005,0.0,-0.044171654000000005,-0.044171654000000005
71,65.0,0.0,24.0,1.0,24.0,1960.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.023364149,0.0,0.023364149,0.023364149,0.0,0.0,0.0,0.0,1.3859696000000001,8.779947e-05,1.3862178,1.3858258999999997,-0.03289981037378311,0.016978739152495474,-0.0032656490802764893,-0.060151010751724236,0.34085652,0.0009318936,0.34211275,0.33932856,0.0021428566,0.0,0.0021428566,0.0021428566,-0.04533535,0.0,-0.04533535,-0.04533535
72,67.0,0.0,24.0,1.0,24.0,1984.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.02358895,0.0,0.02358895,0.02358895,0.0,0.0,0.0,0.0,1.3859523999999999,7.491432e-05,1.3862152,1.3858545,-0.03472224473953247,0.017730441952402816,-0.003882706165313721,-0.06209129095077515,0.34928122,0.0006649766,0.35000357,0.3475264,0.00222331,0.0,0.00222331,0.00222331,-0.048289113,0.0,-0.048289113,-0.048289113
73,69.0,0.0,24.0,1.0,24.0,2008.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.024079366,0.0,0.024079366,0.024079366,0.0,0.0,0.0,0.0,1.3858811000000002,8.625666999999999e-05,1.3862103000000001,1.3858044,-0.034320521354675296,0.01775869572926261,-0.0035511255264282227,-0.06189611554145812,0.34866193,0.0006028132,0.34920278,0.34713382,0.0022562474,0.0,0.0022562474,0.0022562474,-0.047329154000000005,0.0,-0.047329154000000005,-0.047329154000000005
