Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
11,0.0,1.0,2706.0,11.0,50.0,550.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,1.0,2952.0,12.0,50.0,600.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,1.0,3198.0,13.0,50.0,650.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,1.0,3444.0,14.0,50.0,700.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,1.0,3690.0,15.0,50.0,750.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,1.0,3936.0,16.0,50.0,800.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,1.0,4182.0,17.0,50.0,850.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,1.0,4428.0,18.0,50.0,900.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,1.0,4674.0,19.0,50.0,950.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,1.0,4920.0,20.0,50.0,1000.0,0.1,,,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,1.0,5166.0,21.0,50.0,1050.0,0.1,,,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,40.0,0.0,5412.0,22.0,50.0,1100.0,0.1,-50.0,-50.0,1.0,,,,2.0465587330050767,0.7581068677975938,3.052240002900362,0.2348138839006424,0.001,0.0,0.001,0.001,0.46081847,0.34716234,1.6330589,0.16179384,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.34986028,0.07593045400000001,0.010095487,-0.44983298,-0.2691740206779173,0.41699638608329903,0.0,-1.238206923007965,0.2528071436448297,0.4088350426240568,1.0866658877179918,-0.9372007403745176
23,80.0,0.0,5658.0,23.0,50.0,1150.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.73269427,0.15476541,-0.54828864,-1.1128385,,,,,0.14103907533385532,0.4004219263997091,1.1170175667311242,-0.94501333674486
24,120.0,0.0,5904.0,24.0,50.0,1200.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.7085666,0.05266718,-0.60521734,-0.8200801999999999,,,,,0.15221123511425216,0.4769290446220577,0.9897355411959669,-0.9840788640688172
25,160.0,0.0,6150.0,25.0,50.0,1250.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.8752363000000001,0.1996878,-0.5625627,-1.3845664,,,,,0.009036306697640826,0.6419147615951107,1.1705999141538832,-1.2004296132836227
26,200.0,0.0,6396.0,26.0,50.0,1300.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.37503259999999994,0.11051338,-0.2345631,-0.63978416,,,,,0.006343064685340964,0.4931368847970143,0.9948808575127016,-1.2428527965994551
27,240.0,0.0,6642.0,27.0,50.0,1350.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.2200719,0.07383021,-1.0558678999999997,-1.3491544,,,,,0.02743979736028317,0.4533863043496247,0.9686754962291096,-0.9542515372594662
28,280.0,0.0,6888.0,28.0,50.0,1400.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.88641465,0.10377209,-0.75158095,-1.1463754,,,,,-0.016776166873149853,0.5329383506482487,1.1538431707318115,-1.1942196303945292
29,320.0,0.0,7134.0,29.0,50.0,1450.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.1697766,0.048584777999999995,-1.0779614,-1.3043479,,,,,0.051194522469304164,0.5619727797955585,1.2418485949189586,-1.095860140441691
30,360.0,0.0,7380.0,30.0,50.0,1500.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.2139202,0.06754338,-1.1371799999999999,-1.5084208000000001,,,,,-0.001737131996155057,0.4478619052036617,1.0036972631279066,-1.067849647499887
31,400.0,0.0,7626.0,31.0,50.0,1550.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.3693633,0.030148696000000003,-1.3174822,-1.4565716,,,,,-0.027686847856449842,0.4002084243381048,1.1582890046230014,-0.9913504469598621
32,440.0,0.0,7872.0,32.0,50.0,1600.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.2162727,0.14275166,-1.0683258,-1.7323064,,,,,0.3113337479413379,0.7777324319752578,1.736091342724289,-1.4293946202052603
33,480.0,0.0,8118.0,33.0,50.0,1650.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.3705167,0.03947241,-1.3020258,-1.4951392,,,,,-0.11244094651818642,0.6031023842876947,1.1401651285437038,-1.368522038649493
34,520.0,0.0,8364.0,34.0,50.0,1700.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.121184,0.05900246,-1.0237607,-1.2664018,,,,,-0.032605933320499166,0.5329285539947792,1.0991850568628174,-1.1155208698561991
35,560.0,0.0,8610.0,35.0,50.0,1750.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.4389821000000003,0.11123261,-1.2875931999999999,-1.73735,,,,,-0.11535642676658632,0.6974766042551316,1.5527717053559311,-1.2554213290890992
36,600.0,0.0,8856.0,36.0,50.0,1800.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.1160238,0.074423395,-1.9905916000000001,-2.2991657,,,,,-0.011759227986508516,0.5201577277753849,0.9838638330228356,-1.1596930071506977
37,640.0,0.0,9102.0,37.0,50.0,1850.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.4846482,0.084502146,-1.3483192,-1.6833016,,,,,0.05996765727253565,0.6540467698488204,1.4198736079108183,-1.0290874120389053
38,680.0,0.0,9348.0,38.0,50.0,1900.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.2764168,0.11216333,-2.0427020000000002,-2.4673064,,,,,-0.015124224434284768,0.6959219188527307,1.3894215383043835,-1.2346413365284223
39,720.0,0.0,9594.0,39.0,50.0,1950.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.8168871999999999,0.07836921,-0.6831643000000001,-0.99632967,,,,,0.07434351807697567,0.579990543272561,1.376842736706119,-0.9644100690573464
40,760.0,0.0,9840.0,40.0,50.0,2000.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.3614899,0.04349567,-1.2868865,-1.5185763,,,,,0.040438323915362666,0.5627274013186857,1.2750049152408602,-1.2188289870231594
41,800.0,0.0,10086.0,41.0,50.0,2050.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.9502162,0.16201855,-1.701768,-2.275141,,,,,0.1122268651646868,0.7188620790208317,1.3171681676203528,-1.3180839225189196
42,840.0,0.0,10332.0,42.0,50.0,2100.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.8330656000000003,0.45379815,-1.163419,-2.5018162999999998,,,,,0.20719092671475745,0.7165037853019706,1.3555768921860132,-1.3296245796557846
43,880.0,0.0,10578.0,43.0,50.0,2150.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.0576217,0.063785315,-1.9268255,-2.1647422,,,,,-0.013089420547519937,0.36116918643052975,0.9950936577992564,-0.9696843060678906
44,920.0,0.0,10824.0,44.0,50.0,2200.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.8553804,0.11674691,-0.62684035,-1.2230778999999998,,,,,-0.02838843962071768,0.4993525284424552,1.1797453640137219,-1.3491459458531163
45,960.0,0.0,11070.0,45.0,50.0,2250.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-0.31353813,0.061613478,-0.21916239999999998,-0.47406766,,,,,-0.054328061555783014,0.5697158175542312,1.2387271426142041,-1.2677321652916005
46,1000.0,0.0,11316.0,46.0,50.0,2300.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.2992225,0.10600556,-1.1888415,-1.5672475000000001,,,,,0.1980844743525202,0.4519896343277216,1.259997376275347,-0.957044692295197
47,1040.0,0.0,11562.0,47.0,50.0,2350.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.6145778,0.04509061,-1.5004613000000002,-1.7598784,,,,,0.06691473120498748,0.5590031218786857,1.2409971821704455,-1.1181545233234305
48,1080.0,0.0,11808.0,48.0,50.0,2400.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.318213,0.34980320000000004,-1.3548067,-2.5977612,,,,,-0.052828711275517526,0.6319037485760587,1.2224291393200648,-1.1662464925943818
49,1120.0,0.0,12054.0,49.0,50.0,2450.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.1652153,0.04436802,-2.051069,-2.2481685000000002,,,,,0.01511435203584826,0.4511102449304997,0.9551582754901587,-1.0907406434802005
50,1160.0,0.0,12300.0,50.0,50.0,2500.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.1885331000000001,0.31051618,-0.7402999,-1.7252058000000001,,,,,-0.07117116911675214,0.7568472379370265,1.182465500534061,-1.4370393727896942
51,1200.0,0.0,12546.0,51.0,50.0,2550.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.6165869,0.09454348,-1.4260883,-1.8942156000000003,,,,,0.2957616330315048,0.5193233343186838,1.3794695098797685,-0.9847881151901791
52,1240.0,0.0,12792.0,52.0,50.0,2600.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.1238394,0.046036024,-2.0146115,-2.246922,,,,,0.2559403039353161,0.5664167326237344,1.199206839742467,-1.1053947098214787
53,1280.0,0.0,13038.0,53.0,50.0,2650.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.2638792999999997,0.13559431,-1.9921725,-2.4459524,,,,,0.3988949176996545,0.5305359904274883,1.2933928161674295,-0.9962228830131336
54,1320.0,0.0,13284.0,54.0,50.0,2700.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.8050865000000003,0.17159626,-1.3980863000000001,-2.0299618,,,,,-0.151959497736118,0.6578374114577606,1.2618917971961572,-1.1936510444991029
55,1360.0,0.0,13530.0,55.0,50.0,2750.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.2234368,0.075553715,-2.1177652,-2.4134142000000005,,,,,0.09736341814121756,0.4597682659859513,1.1652817904187829,-0.9394231809429116
56,1400.0,0.0,13776.0,56.0,50.0,2800.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.2041852000000004,0.024724634,-2.1531217000000002,-2.2803087000000004,,,,,-0.0017902479592163843,0.389648789403704,0.9954918918371648,-0.8900001968763969
57,1440.0,0.0,14022.0,57.0,50.0,2850.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.3588563999999996,0.07395701,-2.2219145,-2.5114,,,,,0.06949492149489905,0.47060221911292,1.5114184761327172,-0.9989360947490368
58,1480.0,0.0,14268.0,58.0,50.0,2900.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.0050576,0.06812738,-1.8885438,-2.2251654,,,,,-0.01573014772558573,0.5820335987672718,1.1681571075305148,-1.2973239589697911
59,1520.0,0.0,14514.0,59.0,50.0,2950.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.8968096,0.117896095,-1.7467629,-2.2765853,,,,,0.3625886495857958,0.6673552185810924,1.3701375678659748,-1.2471496883311666
60,1560.0,0.0,14760.0,60.0,50.0,3000.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.4613924,0.046056982,-2.3964648,-2.5961950000000003,,,,,-0.06155202343642905,0.4310323141288538,0.9965365949028968,-1.0446832325777744
61,1600.0,0.0,15006.0,61.0,50.0,3050.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.4553667999999997,0.12145345,-2.3396258,-2.8118098,,,,,-0.18991391973361949,0.6394156541227101,1.1646111702771371,-1.3907516210954731
62,1640.0,0.0,15252.0,62.0,50.0,3100.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.3509164,0.07780754599999999,-2.2343645,-2.5271506,,,,,0.2488025965065143,0.4970076256353596,1.2198657127777657,-0.9056072520528624
63,1680.0,0.0,15498.0,63.0,50.0,3150.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.3537486,0.096324265,-2.2323298,-2.7085468999999995,,,,,-0.036204211509102836,0.5130870497357151,1.0496836591907512,-1.1117690274346492
64,1720.0,0.0,15744.0,64.0,50.0,3200.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.3919432,0.104850106,-2.2451967999999995,-2.630431,,,,,0.028532491940523458,0.4904680915301386,1.129928961187263,-1.3447174825491195
65,1760.0,0.0,15990.0,65.0,50.0,3250.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.7157464,0.30044508,-2.0069308,-3.167601,,,,,-0.03813853250982213,0.6644545681807636,1.2815982419465628,-1.1277245334360573
66,1800.0,0.0,16236.0,66.0,50.0,3300.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.7851515,0.07598412,-2.633984,-2.9569497000000005,,,,,0.2699051459573633,0.5227279231986547,1.363584151941334,-0.9907033631547792
67,1840.0,0.0,16482.0,67.0,50.0,3350.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.401753,0.15633486,-2.1383642999999997,-2.7115134999999997,,,,,0.239634896797372,0.6680371015533042,1.2919289439243091,-1.2238639975107128
68,1880.0,0.0,16728.0,68.0,50.0,3400.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.29487,0.17894812,-2.0867412,-2.700056,,,,,-0.09862468776814767,0.6277268056648666,1.2829220274935438,-1.2751674315957413
69,1920.0,0.0,16974.0,69.0,50.0,3450.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.6790664,0.0741904,-2.5835466,-2.9278965,,,,,-0.059812192310543875,0.3592175654856137,0.984186486457718,-0.8440477935136792
70,1960.0,0.0,17220.0,70.0,50.0,3500.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-3.1500377999999998,0.1343248,-2.9637062999999997,-3.4191437000000007,,,,,0.023746605629145424,0.4175592152326871,0.9964269001070174,-0.9733365588187229
71,2000.0,0.0,17466.0,71.0,50.0,3550.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.7656236,0.09889889,-1.5911711000000002,-2.0470414,,,,,-0.1320787861448716,0.409203867345909,0.9840468016508408,-1.0989030776377484
72,2040.0,0.0,17712.0,72.0,50.0,3600.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.2027147,0.05622396599999999,-2.0951777,-2.3771458,,,,,-0.0788605778790367,0.5396245453797823,0.9460837324843354,-1.3974963064660777
73,2080.0,0.0,17958.0,73.0,50.0,3650.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.8160355,0.06482080000000001,-2.705915,-2.9650087000000003,,,,,-0.018620958394909026,0.3827633205929295,0.9490829386391038,-0.9820776019877016
74,2120.0,0.0,18204.0,74.0,50.0,3700.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-1.9578956000000003,0.40324920000000003,-1.5345198,-2.8424853999999997,,,,,0.2666421478440958,0.6143742199870305,1.3646430757132069,-1.1866585349252698
75,2160.0,0.0,18450.0,75.0,50.0,3750.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.6722975,0.09649519,-2.4911306,-2.8482787999999997,,,,,0.07802213713037996,0.5692483781595914,1.2893925371694424,-1.179556855356775
76,2200.0,0.0,18696.0,76.0,50.0,3800.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-2.6937866,0.07247306,-2.5868914000000003,-2.8515165000000002,,,,,0.3019344650489933,0.4904770755701533,1.2944123242446488,-0.9953397399071148
77,2240.0,0.0,18942.0,77.0,50.0,3850.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,-18.84431432426873,9.007305717332294,-1.0,-31.79151599564413,,,,,,,,,,,,,,,,,,,,,-3.3298349999999997,0.13582548,-3.11928,-3.5700927000000005,,,,,0.057525504894788713,0.4161324270666324,1.0360537473775018,-0.9410811139638346
