Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min
136,208.0,0.0,24.0,1.0,24.0,3724.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0010001982000000002,0.0,0.0010001982000000002,0.0010001982000000002,1.3858441000000001,9.579766e-06,1.3858616000000001,1.3858197,-0.0011639745905995366,0.0008553933457936556,-7.833866402506827e-05,-0.0032147802412509923,0.0066375209999999995,0.0006938886,0.008333585,0.005617635,1.0432673e-06,0.0,1.0432673e-06,1.0432673e-06,-0.0016031347,0.0,-0.0016031347,-0.0016031347
137,210.0,0.0,24.0,1.0,24.0,3748.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0013088263,0.0,0.0013088263,0.0013088263,1.3858333999999999,1.2969091000000001e-05,1.3858540000000001,1.3858068000000001,-0.0015787573880515992,0.0008860121732907358,-0.00020165182650089264,-0.0032155066728591923,0.0038139217,0.0008483233999999999,0.005305809399999999,0.0025024842,1.6387462e-06,0.0,1.6387462e-06,1.6387462e-06,-0.002181813,0.0,-0.002181813,-0.002181813
138,213.0,0.0,52.0,1.0,52.0,3800.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.21343112,0.21302456,0.42645568,0.00040656643,1.3858383,3.4094697e-05,1.3858825000000001,1.3857777,0.2627947966844658,0.4270031411207783,1.0029947757720947,-0.0019008729141205551,0.0016317129,0.0016342213,0.0058778580000000006,-0.00022107014,0.12569639999999999,0.12569605,0.25139245,3.5139092e-07,0.36609003,0.36678109999999997,0.7328710999999999,-0.000691074
139,215.0,0.0,24.0,1.0,24.0,3824.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0017492933,0.0,0.0017492933,0.0017492933,1.3858,1.7777278e-05,1.3858235,1.3857542999999999,-0.0020868039689958093,0.0012886176592784462,-0.00015559885650873184,-0.0044713616371154785,0.01302506,0.0007899426,0.014700707,0.011941198,3.0076434999999996e-06,0.0,3.0076434999999996e-06,3.0076434999999996e-06,-0.0028831917,0.0,-0.0028831917,-0.0028831917
140,217.0,0.0,24.0,1.0,24.0,3848.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0021052272,0.0,0.0021052272,0.0021052272,1.3858428999999999,1.1179116e-05,1.3858618,1.3858167,-0.002327609108760953,0.0012800971383996574,-0.00019577890634536743,-0.004594540223479271,0.018313833999999998,0.0006053139,0.019544695,0.017459443,3.5282062e-06,0.0,3.5282062e-06,3.5282062e-06,-0.0032025115,0.0,-0.0032025115,-0.0032025115
141,219.0,0.0,24.0,1.0,24.0,3872.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0022896559,0.0,0.0022896559,0.0022896559,1.3858544,9.602979e-06,1.3858705,1.3858309,-0.002771369181573391,0.0015663062189069422,-0.00024227425456047055,-0.0053693484514951715,0.023394426,0.0006468622,0.024659986000000002,0.022489803,5.0669005e-06,0.0,5.0669005e-06,5.0669005e-06,-0.0038348462,0.0,-0.0038348462,-0.0038348462
142,221.0,0.0,24.0,1.0,24.0,3896.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0022828851,0.0,0.0022828851,0.0022828851,1.3859385,1.5526542e-05,1.3859588,1.3858883,-0.0028099349699914453,0.0015999334305892704,-0.000455465167760849,-0.005803879350423813,0.022057217999999996,0.0008062986999999999,0.02380374,0.021010935,5.2277605000000004e-06,0.0,5.2277605000000004e-06,5.2277605000000004e-06,-0.0038905322999999996,0.0,-0.0038905322999999996,-0.0038905322999999996
143,226.0,0.0,91.0,1.0,91.0,3987.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.21257420000000002,0.2112301,0.44010496,0.00032830413,1.3859195,4.267746e-05,1.3859915,1.3858309,0.24801165475510065,0.4189893538146551,1.0023727416992188,-0.007334163412451744,0.029351205,0.0049869473999999995,0.037330218,0.022347542,0.11853093,0.118824884,0.24896485,5.781969999999999e-07,0.3436411,0.34699473,0.7213571999999999,-0.004929775999999999
144,227.0,0.0,2.0,1.0,2.0,3989.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3858333,5.397430400000001e-07,1.3858339,1.3858328000000002,,,,,,,,,,,,,,,,
145,230.0,0.0,52.0,1.0,52.0,4041.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.2608141,0.25626928,0.5170834,0.0045448191999999995,1.3857492,8.892289000000001e-05,1.3858416999999998,1.3855836000000001,0.2562803691253066,0.4242419579862899,0.9950374364852904,-0.010646529495716095,0.055083035999999995,0.0027884007,0.060300425,0.05145058,0.12283043,0.12280955,0.24563998,2.0881056e-05,0.35251784,0.360331,0.71284884,-0.007813145
146,232.0,0.0,24.0,1.0,24.0,4065.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0077956715,0.0,0.0077956715,0.0077956715,1.3854651000000002,4.2637790000000006e-05,1.3855015,1.3853505,-0.008117628656327725,0.004333847967625325,-0.0016454905271530151,-0.014366630464792253,0.07522009,0.0009231959699999999,0.07666273400000001,0.07308681,4.233907e-05,0.0,4.233907e-05,4.233907e-05,-0.011198005,0.0,-0.011198005,-0.011198005
147,234.0,0.0,24.0,1.0,24.0,4089.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.008247613,0.0,0.008247613,0.008247613,1.3852553,5.340519e-05,1.3853096,1.3851142,-0.008482613787055015,0.004654753347056349,-0.0004968047142028809,-0.015347644686698912,0.08634277,0.0007169432400000001,0.08825068,0.085176185,4.6810735999999994e-05,0.0,4.6810735999999994e-05,4.6810735999999994e-05,-0.0118786,0.0,-0.0118786,-0.0118786
148,236.0,0.0,24.0,1.0,24.0,4113.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010219656,0.0,0.010219656,0.010219656,1.385026,3.833677e-05,1.3850806,1.3849323999999998,-0.00991838164627552,0.005394616868592412,-0.0011373162269592285,-0.017807602882385254,0.09517177,0.0006897276,0.09649194,0.09418965,6.3738094e-05,0.0,6.3738094e-05,6.3738094e-05,-0.013815993,0.0,-0.013815993,-0.013815993
149,238.0,0.0,24.0,1.0,24.0,4137.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010410902,0.0,0.010410902,0.010410902,1.3849624,3.791006e-05,1.3850025,1.3848612,-0.009834618493914605,0.005156812081516747,-0.0009933039546012876,-0.01683530956506729,0.09727203,0.00075847795,0.09909649,0.09537165,6.165622e-05,0.0,6.165622e-05,6.165622e-05,-0.013595507,0.0,-0.013595507,-0.013595507
150,240.0,0.0,24.0,1.0,24.0,4161.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.011878933999999999,0.0,0.011878933999999999,0.011878933999999999,1.3849419,1.7000442e-05,1.3849607,1.3849049,-0.009707015380263329,0.00510909393642489,-0.000988401472568512,-0.017235711216926575,0.09589724,0.00049686513,0.09707885,0.09484199,6.016449e-05,0.0,6.016449e-05,6.016449e-05,-0.013205701499999998,0.0,-0.013205701499999998,-0.013205701499999998
151,242.0,0.0,24.0,1.0,24.0,4185.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009142913,0.0,0.009142913,0.009142913,1.384911,3.4398174e-05,1.3849608999999998,1.3848231000000002,-0.009482957422733309,0.0049641550828101065,-0.0008038803935050964,-0.01668786257505417,0.09213748599999999,0.0005502261,0.093293816,0.09091381,5.7284659999999994e-05,0.0,5.7284659999999994e-05,5.7284659999999994e-05,-0.013209796000000001,0.0,-0.013209796000000001,-0.013209796000000001
152,245.0,0.0,52.0,1.0,52.0,4237.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.25930136,0.25027102,0.5095724,0.009030328,1.3848723,6.8113266e-05,1.3849698000000001,1.3847368,0.2535517102107406,0.4242838631424961,0.9924159049987792,-0.015751220285892487,0.08595318,0.0016901939,0.08891703,0.08272516,0.12215263400000001,0.12210209999999999,0.24425474,5.0534272e-05,0.34986934,0.3621023,0.71197164,-0.012232966999999999
153,247.0,0.0,24.0,1.0,24.0,4261.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009830493499999999,0.0,0.009830493499999999,0.009830493499999999,1.3846663000000001,4.1872343e-05,1.3847198,1.3846014,-0.00991441197693348,0.005212110411826546,-0.0008459538221359253,-0.017833493649959564,0.09357338400000001,0.0007308075,0.0951167,0.09181674,6.273084e-05,0.0,6.273084e-05,6.273084e-05,-0.013756879,0.0,-0.013756879,-0.013756879
154,249.0,0.0,24.0,1.0,24.0,4285.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009826988,0.0,0.009826988,0.009826988,1.3845091999999999,3.8771228e-05,1.384551,1.3844268,-0.009903588518500327,0.005287265098102766,-0.0010084137320518494,-0.017683610320091248,0.09614375,0.0005728921,0.09736577,0.09510273,6.3018124e-05,0.0,6.3018124e-05,6.3018124e-05,-0.013725447,0.0,-0.013725447,-0.013725447
155,251.0,0.0,24.0,1.0,24.0,4309.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009460403000000001,0.0,0.009460403000000001,0.009460403000000001,1.3842796999999998,3.3241067e-05,1.3843272,1.3842123,-0.009813887625932691,0.005173151427708838,-0.00099191814661026,-0.017265714704990387,0.095427394,0.00058013713,0.09662115,0.094500504,6.153695e-05,0.0,6.153695e-05,6.153695e-05,-0.0136003615,0.0,-0.0136003615,-0.0136003615
156,253.0,0.0,24.0,1.0,24.0,4333.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010540873999999999,0.0,0.010540873999999999,0.010540873999999999,1.3842907,2.7278747e-05,1.3843187,1.3842249,-0.009273961931467057,0.00491643875425711,-0.0009334757924079896,-0.016520224511623386,0.09122881,0.0005385123,0.09262052,0.090422854,5.5088876e-05,0.0,5.5088876e-05,5.5088876e-05,-0.012593219,0.0,-0.012593219,-0.012593219
157,255.0,0.0,24.0,1.0,24.0,4357.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.00935036,0.0,0.00935036,0.00935036,1.3843435,3.3262837e-05,1.3844045,1.3842780000000001,-0.008839646354317665,0.004659495214536816,-0.0008845701813697815,-0.015579581260681152,0.08687724,0.00049672317,0.08791596,0.08598424,4.9925124999999996e-05,0.0,4.9925124999999996e-05,4.9925124999999996e-05,-0.012125228500000002,0.0,-0.012125228500000002,-0.012125228500000002
158,260.0,0.0,89.0,1.0,89.0,4446.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.20482346,0.19816315,0.41939586,0.006793293000000001,1.3846029,6.357319000000001e-05,1.3847049999999999,1.3844302,0.19751070579513907,0.3923863643523711,0.9953467845916748,-0.01579994708299637,0.07982585,0.0019703754,0.083314255,0.075292654,0.096488774,0.096799426,0.20451565,3.060495999999999e-05,0.2724222,0.28344187,0.5857991,-0.010924493
159,263.0,0.0,52.0,1.0,52.0,4498.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.2554745,0.24796265,0.50343716,0.0075118323,1.3841662000000001,0.00019219054,1.384443,1.3837598999999998,0.2525531830266118,0.4223641864329873,0.9898582696914672,-0.01599958539009094,0.09323374,0.0023196256,0.096732505,0.08978011,0.12108731,0.12104002,0.24212733,4.7301270000000005e-05,0.3521692,0.3640113,0.71618044,-0.011842092
160,264.0,0.0,4.0,1.0,4.0,4502.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3836472,1.3978528e-06,1.3836483999999998,1.3836448000000001,,,,,,,,,,,,,,,,
161,266.0,0.0,24.0,1.0,24.0,4526.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.013716866999999999,0.0,0.013716866999999999,0.013716866999999999,1.3835465,7.2771574e-05,1.3836409,1.3833790000000001,-0.012202347069978714,0.006240646365140928,-0.0014807358384132385,-0.021314799785614014,0.11735879,0.000721666,0.11872096,0.11583282,9.3921466e-05,0.0,9.3921466e-05,9.3921466e-05,-0.016737087,0.0,-0.016737087,-0.016737087
162,268.0,0.0,24.0,1.0,24.0,4550.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.016499775,0.0,0.016499775,0.016499775,1.3830973,7.905451e-05,1.3831985,1.3828902,-0.013245806843042373,0.006328545025141191,-0.001706242561340332,-0.02240310609340668,0.12644222,0.0006495386000000001,0.12729503,0.124897085,0.00010775094999999999,0.0,0.00010775094999999999,0.00010775094999999999,-0.018056419,0.0,-0.018056419,-0.018056419
163,270.0,0.0,24.0,1.0,24.0,4574.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.01478657,0.0,0.01478657,0.01478657,1.3828284,5.0159709999999994e-05,1.3829331,1.3827406999999998,-0.012573503330349924,0.007093996108460346,-0.0010227859020233154,-0.02355024218559265,0.12775867,0.0006068558000000001,0.1288204,0.12679507,0.00010420888000000001,0.0,0.00010420888000000001,0.00010420888000000001,-0.017267685,0.0,-0.017267685,-0.017267685
164,271.0,0.0,10.0,1.0,10.0,4584.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3829221999999999,2.1337096999999998e-05,1.3829441,1.3828844999999998,,,,,,,,,,,,,,,,
165,272.0,0.0,11.0,1.0,11.0,4595.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3829993,1.711047e-05,1.3830291000000001,1.3829796,,,,,,,,,,,,,,,,
166,275.0,0.0,52.0,1.0,52.0,4647.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.26289159999999995,0.25161648,0.51450807,0.011275101000000001,1.3830876,8.178175000000001e-05,1.3832216999999998,1.3829103,0.250861201249063,0.4230012606443522,0.9899808168411256,-0.019909203052520752,0.109987095,0.0022703023,0.11315405,0.10664182,0.120930724,0.12084994,0.24178067,8.078294e-05,0.34694785,0.36255255,0.70950043,-0.015604712
167,277.0,0.0,24.0,1.0,24.0,4671.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.011312648,0.0,0.011312648,0.011312648,1.3828646,5.067948e-05,1.3829548,1.3827801000000002,-0.011033576726913451,0.005813439690796725,-0.0013194754719734194,-0.019328385591506958,0.11145725,0.00054020435,0.11242815,0.110365905,7.776794e-05,0.0,7.776794e-05,7.776794e-05,-0.015231791000000001,0.0,-0.015231791000000001,-0.015231791000000001
168,279.0,0.0,24.0,1.0,24.0,4695.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010597493000000001,0.0,0.010597493000000001,0.010597493000000001,1.382801,5.0961647999999995e-05,1.3829167,1.3827276000000002,-0.011300155520439148,0.0058105975249920245,-0.0016628429293632507,-0.019290812313556668,0.11041747,0.0008081267,0.111767575,0.108925045,8.072827e-05,0.0,8.072827e-05,8.072827e-05,-0.015756825,0.0,-0.015756825,-0.015756825
169,281.0,0.0,24.0,1.0,24.0,4719.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010707755,0.0,0.010707755,0.010707755,1.3829314,3.446322e-05,1.3830016,1.3828651,-0.010823440551757813,0.005763870749188643,-0.00114528089761734,-0.0193108469247818,0.105770364,0.00060274685,0.1068893,0.10438661,7.518454e-05,0.0,7.518454e-05,7.518454e-05,-0.015531774,0.0,-0.015531774,-0.015531774
170,286.0,0.0,95.0,1.0,95.0,4814.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.33583826,0.32530457,0.67532396,0.010649736000000002,1.3828208,0.0002754833,1.3831125,1.3821727,0.32933144494891164,0.44838182994274695,0.9959422945976256,-0.01950331032276154,0.09959352,0.00357119,0.1057269,0.094190955,0.15475272,0.15485561,0.31953576,5.3341300000000004e-05,0.45493823,0.468509,0.9545476999999999,-0.014174913
171,288.0,0.0,24.0,1.0,24.0,4838.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.016546523,0.0,0.016546523,0.016546523,1.381997,0.00011250528999999999,1.3821276000000002,1.381699,-0.012932460382580757,0.006519237460477571,-0.001758083701133728,-0.0227624773979187,0.126316,0.00055376254,0.12730503,0.12519802,0.000104874496,0.0,0.000104874496,0.000104874496,-0.01739507,0.0,-0.01739507,-0.01739507
172,290.0,0.0,24.0,1.0,24.0,4862.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.015222331499999998,0.0,0.015222331499999998,0.015222331499999998,1.3814663999999999,8.497438e-05,1.3816183000000002,1.3813008999999998,-0.014435951411724091,0.007231616748096487,-0.0015640705823898315,-0.025153331458568573,0.14074752,0.0005933498,0.14187731,0.1397702,0.0001303465,0.0,0.0001303465,0.0001303465,-0.020187128000000002,0.0,-0.020187128000000002,-0.020187128000000002
173,292.0,0.0,24.0,1.0,24.0,4886.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.014973014,0.0,0.014973014,0.014973014,1.3814453000000002,7.888274e-05,1.3815761999999998,1.3812963,-0.014220157638192175,0.008083384321712194,-0.0008851885795593262,-0.02690678089857101,0.14723098,0.0007200261500000001,0.14847910000000003,0.14567357,0.00013377698000000002,0.0,0.00013377698000000002,0.00013377698000000002,-0.01995708,0.0,-0.01995708,-0.01995708
174,294.0,0.0,24.0,1.0,24.0,4910.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.016421624,0.0,0.016421624,0.016421624,1.3819985000000001,0.00015485413,1.3824021999999998,1.3818350000000001,-0.014448807388544085,0.007831869282995944,-0.0020530223846435547,-0.026794932782649997,0.14539132,0.0006913094,0.14643043,0.14390893,0.00013505312,0.0,0.00013505312,0.00013505312,-0.020056814,0.0,-0.020056814,-0.020056814
175,295.0,0.0,18.0,1.0,18.0,4928.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3827472,3.9424467e-05,1.3828186000000002,1.3826665,,,,,,,,,,,,,,,,
176,297.0,0.0,24.0,1.0,24.0,4952.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.016357983,0.0,0.016357983,0.016357983,1.3832773,0.00013589549999999998,1.38364,1.3831441,-0.01309577114880085,0.007030499988183788,-0.0013844221830368042,-0.023481033742427826,0.13162658,0.0006517005400000001,0.13291875,0.13052742,0.00011046359599999999,0.0,0.00011046359599999999,0.00011046359599999999,-0.01783291,0.0,-0.01783291,-0.01783291
177,299.0,0.0,24.0,1.0,24.0,4976.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.013824851,0.0,0.013824851,0.013824851,1.3840675,0.00011622631000000002,1.3843687,1.3839648,-0.012035565823316573,0.006460541378207593,-0.0012149512767791748,-0.021322250366210938,0.11943382,0.0006699273,0.12101405,0.11859280000000001,9.329673e-05,0.0,9.329673e-05,9.329673e-05,-0.01644738,0.0,-0.01644738,-0.01644738
178,302.0,0.0,43.0,1.0,43.0,5019.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.27318335,0.2618391,0.53502244,0.011344284,1.3846987,6.361310000000001e-05,1.3848468,1.3846059,0.2738244784995913,0.4325465611225995,0.993420660495758,-0.020328983664512638,0.10961504,0.001204342,0.11156566,0.10700942599999999,0.13103819,0.13095908,0.26199725,7.9116e-05,0.37987724,0.39504263,0.77491987,-0.015165379
179,304.0,0.0,24.0,1.0,24.0,5043.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.01032895,0.0,0.01032895,0.01032895,1.3849831,4.3095977000000006e-05,1.3850945,1.3849248,-0.010454510152339936,0.005700639660480039,-0.0009832680225372314,-0.019772373139858246,0.108154655,0.00046320094,0.10861086,0.10663129,7.089703e-05,0.0,7.089703e-05,7.089703e-05,-0.014474727,0.0,-0.014474727,-0.014474727
180,306.0,0.0,24.0,1.0,24.0,5067.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.011208932,0.0,0.011208932,0.011208932,1.3851775,4.3181746000000006e-05,1.3852813,1.3851069999999999,-0.011280291900038718,0.005868003868307991,-0.002550214529037476,-0.02013355493545532,0.10482271,0.0009424717999999999,0.106610425,0.10239857,8.0839236e-05,0.0,8.0839236e-05,8.0839236e-05,-0.015636468,0.0,-0.015636468,-0.015636468
181,308.0,0.0,24.0,1.0,24.0,5091.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010254727,0.0,0.010254727,0.010254727,1.38541,3.3923465e-05,1.3855026000000001,1.3853455,-0.010050095617771149,0.005343348342335569,-0.0008802860975265502,-0.01767931878566742,0.09822655,0.0007011992,0.09964152400000001,0.09685239999999999,6.47779e-05,0.0,6.47779e-05,6.47779e-05,-0.013841528999999998,0.0,-0.013841528999999998,-0.013841528999999998
182,310.0,0.0,24.0,1.0,24.0,5115.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0088139605,0.0,0.0088139605,0.0088139605,1.3855509,2.6955493e-05,1.3856086,1.385509,-0.00947456993162632,0.005099045787084617,-0.0006502047181129456,-0.01663815230131149,0.09305104,0.0007881702,0.09465887,0.091371186,5.7883877e-05,0.0,5.7883877e-05,5.7883877e-05,-0.013157395,0.0,-0.013157395,-0.013157395
183,311.0,0.0,10.0,1.0,10.0,5125.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3856814,1.2502378e-05,1.3856959,1.3856556,,,,,,,,,,,,,,,,
184,313.0,0.0,24.0,1.0,24.0,5149.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0075105484999999994,0.0,0.0075105484999999994,0.0075105484999999994,1.3857718,2.2775122000000002e-05,1.3858277,1.3857291999999999,-0.008453672379255294,0.004612484757373979,-0.000425294041633606,-0.014769122004508972,0.08281351599999999,0.00073339,0.084316246,0.08183271,4.6369790000000004e-05,0.0,4.6369790000000004e-05,4.6369790000000004e-05,-0.011761268,0.0,-0.011761268,-0.011761268
185,315.0,0.0,24.0,1.0,24.0,5173.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0074696219999999995,0.0,0.0074696219999999995,0.0074696219999999995,1.3858656,1.5613592e-05,1.3859015,1.3858358,-0.008410266041755677,0.0042639278743520454,-0.0009807050228118896,-0.014561906456947328,0.0766245,0.0005990779,0.07766904,0.075423166,4.445683e-05,0.0,4.445683e-05,4.445683e-05,-0.011649705,0.0,-0.011649705,-0.011649705
186,317.0,0.0,24.0,1.0,24.0,5197.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.006109194399999999,0.0,0.006109194399999999,0.006109194399999999,1.3859409,1.4285253e-05,1.3859695,1.3859066,-0.007006739266216755,0.0038465494467266586,-0.0009801983833312988,-0.012489046901464462,0.070097245,0.0006183829,0.07141593,0.06864514,3.1945170000000005e-05,0.0,3.1945170000000005e-05,3.1945170000000005e-05,-0.009758694,0.0,-0.009758694,-0.009758694
187,319.0,0.0,24.0,1.0,24.0,5221.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.006304049399999999,0.0,0.006304049399999999,0.006304049399999999,1.3859798,1.13634815e-05,1.3860061000000001,1.3859538999999998,-0.007010641507804394,0.0036140623589221,-0.001736462116241455,-0.012211833149194716,0.06465512,0.00064897723,0.06612237,0.06348875,3.1105275e-05,0.0,3.1105275e-05,3.1105275e-05,-0.009716264,0.0,-0.009716264,-0.009716264
188,321.0,0.0,24.0,1.0,24.0,5245.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.004997405,0.0,0.004997405,0.004997405,1.3860238999999999,1.5059445e-05,1.3860501,1.3859920000000001,-0.006022058613598347,0.003594028746397941,-0.00022584199905395508,-0.011365622282028198,0.059356015,0.00066720456,0.061159987,0.058396444000000006,2.4591116000000003e-05,0.0,2.4591116000000003e-05,2.4591116000000003e-05,-0.008378542,0.0,-0.008378542,-0.008378542
189,323.0,0.0,24.0,1.0,24.0,5269.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.004983975999999999,0.0,0.004983975999999999,0.004983975999999999,1.3860622999999999,8.197643e-06,1.386075,1.3860445,-0.00586904026567936,0.003214522702921018,-0.0005656890571117401,-0.010167788714170456,0.05388583,0.0006304675,0.055319007,0.05307043,2.2389395e-05,0.0,2.2389395e-05,2.2389395e-05,-0.0081674475,0.0,-0.0081674475,-0.0081674475
190,325.0,0.0,24.0,1.0,24.0,5293.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0047628554,0.0,0.0047628554,0.0047628554,1.3860649,1.1654347e-05,1.3860841999999998,1.3860337,-0.005661348439753054,0.00264439494214155,-0.0008653365075588226,-0.009277082979679108,0.04987278,0.0005420652,0.051462654000000004,0.04899851,1.9521844e-05,0.0,1.9521844e-05,1.9521844e-05,-0.007812924,0.0,-0.007812924,-0.007812924
191,327.0,0.0,24.0,1.0,24.0,5317.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0040928703,0.0,0.0040928703,0.0040928703,1.3860803999999998,9.615734e-06,1.3860938999999999,1.3860596,-0.004916798323392868,0.002602777198298271,-0.0006541833281517029,-0.008356239646673203,0.045382112,0.00055859296,0.046581235,0.044623125,1.5474679999999998e-05,0.0,1.5474679999999998e-05,1.5474679999999998e-05,-0.0067793354,0.0,-0.0067793354,-0.0067793354
192,329.0,0.0,24.0,1.0,24.0,5341.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0036889686999999997,0.0,0.0036889686999999997,0.0036889686999999997,1.3860947,9.791594e-06,1.3861146,1.3860687,-0.004732385277748108,0.0027423970491478127,-0.0002444349229335785,-0.008399162441492079,0.04259581,0.0006840554,0.044185482000000005,0.041476898,1.4958104000000001e-05,0.0,1.4958104000000001e-05,1.4958104000000001e-05,-0.0065874196999999995,0.0,-0.0065874196999999995,-0.0065874196999999995
193,334.0,0.0,95.0,1.0,95.0,5436.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.15497862,0.21862839,0.5295189,0.0034206128000000002,1.3860848999999997,2.1839413e-05,1.3861364999999999,1.3860533000000002,0.18492648266255854,0.37863520289326746,1.0007374286651611,-0.009864069521427156,0.042406945999999994,0.0020214792,0.045564756,0.038237217999999996,0.088781215,0.12726226,0.30651397,1.1489337e-05,0.25575992,0.3783955,0.90380496,-0.006894066999999999
194,336.0,0.0,24.0,1.0,24.0,5460.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0036779083000000002,0.0,0.0036779083000000002,0.0036779083000000002,1.3860492,9.251784999999999e-06,1.3860622999999999,1.3860253999999999,-0.00459633469581604,0.003064692005397671,0.00028112903237342834,-0.009058699011802672,0.046047464,0.0008380669,0.047581807000000004,0.044791013,1.5259315e-05,0.0,1.5259315e-05,1.5259315e-05,-0.0063622719999999995,0.0,-0.0063622719999999995,-0.0063622719999999995
195,338.0,0.0,24.0,1.0,24.0,5484.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.004630173,0.0,0.004630173,0.004630173,1.3860391,8.611135e-06,1.3860476000000002,1.3860164,-0.0050631223246455186,0.002730095047444948,-0.0005785375833511353,-0.008780263364315033,0.048299216,0.0004699607,0.049221307,0.04778433,1.6544313e-05,0.0,1.6544313e-05,1.6544313e-05,-0.007015367,0.0,-0.007015367,-0.007015367
196,340.0,0.0,24.0,1.0,24.0,5508.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.004333577,0.0,0.004333577,0.004333577,1.386036,9.601498e-06,1.3860451999999999,1.3860123,-0.005192584916949272,0.0029007094966129747,-0.0006062760949134827,-0.009458597749471664,0.04948878,0.000510002,0.050622873,0.048664264000000006,1.7688526e-05,0.0,1.7688526e-05,1.7688526e-05,-0.007175722,0.0,-0.007175722,-0.007175722
