Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min
77,82.0,0.0,24.0,1.0,24.0,2052.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.00278727,0.0,0.00278727,0.00278727,1.3819374,5.561376e-05,1.3820324,1.3817883,-0.0027416199445724487,0.0016262353918135518,0.00010177493095397948,-0.005485072731971741,0.031099607999999997,0.00075471844,0.03283453,0.029882574,5.0805616e-06,0.0,5.0805616e-06,5.0805616e-06,-0.0038415796999999997,0.0,-0.0038415796999999997,-0.0038415796999999997
78,84.0,0.0,24.0,1.0,24.0,2076.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0029382333000000003,0.0,0.0029382333000000003,0.0029382333000000003,1.3817736,4.955177e-05,1.3818607,1.3816754,-0.00300226416438818,0.0018780448087356188,0.00046116486191749573,-0.005516298115253449,0.03237496,0.0005147434400000001,0.03331897,0.031595595,6.270321e-06,0.0,6.270321e-06,6.270321e-06,-0.0041776663,0.0,-0.0041776663,-0.0041776663
79,86.0,0.0,24.0,1.0,24.0,2100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.00360578,0.0,0.00360578,0.00360578,1.3817078,5.3366652999999997e-05,1.3817947,1.381583,-0.003519656881690025,0.001970475890867637,-0.0004321038722991944,-0.006775844842195511,0.031925846,0.0006810536,0.03352887,0.031046912000000003,8.13538e-06,0.0,8.13538e-06,8.13538e-06,-0.0047760303,0.0,-0.0047760303,-0.0047760303
80,88.0,0.0,24.0,1.0,24.0,2124.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0021879982999999997,0.0,0.0021879982999999997,0.0021879982999999997,1.3816323,6.0475285999999995e-05,1.3817369,1.3815198,-0.002366869803518057,0.0017256628821190846,0.0004239566624164581,-0.00502520427107811,0.030920178,0.00066222576,0.032270137000000004,0.029843781,4.2899933e-06,0.0,4.2899933e-06,4.2899933e-06,-0.003279044,0.0,-0.003279044,-0.003279044
81,90.0,0.0,24.0,1.0,24.0,2148.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0039911587,0.0,0.0039911587,0.0039911587,1.3819093999999998,5.1819126e-05,1.381983,1.3817704,-0.0036025254055857656,0.001624864016853343,-0.0004821848124265671,-0.0063129328191280365,0.02873613,0.0005482931,0.030294865,0.02803559,7.809186e-06,0.0,7.809186e-06,7.809186e-06,-0.0048310417,0.0,-0.0048310417,-0.0048310417
82,92.0,0.0,24.0,1.0,24.0,2172.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0023572668,0.0,0.0023572668,0.0023572668,1.382068,7.603469e-05,1.3822219999999998,1.3819181,-0.00263328580185771,0.001300102250720238,-0.0007167942821979523,-0.005090769380331039,0.02545841,0.0006812054,0.026629686,0.02405388,4.31223e-06,0.0,4.31223e-06,4.31223e-06,-0.0036674775,0.0,-0.0036674775,-0.0036674775
83,94.0,0.0,24.0,1.0,24.0,2196.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0022553038,0.0,0.0022553038,0.0022553038,1.3822558999999999,6.258478e-05,1.3823515,1.3821249,-0.002485615760087967,0.0015299351736780882,-0.0003490038216114044,-0.005467982962727547,0.022165565,0.0006776214599999999,0.024246152000000003,0.021292372,4.2594934e-06,0.0,4.2594934e-06,4.2594934e-06,-0.0034390676000000003,0.0,-0.0034390676000000003,-0.0034390676000000003
84,96.0,0.0,24.0,1.0,24.0,2220.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0021448317,0.0,0.0021448317,0.0021448317,1.3823128,3.8472223e-05,1.382401,1.3822565,-0.002419955050572753,0.0011406362447805177,-6.686896085739136e-07,-0.004420960322022438,0.018807216,0.0006055113,0.019941526,0.017443964,3.5786169999999998e-06,0.0,3.5786169999999998e-06,3.5786169999999998e-06,-0.0033465375,0.0,-0.0033465375,-0.0033465375
85,98.0,0.0,24.0,1.0,24.0,2244.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0017192402,0.0,0.0017192402,0.0017192402,1.3824617000000001,6.102391e-05,1.3825582,1.3823258999999999,-0.0018044923432171344,0.001054001110287274,-0.00023163389414548877,-0.003929728642106056,0.015419233000000001,0.0004889773,0.016920613,0.014887663999999998,2.1835553999999997e-06,0.0,2.1835553999999997e-06,2.1835553999999997e-06,-0.0024791395,0.0,-0.0024791395,-0.0024791395
86,100.0,0.0,24.0,1.0,24.0,2268.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0021168434,0.0,0.0021168434,0.0021168434,1.3825921,3.6613072999999996e-05,1.3826553999999998,1.3825181999999998,-0.0021920098923146726,0.00095984488021271,-0.0003267116844654083,-0.0037783794105052952,0.013065668,0.00058190577,0.014153782,0.012121647,2.8631048e-06,0.0,2.8631048e-06,2.8631048e-06,-0.0031004170000000003,0.0,-0.0031004170000000003,-0.0031004170000000003
87,104.0,0.0,70.0,1.0,70.0,2338.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.25380445,0.3578084,0.7598218000000001,0.0004118354,1.3828721000000002,0.00025652297000000005,1.3834104999999999,1.3825258999999999,0.2889622988955428,0.4267102926432195,1.0000193119049072,-0.003733929246664047,0.012745346999999999,0.0047831787,0.021707611,0.007505026,0.13279043,0.18779238,0.39836895,3.7808840000000004e-07,0.4069728,0.5772525,1.2233308999999999,-0.0017907757000000001
88,106.0,0.0,24.0,1.0,24.0,2362.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0029042752,0.0,0.0029042752,0.0029042752,1.3836619,8.705601999999999e-05,1.3838799,1.3835642,-0.003255341574549675,0.0016908350662227524,-0.0004516374319791794,-0.006086410954594612,0.031146124,0.0005222816000000001,0.032699175,0.030167175,6.728085999999999e-06,0.0,6.728085999999999e-06,6.728085999999999e-06,-0.0044889245,0.0,-0.0044889245,-0.0044889245
89,110.0,0.0,70.0,1.0,70.0,2432.0,0.0,2.0,2.0,0.0,,,,,,,,,,,,0.28362766,0.19837365,0.4462044,0.004337393,1.3844315,0.00027630973,1.3847774,1.3839124,0.2984769000982245,0.4440346008218938,0.9952031970024108,-0.009041942656040192,0.046532555999999996,0.005337428000000001,0.05409904,0.038035598,0.14312762,0.10157165,0.22536425,1.3948159000000001e-05,0.41831318,0.30184743,0.670365,-0.006075279300000001
90,112.0,0.0,24.0,1.0,24.0,2456.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.007241777,0.0,0.007241777,0.007241777,1.3848029,2.8836392000000002e-05,1.3848610000000001,1.3847387,-0.007169156335294247,0.003827945790738544,-0.0007186159491539001,-0.012488104403018951,0.07026769,0.00044480800000000004,0.07161252,0.069612324,3.302499e-05,0.0,3.302499e-05,3.302499e-05,-0.009931424,0.0,-0.009931424,-0.009931424
91,114.0,0.0,24.0,1.0,24.0,2480.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.00873939,0.0,0.00873939,0.00873939,1.3849428999999998,3.8718626e-05,1.3850049999999998,1.384831,-0.008774286508560181,0.004650008544037466,-0.001118585467338562,-0.015241399407386782,0.086740755,0.00075470057,0.08869497,0.08528909,4.9305345e-05,0.0,4.9305345e-05,4.9305345e-05,-0.012258669,0.0,-0.012258669,-0.012258669
92,116.0,0.0,24.0,1.0,24.0,2504.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.00944287,0.0,0.00944287,0.00944287,1.3850473,2.4841613000000002e-05,1.3851031999999999,1.3850062,-0.008875110000371934,0.00521260050791331,-0.0008000954985618591,-0.017232075333595276,0.09380047,0.00054109585,0.095072925,0.09253409,5.2969393e-05,0.0,5.2969393e-05,5.2969393e-05,-0.012297345,0.0,-0.012297345,-0.012297345
93,118.0,0.0,24.0,1.0,24.0,2528.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010163931999999999,0.0,0.010163931999999999,0.010163931999999999,1.3851646,3.3426009999999995e-05,1.3852313,1.3851031999999999,-0.00964510887861252,0.0051003650322812046,-0.0005871132016181946,-0.017012767493724826,0.09412968,0.00060117856,0.09538767,0.09333137400000001,5.9520913000000004e-05,0.0,5.9520913000000004e-05,5.9520913000000004e-05,-0.013526814,0.0,-0.013526814,-0.013526814
94,120.0,0.0,24.0,1.0,24.0,2552.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.011446928,0.0,0.011446928,0.011446928,1.3853091999999998,4.3500742e-05,1.3854097,1.3852267,-0.00945202112197876,0.005201288043313989,-0.0011262893676757812,-0.01711456477642059,0.09073428,0.0008796599000000001,0.0938216,0.08955096,5.819705e-05,0.0,5.819705e-05,5.819705e-05,-0.012948163,0.0,-0.012948163,-0.012948163
95,122.0,0.0,24.0,1.0,24.0,2576.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009801097,0.0,0.009801097,0.009801097,1.3854591,2.3255844999999998e-05,1.3854955,1.3854115,-0.008427493646740914,0.004478537929277244,-0.0008303374052047731,-0.01455361396074295,0.08148116,0.00056234276,0.082867414,0.080559604,4.5539975000000006e-05,0.0,4.5539975000000006e-05,4.5539975000000006e-05,-0.011813683,0.0,-0.011813683,-0.011813683
96,124.0,0.0,24.0,1.0,24.0,2600.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.008670353,0.0,0.008670353,0.008670353,1.3855152,2.5933843000000003e-05,1.3855586000000002,1.3854666000000002,-0.008448323048651219,0.0037908381260232773,-0.002377152442932129,-0.013882137835025787,0.074192986,0.0009513912400000001,0.07583516,0.07234869,4.2872307e-05,0.0,4.2872307e-05,4.2872307e-05,-0.011838256,0.0,-0.011838256,-0.011838256
97,126.0,0.0,24.0,1.0,24.0,2624.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0070904056,0.0,0.0070904056,0.0070904056,1.3855366000000002,2.372386e-05,1.3855815,1.3854845,-0.006467188894748688,0.003386435397678714,-0.0002875886857509613,-0.010438170284032822,0.062741116,0.0008596105000000001,0.064674854,0.06133642,2.6646238e-05,0.0,2.6646238e-05,2.6646238e-05,-0.008986902,0.0,-0.008986902,-0.008986902
98,128.0,0.0,24.0,1.0,24.0,2648.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0051345653,0.0,0.0051345653,0.0051345653,1.3855620000000002,2.8122950999999998e-05,1.3856242,1.3855188,-0.004887226223945618,0.002704913028774561,0.0003411993384361267,-0.008992817252874373,0.052071314,0.0007682778,0.05401483,0.050608877000000003,1.5600768e-05,0.0,1.5600768e-05,1.5600768e-05,-0.0067560845,0.0,-0.0067560845,-0.0067560845
99,131.0,0.0,52.0,1.0,52.0,2700.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.26329574,0.25866285,0.5219585999999999,0.004632873,1.385509,9.1118156e-05,1.3856319,1.3853242000000001,0.258600561786443,0.4257604112238262,0.9981582164764404,-0.007478494197130203,0.039413493,0.0021211004,0.042210132000000004,0.03565487,0.124073096,0.12406008,0.24813317,1.3017239999999999e-05,0.35596862,0.36240765,0.7183763000000001,-0.0064390440000000005
100,132.0,0.0,16.0,1.0,16.0,2716.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3852773999999999,2.2456697e-05,1.3853029,1.3852211,,,,,,,,,,,,,,,,
101,134.0,0.0,24.0,1.0,24.0,2740.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0033663723,0.0,0.0033663723,0.0033663723,1.3853483999999998,3.0760442e-05,1.3853985,1.3852777,-0.003407734073698521,0.002229463501878789,0.0001919902861118317,-0.006703026592731476,0.04655455,0.00079733744,0.047799892999999996,0.044891565999999994,8.29158e-06,0.0,8.29158e-06,8.29158e-06,-0.004699641,0.0,-0.004699641,-0.004699641
102,136.0,0.0,24.0,1.0,24.0,2764.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0043209144,0.0,0.0043209144,0.0043209144,1.3852115,3.2239142e-05,1.3852723999999998,1.3851365,-0.0043914902955293645,0.002587968582806585,-6.449967622756958e-05,-0.007986847311258316,0.048368786,0.0006893423,0.049949013,0.047074165,1.2991383e-05,0.0,1.2991383e-05,1.2991383e-05,-0.0060396153000000005,0.0,-0.0060396153000000005,-0.0060396153000000005
103,138.0,0.0,24.0,1.0,24.0,2788.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0051370026,0.0,0.0051370026,0.0051370026,1.3850776000000002,2.5047322e-05,1.385124,1.3850176,-0.005096763372421265,0.002577834607364298,-0.00045731663703918457,-0.008418019860982895,0.047662534000000006,0.0006505386,0.048972424,0.046307452,1.6311114e-05,0.0,1.6311114e-05,1.6311114e-05,-0.007005694,0.0,-0.007005694,-0.007005694
104,140.0,0.0,24.0,1.0,24.0,2812.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0049578009999999995,0.0,0.0049578009999999995,0.0049578009999999995,1.3850258999999998,2.7065016e-05,1.3850732,1.3849767,-0.004867234639823437,0.0026610802856341397,0.00021751970052719122,-0.009254563599824905,0.04839432,0.0009952881,0.05078714,0.046614174,1.538566e-05,0.0,1.538566e-05,1.538566e-05,-0.0066789524,0.0,-0.0066789524,-0.0066789524
105,142.0,0.0,24.0,1.0,24.0,2836.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.004595286,0.0,0.004595286,0.004595286,1.3850158000000001,2.5483792e-05,1.3850623,1.3849462,-0.004982033744454385,0.002532256580819754,-0.0006528235971927643,-0.008327357470989227,0.04567958,0.0005431415,0.046563312,0.044558227,1.5616489999999998e-05,0.0,1.5616489999999998e-05,1.5616489999999998e-05,-0.0069715483,0.0,-0.0069715483,-0.0069715483
106,143.0,0.0,20.0,1.0,20.0,2856.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3849915000000002,2.2320854e-05,1.3850386000000001,1.3849417,,,,,,,,,,,,,,,,
107,146.0,0.0,52.0,1.0,52.0,2908.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.23957023,0.23579401,0.47536424,0.0037762208,1.3849666999999999,4.3013059999999994e-05,1.3850547,1.3848655,0.258460543025285,0.4250457619898934,0.9979743361473083,-0.007155273109674455,0.039366085,0.0010191066,0.041221537,0.037543043,0.12373287,0.12372231,0.24745518,1.0568217500000001e-05,0.36163628,0.36721158,0.72884786,-0.005575285
108,148.0,0.0,24.0,1.0,24.0,2932.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0045531364,0.0,0.0045531364,0.0045531364,1.3849818,2.748052e-05,1.3850548,1.3849337,-0.004706656932830811,0.002420182720759553,-0.0005112998187541962,-0.007999937981367111,0.04565019,0.0006499687400000001,0.047067355,0.04407827,1.4004953e-05,0.0,1.4004953e-05,1.4004953e-05,-0.0065170126,0.0,-0.0065170126,-0.0065170126
109,150.0,0.0,24.0,1.0,24.0,2956.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0043756203,0.0,0.0043756203,0.0043756203,1.3851377,2.0342044e-05,1.3851768999999998,1.3851,-0.004678207822144032,0.0027169205685692315,0.0003012344241142273,-0.008731592446565628,0.051486682,0.0008549238,0.05268554,0.049638953,1.4633642e-05,0.0,1.4633642e-05,1.4633642e-05,-0.0064949975,0.0,-0.0064949975,-0.0064949975
110,151.0,0.0,5.0,1.0,5.0,2961.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.3851446000000003,3.1104259999999998e-06,1.3851508,1.3851428,,,,,,,,,,,,,,,,
111,155.0,0.0,73.0,1.0,73.0,3034.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.042871356,0.052221946,0.116724186,0.0058136354,1.3852216,3.2064032000000004e-05,1.3852825,1.3851467,0.02744614960004886,0.1780124112608972,0.991327702999115,-0.009447041898965836,0.054648377000000005,0.00095892115,0.056372542000000005,0.05218228,0.016220853,0.02291113,0.048622082999999996,1.9335776e-05,0.036698047000000004,0.06315409400000001,0.12601066,-0.008276911
112,158.0,0.0,52.0,1.0,52.0,3086.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.25730044,0.25084114,0.5081416,0.0064592855,1.3851928999999998,2.8033497000000004e-05,1.3852601,1.3851072,0.25583923906087874,0.4236408661950323,0.9935820698738098,-0.009913776069879532,0.05501751,0.000718055,0.056856558,0.05347505,0.12246265,0.12244174,0.2449044,2.0912317e-05,0.35884395,0.3667178,0.72556174,-0.007873824
113,162.0,0.0,72.0,1.0,72.0,3158.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.026183957,0.027267667000000002,0.06474017,0.0063124797,1.3852861,2.6275517e-05,1.3853502,1.3852044,0.009227146084109942,0.12731267296136387,0.9867360591888428,-0.013517115265130995,0.073329285,0.004068223,0.08022585,0.066707715,0.008146831,0.011475207,0.024375222999999998,2.7961561e-05,0.012160391000000001,0.031290535,0.056401096,-0.010806305
114,164.0,0.0,24.0,1.0,24.0,3182.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.009498191,0.0,0.009498191,0.009498191,1.3853111,2.7915587999999998e-05,1.385377,1.3852372,-0.00885830782353878,0.0045496930823205,-0.0009791925549507141,-0.015281006693840029,0.08331803,0.0006700247999999999,0.08478582,0.08204694,4.9584658e-05,0.0,4.9584658e-05,4.9584658e-05,-0.012278395,0.0,-0.012278395,-0.012278395
115,166.0,0.0,38.0,1.0,38.0,3220.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,0.8468939,0.0,0.8468939,0.8468939,1.3853647,5.0831786000000005e-05,1.3854506000000002,1.385281,0.8161571890115737,0.277486626089429,0.9942230582237244,-0.004640132188796997,0.086231716,0.0006583397,0.08705427,0.083974585,0.37155572,0.0,0.37155572,0.37155572,1.1468569,0.0,1.1468569,1.1468569
116,168.0,0.0,24.0,1.0,24.0,3244.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010890879,0.0,0.010890879,0.010890879,1.3854494,1.9633286e-05,1.3854876,1.3854084,-0.010342188552021979,0.005589841451560589,-0.00022568553686141968,-0.01843646913766861,0.101391874,0.0006107915,0.10289247,0.10022915,6.910359e-05,0.0,6.910359e-05,6.910359e-05,-0.01438375,0.0,-0.01438375,-0.01438375
117,170.0,0.0,24.0,1.0,24.0,3268.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.012541511000000002,0.0,0.012541511000000002,0.012541511000000002,1.3854928999999998,2.3693427000000003e-05,1.3855369,1.3854443,-0.01112675778567791,0.005905845792578723,-0.001010112464427948,-0.01964044570922852,0.11230789,0.0005994576000000001,0.11403489,0.11132724,7.934187e-05,0.0,7.934187e-05,7.934187e-05,-0.015311102,0.0,-0.015311102,-0.015311102
118,172.0,0.0,24.0,1.0,24.0,3292.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.014473963999999999,0.0,0.014473963999999999,0.014473963999999999,1.3855468,2.046402e-05,1.3855954,1.3855034,-0.0122798390686512,0.006221124706319843,-0.0014629960060119627,-0.02114831656217575,0.11976643,0.0005648921,0.12094563,0.11830983,9.474841999999998e-05,0.0,9.474841999999998e-05,9.474841999999998e-05,-0.017078597,0.0,-0.017078597,-0.017078597
119,174.0,0.0,24.0,1.0,24.0,3316.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.012932533000000001,0.0,0.012932533000000001,0.012932533000000001,1.385644,3.243738e-05,1.3857032,1.3855728999999999,-0.011695865169167518,0.005816922508257765,-0.0016179457306861875,-0.019725240767002102,0.118664265,0.0007880611,0.12008419,0.116789825,8.531493e-05,0.0,8.531493e-05,8.531493e-05,-0.016264431,0.0,-0.016264431,-0.016264431
120,176.0,0.0,24.0,1.0,24.0,3340.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.01262739,0.0,0.01262739,0.01262739,1.3856688999999998,1.7143167000000002e-05,1.3856986,1.3856282,-0.011562044918537141,0.006014640970456219,-0.0011656507849693296,-0.020142607390880585,0.114404224,0.0006608399000000001,0.11570764,0.11271734,8.492838e-05,0.0,8.492838e-05,8.492838e-05,-0.016156157,0.0,-0.016156157,-0.016156157
121,178.0,0.0,24.0,1.0,24.0,3364.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.011512051,0.0,0.011512051,0.011512051,1.3856844,1.4512415000000001e-05,1.3857055,1.3856447,-0.010803144052624702,0.005516329644582448,-0.0011442974209785461,-0.018508262932300568,0.106070384,0.0005644145999999999,0.10716399,0.104710855,7.356892e-05,0.0,7.356892e-05,7.356892e-05,-0.01498118,0.0,-0.01498118,-0.01498118
122,180.0,0.0,24.0,1.0,24.0,3388.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010711806,0.0,0.010711806,0.010711806,1.3857068000000001,1.5022380499999999e-05,1.3857329,1.385678,-0.009437797218561172,0.005135905310326118,-0.0008553490042686462,-0.01666296273469925,0.09711046,0.0006186514,0.09838339,0.09601404,5.772477e-05,0.0,5.772477e-05,5.772477e-05,-0.013051729,0.0,-0.013051729,-0.013051729
123,182.0,0.0,24.0,1.0,24.0,3412.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.010097634,0.0,0.010097634,0.010097634,1.3856784,2.110727e-05,1.3857062,1.3856211,-0.009048067033290865,0.00468605526736925,-0.0003878399729728699,-0.015269964933395387,0.086863555,0.0008073853999999999,0.08865568,0.08566309,5.1913320000000005e-05,0.0,5.1913320000000005e-05,5.1913320000000005e-05,-0.01246877,0.0,-0.01246877,-0.01246877
124,184.0,0.0,24.0,1.0,24.0,3436.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.008386356,0.0,0.008386356,0.008386356,1.3856964,1.5761794e-05,1.3857204,1.3856508,-0.008040443249046802,0.003954659878839611,-0.0005561858415603638,-0.013579294085502623,0.07587306,0.0006343539599999999,0.07701611,0.07471757400000001,4.0144034e-05,0.0,4.0144034e-05,4.0144034e-05,-0.011134518000000001,0.0,-0.011134518000000001,-0.011134518000000001
125,186.0,0.0,24.0,1.0,24.0,3460.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0071832523999999995,0.0,0.0071832523999999995,0.0071832523999999995,1.385644,2.0322417e-05,1.385674,1.3855879,-0.007333588227629663,0.003539165670902189,-0.0011837556958198547,-0.011847946792840958,0.06653875,0.0006969473,0.06759597,0.06550374,3.3153607e-05,0.0,3.3153607e-05,3.3153607e-05,-0.010188841,0.0,-0.010188841,-0.010188841
126,188.0,0.0,24.0,1.0,24.0,3484.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.005945621999999999,0.0,0.005945621999999999,0.005945621999999999,1.3856754,1.2277786000000001e-05,1.3856877,1.3856366000000002,-0.006036473438143729,0.003105325781685794,-0.0006705634295940398,-0.010450549423694609,0.056996007,0.00054680964,0.05834980000000001,0.056045199999999996,2.3041030999999997e-05,0.0,2.3041030999999997e-05,2.3041030999999997e-05,-0.008329479,0.0,-0.008329479,-0.008329479
127,190.0,0.0,24.0,1.0,24.0,3508.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0051732133,0.0,0.0051732133,0.0051732133,1.3856553999999999,1.1242575e-05,1.3856680000000001,1.3856271999999998,-0.005460643582046032,0.0028293214807968013,-0.00048118457198143005,-0.009544018656015396,0.050039314,0.00066023984,0.051292397,0.0488848,1.8911842e-05,0.0,1.8911842e-05,1.8911842e-05,-0.007541386999999999,0.0,-0.007541386999999999,-0.007541386999999999
128,192.0,0.0,24.0,1.0,24.0,3532.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.003702567,0.0,0.003702567,0.003702567,1.3856182,2.4512696000000002e-05,1.3856562,1.3855572,-0.004444063827395439,0.0024984474752841692,-0.00015301629900932312,-0.008053839206695557,0.042052202000000004,0.0007425807000000001,0.04353422,0.041019417,1.2995971e-05,0.0,1.2995971e-05,1.2995971e-05,-0.006205958,0.0,-0.006205958,-0.006205958
129,194.0,0.0,24.0,1.0,24.0,3556.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.003960691,0.0,0.003960691,0.003960691,1.3856338,1.6162405e-05,1.3856558,1.3855947,-0.004141319636255502,0.002248308769955303,-0.0003548525273799896,-0.008028883486986159,0.03654466,0.0006874348599999999,0.038332153,0.03568718,1.1102709e-05,0.0,1.1102709e-05,1.1102709e-05,-0.005671142,0.0,-0.005671142,-0.005671142
130,196.0,0.0,24.0,1.0,24.0,3580.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.00325326,0.0,0.00325326,0.00325326,1.3856822,1.6948887e-05,1.3857111999999998,1.3856556,-0.003986169211566448,0.0018132779328768624,-0.0008583422750234604,-0.0070075374096632,0.029895212999999997,0.0007535336,0.03136569,0.028432496,9.588760999999999e-06,0.0,9.588760999999999e-06,9.588760999999999e-06,-0.0055380054000000005,0.0,-0.0055380054000000005,-0.0055380054000000005
131,198.0,0.0,24.0,1.0,24.0,3604.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0016903188,0.0,0.0016903188,0.0016903188,1.3857169,1.3853240499999999e-05,1.3857423,1.3856874,-0.002033314015716314,0.0016745376502831995,0.0004180986434221268,-0.0044708251953125,0.025885988,0.000556854,0.026777600000000002,0.02478162,3.4692214000000003e-06,0.0,3.4692214000000003e-06,3.4692214000000003e-06,-0.0028256796999999996,0.0,-0.0028256796999999996,-0.0028256796999999996
132,200.0,0.0,24.0,1.0,24.0,3628.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0020798617,0.0,0.0020798617,0.0020798617,1.3857565,1.1396313e-05,1.3857713,1.3857257,-0.0024871573317795997,0.0013329844250852686,-0.000219494104385376,-0.004951896145939827,0.019633278,0.00062326906,0.020986772999999997,0.018779288999999998,3.981399e-06,0.0,3.981399e-06,3.981399e-06,-0.0034260158,0.0,-0.0034260158,-0.0034260158
133,202.0,0.0,24.0,1.0,24.0,3652.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0012906848,0.0,0.0012906848,0.0012906848,1.3857837,1.3710816999999999e-05,1.3858106000000001,1.385761,-0.0015240978449583054,0.001132066704343483,3.499258309602737e-05,-0.0037832679226994506,0.015071872,0.00070712273,0.016453005,0.013863166000000001,1.8022245e-06,0.0,1.8022245e-06,1.8022245e-06,-0.0021395455,0.0,-0.0021395455,-0.0021395455
134,204.0,0.0,24.0,1.0,24.0,3676.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0013735275,0.0,0.0013735275,0.0013735275,1.3857861999999999,1.6478214e-05,1.385816,1.3857573,-0.00169418016448617,0.001066354264056284,8.68597999215126e-05,-0.003920870833098888,0.01239541,0.0006736906,0.013928551,0.011437846000000002,2.003679e-06,0.0,2.003679e-06,2.003679e-06,-0.0023650026,0.0,-0.0023650026,-0.0023650026
135,206.0,0.0,24.0,1.0,24.0,3700.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0011463958,0.0,0.0011463958,0.0011463958,1.3858238,1.0032839e-05,1.3858409,1.3857956,-0.0014284517150372268,0.0009686145483179644,-9.219394996762276e-05,-0.0033962205052375798,0.008393267,0.000739045,0.009909646,0.007370291,1.4893442e-06,0.0,1.4893442e-06,1.4893442e-06,-0.0019775971,0.0,-0.0019775971,-0.0019775971
