Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
61,1600.0,0.0,15006.0,61.0,50.0,3050.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-2.137182793823353,2.171001910271,0.0,-8.023282863445555,,,,,,,,,,,,,,,,,,,,,-0.41685402,0.48435605,-0.10992513599999999,-1.9968302,,,,,-0.037611723463298906,0.5437551449776338,1.1913231706471623,-1.3901933043878625
62,1640.0,0.0,15252.0,62.0,50.0,3100.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-0.9783200101963274,0.9980362980281976,0.0,-5.124163254901706,,,,,,,,,,,,,,,,,,,,,-0.3476639,0.4852401,-0.12637423,-2.3751082,,,,,-0.04037409253468203,0.569841754362836,1.177826787818749,-1.1780814702221754
63,1680.0,0.0,15498.0,63.0,50.0,3150.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-2.6506029366133204,2.3119857787374847,0.0,-7.499384758557834,,,,,,,,,,,,,,,,,,,,,-0.39550057,0.45180494,-0.11999114,-1.8907939999999999,,,,,-0.02647757483682676,0.5045350010461285,1.0714672146241877,-1.1304249054592708
64,1720.0,0.0,15744.0,64.0,50.0,3200.0,0.1,-8.0,-8.0,1.0,,,,,,,,,,,,,,,,-1.9611042646460977,1.6480950597083566,0.0,-6.162138505463163,,,,,,,,,,,,,,,,,,,,,-0.2585406,0.3681273,-0.08063607,-1.9040129000000001,,,,,-0.19248261403980851,0.5803441964207128,1.413830552750982,-1.2912156509723205
65,1760.0,0.0,15990.0,65.0,50.0,3250.0,0.1,-4.0,-4.0,0.0,,,,,,,,,,,,,,,,-0.7531327510967083,1.0914766590511955,0.0,-3.313129845819685,,,,,,,,,,,,,,,,,,,,,-0.21148182,0.20676345,-0.112375915,-1.2011496000000002,,,,,-0.05451666361592509,0.5030423084544383,1.31353722366056,-1.1562095628403706
66,1800.0,0.0,16236.0,66.0,50.0,3300.0,0.1,-12.0,-12.0,1.0,,,,,,,,,,,,,,,,-3.358841391424473,1.891636931834884,-1.0,-8.817508784260736,,,,,,,,,,,,,,,,,,,,,-0.41943467,0.4765264,-0.13439283,-2.1636834,,,,,-0.007447229507616275,0.6311521909172315,1.4502299184061809,-1.2388533643679327
67,1840.0,0.0,16482.0,67.0,50.0,3350.0,0.1,-7.0,-7.0,1.0,,,,,,,,,,,,,,,,-1.1967989056267252,1.3312379517806705,0.0,-5.921633769768647,,,,,,,,,,,,,,,,,,,,,-0.3258713,0.4016458,-0.118288025,-1.6264341,,,,,0.00021341628978210125,0.5758385317685472,1.13653562589236,-1.2102658727406579
68,1880.0,0.0,16728.0,68.0,50.0,3400.0,0.1,-5.0,-5.0,1.0,,,,,,,,,,,,,,,,-0.7541237497855472,0.923549014370848,0.0,-4.332526785933114,,,,,,,,,,,,,,,,,,,,,-0.37710476,0.46140775,-0.14002241,-2.5075202,,,,,-0.09928616846385538,0.6448959246583995,1.3100914935122203,-1.2309614272395244
69,1920.0,0.0,16974.0,69.0,50.0,3450.0,0.1,-3.0,-3.0,1.0,,,,,,,,,,,,,,,,-0.4561352702211031,0.5342085111605306,0.0,-2.5957803365090784,,,,,,,,,,,,,,,,,,,,,-0.24986549,0.38153437,-0.08245349,-2.203528,,,,,-0.2528217417762583,0.5406141277936419,1.1981605266326307,-1.276809821975212
70,1960.0,0.0,17220.0,70.0,50.0,3500.0,0.1,-7.0,-7.0,0.0,,,,,,,,,,,,,,,,-0.8703583592144716,1.4409574942960703,0.0,-6.254736368148498,,,,,,,,,,,,,,,,,,,,,-0.3811845,0.5305565999999999,-0.11654993,-2.5037804,,,,,-0.0255914409130888,0.5452490835005621,1.1918135395206817,-1.1722627015725615
71,2000.0,0.0,17466.0,71.0,50.0,3550.0,0.1,-8.0,-8.0,1.0,,,,,,,,,,,,,,,,-1.9509270512142889,1.6231788895430173,0.0,-6.172523417128276,,,,,,,,,,,,,,,,,,,,,-0.3700055,0.58876735,-0.09212719,-2.7263775000000003,,,,,-0.10412364402759153,0.5399973819293236,1.1171742876561133,-1.371117065379731
72,2040.0,0.0,17712.0,72.0,50.0,3600.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-0.6559416468160073,1.1530824134882145,0.0,-5.453120768555094,,,,,,,,,,,,,,,,,,,,,-0.34430337,0.5388438,-0.12637866,-2.4750881000000002,,,,,-0.08286130019619638,0.6054304285970065,1.4414695666729345,-1.2730684438046154
73,2080.0,0.0,17958.0,73.0,50.0,3650.0,0.1,-3.0,-3.0,1.0,,,,,,,,,,,,,,,,-0.6228136041280677,0.41556987344960217,0.0,-2.425700403950951,,,,,,,,,,,,,,,,,,,,,-0.16668801,0.25313255,-0.024266364,-1.1536779,,,,,-0.08271480441411368,0.4964502412572802,1.154190646196521,-1.4727461309560534
74,2120.0,0.0,18204.0,74.0,50.0,3700.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-1.7387032180574664,1.8249514180125863,0.0,-4.4427755915994815,,,,,,,,,,,,,,,,,,,,,-0.26370883,0.26702762,-0.115433544,-1.223211,,,,,-0.06609882651465286,0.5306065278275164,1.2763376204740975,-1.3995216836949802
75,2160.0,0.0,18450.0,75.0,50.0,3750.0,0.1,-9.0,-9.0,0.0,,,,,,,,,,,,,,,,-2.1664348049814834,1.5662890857882446,0.0,-6.973025709202566,,,,,,,,,,,,,,,,,,,,,-0.5094111,0.58144283,-0.20853269,-2.7865808,,,,,-0.1200339189727071,0.5761550614536178,1.4445311711716946,-1.289421085740654
76,2200.0,0.0,18696.0,76.0,50.0,3800.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-0.40627666233599996,1.2331910681835747,0.0,-5.7078809568,,,,,,,,,,,,,,,,,,,,,-0.54044724,0.78198946,-0.18193208,-3.2926054,,,,,0.022142160807429232,0.7077197271936708,1.3805396230779503,-1.3955842649926506
77,2240.0,0.0,18942.0,77.0,50.0,3850.0,0.1,-3.0,-3.0,1.0,,,,,,,,,,,,,,,,-0.2088369774182144,0.5463336480955434,0.0,-2.84812553324672,,,,,,,,,,,,,,,,,,,,,-0.15069476,0.27793285,0.004235875,-1.6206245000000001,,,,,-0.011976243994663145,0.6038585957137307,1.4043144413863469,-1.1479419446014258
78,2280.0,0.0,19188.0,78.0,50.0,3900.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-1.6267277558384978,1.92034480062958,0.0,-8.544155351185204,,,,,,,,,,,,,,,,,,,,,-0.39855948,0.7274666999999999,-0.039477687000000004,-2.7141395,,,,,-0.01612550546772024,0.6186460873197116,1.2016463410022729,-1.2809218117123389
79,2320.0,0.0,19434.0,79.0,50.0,3950.0,0.1,-9.0,-9.0,1.0,,,,,,,,,,,,,,,,-2.4361503682282013,1.6363636303365052,0.0,-6.697805746705916,,,,,,,,,,,,,,,,,,,,,-0.42588985,0.50234854,-0.14466101,-2.1637337000000003,,,,,0.14497430157705365,0.6696094216081492,1.3523220469629005,-1.3681601698860242
80,2360.0,0.0,19680.0,80.0,50.0,4000.0,0.1,-11.0,-11.0,0.0,,,,,,,,,,,,,,,,-1.420787200980719,2.531089175575384,0.0,-9.774706937774775,,,,,,,,,,,,,,,,,,,,,-0.46050072,0.71882147,-0.06869174,-2.4013011000000004,,,,,0.04948909121150704,0.5795994232367082,1.3462864789584603,-1.3124840599124483
81,2400.0,0.0,19926.0,81.0,50.0,4050.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-2.2500048748020696,1.7668054604948282,0.0,-7.908158291018294,,,,,,,,,,,,,,,,,,,,,-0.40445077,0.5512774,-0.093523994,-2.3006425,,,,,0.026692329329852042,0.6351937005654521,1.249989986122376,-1.336692514386468
82,2440.0,0.0,20172.0,82.0,50.0,4100.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-2.2791817148713247,0.9947554984668938,-0.8170728068875467,-3.942855676389685,,,,,,,,,,,,,,,,,,,,,-0.26705253,0.32166353,-0.08524103,-1.4389121999999999,,,,,0.002702370695612113,0.5717271045344335,1.2122203873231836,-1.2689194050483354
83,2480.0,0.0,20418.0,83.0,50.0,4150.0,0.1,-4.0,-4.0,1.0,,,,,,,,,,,,,,,,-0.19603984,0.7309107698085001,0.0,-3.881592,,,,,,,,,,,,,,,,,,,,,-0.2156855,0.35020809999999997,-0.034682788,-1.6971602,,,,,-0.0034813402917106997,0.5574288639532256,1.1332627193231066,-1.2566474638706504
84,2520.0,0.0,20664.0,84.0,50.0,4200.0,0.1,-3.0,-3.0,1.0,,,,,,,,,,,,,,,,-0.9355299441986024,0.6688354423915028,0.0,-2.1066020977565274,,,,,,,,,,,,,,,,,,,,,-0.16177611,0.24593787,-0.08097288,-1.4657156,,,,,-0.09042854273338677,0.5840815966841779,1.3552068219873272,-1.3756356532424523
85,2560.0,0.0,20910.0,85.0,50.0,4250.0,0.1,-13.0,-13.0,0.0,,,,,,,,,,,,,,,,-3.605438052119837,1.8759141570682647,-0.8858423808639998,-9.586287701918527,,,,,,,,,,,,,,,,,,,,,-0.39462745,0.57333285,-0.04743541,-2.3667762000000003,,,,,0.021904624408690218,0.5268497620662669,1.2659123740193992,-1.3320839899735692
86,2600.0,0.0,21156.0,86.0,50.0,4300.0,0.1,-3.0,-3.0,1.0,,,,,,,,,,,,,,,,-0.118408,0.5072539686744697,0.0,-2.9404,,,,,,,,,,,,,,,,,,,,,-0.24023841,0.5130022,-0.07599376,-2.9737424999999997,,,,,-0.2843330349015389,0.5982561430248452,1.0181970254043622,-1.5007670132161446
87,2640.0,0.0,21402.0,87.0,50.0,4350.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-0.7032197301473999,1.234147715602547,0.0,-5.404877826380202,,,,,,,,,,,,,,,,,,,,,-0.27839002,0.5093738,-0.068979666,-2.3263547000000004,,,,,-0.006214943825707775,0.5663195375327047,1.0975679298119991,-1.4974137291421499
88,2680.0,0.0,21648.0,88.0,50.0,4400.0,0.1,-28.0,-28.0,1.0,,,,,,,,,,,,,,,,-8.511710074928107,5.9388125188453476,0.0,-19.886010127624367,,,,,,,,,,,,,,,,,,,,,-0.5554501000000001,0.5772018,0.0060119106999999995,-2.4382057,,,,,-0.18021427909940535,0.6345781885560422,1.2500896903288556,-1.3356096600476737
89,2720.0,0.0,21894.0,89.0,50.0,4450.0,0.1,-9.0,-9.0,1.0,,,,,,,,,,,,,,,,-2.607425482110748,1.3590555074032862,0.0,-6.523035222335969,,,,,,,,,,,,,,,,,,,,,-0.41367254,0.5434405999999999,-0.12812124,-2.7558439999999997,,,,,0.021687268281841282,0.6858464497160278,1.4231604587859326,-1.3068316578256698
90,2760.0,0.0,22140.0,90.0,50.0,4500.0,0.1,-19.0,-19.0,0.0,,,,,,,,,,,,,,,,-6.174883579048622,3.4934677638128195,0.0,-13.08685349076671,,,,,,,,,,,,,,,,,,,,,-0.6244503,0.7590791,-0.106906295,-2.9643787999999995,,,,,-0.01655976442384471,0.5967570978942459,1.315322051134587,-1.2042868797535513
91,2800.0,0.0,22386.0,91.0,50.0,4550.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-1.6879936281006496,1.9705218799746107,0.0,-8.481639154999336,,,,,,,,,,,,,,,,,,,,,-0.5291258000000001,0.85216254,-0.11473195,-3.4532866,,,,,-0.04791944479909625,0.5532129975961786,1.3269600577109533,-1.3531007126224357
92,2840.0,0.0,22632.0,92.0,50.0,4600.0,0.1,-11.0,-11.0,1.0,,,,,,,,,,,,,,,,-3.3210357729003386,2.3680629668646853,0.0,-7.835677782754754,,,,,,,,,,,,,,,,,,,,,-0.24132216,0.4250535,0.014160201,-1.8455726000000003,,,,,-0.00039807141737489886,0.598429326783583,1.1026122919695662,-1.2218443143645636
93,2880.0,0.0,22878.0,93.0,50.0,4650.0,0.1,-8.0,-8.0,1.0,,,,,,,,,,,,,,,,-2.76578785315057,1.2571174465856538,0.0,-5.341032802907578,,,,,,,,,,,,,,,,,,,,,-0.2971302,0.4016784,-0.058532573,-1.6863587,,,,,0.11993652328074635,0.5407162557892227,1.1876502303660723,-1.1844098249435395
94,2920.0,0.0,23124.0,94.0,50.0,4700.0,0.1,-7.0,-7.0,1.0,,,,,,,,,,,,,,,,-1.7981007990402516,1.625814088140814,0.0,-5.308060409142598,,,,,,,,,,,,,,,,,,,,,-0.24396841,0.353197,-0.059467322999999996,-1.6859821,,,,,0.1027116671196716,0.5092532549348908,1.3710152825786364,-1.1806979267971751
95,2960.0,0.0,23370.0,95.0,50.0,4750.0,0.1,-3.0,-3.0,0.0,,,,,,,,,,,,,,,,-0.7112213321713127,0.8262469095000946,0.0,-2.3354884365598845,,,,,,,,,,,,,,,,,,,,,-0.15403566,0.25226328,-0.037326448,-1.0277071,,,,,0.05416863500246012,0.5843480481315849,1.2568319323399717,-1.2626573395728289
96,3000.0,0.0,23616.0,96.0,50.0,4800.0,0.1,-9.0,-9.0,1.0,,,,,,,,,,,,,,,,-1.7849140894579465,1.7572385691499806,0.0,-7.3623325617776025,,,,,,,,,,,,,,,,,,,,,-0.30211723,0.48245898,-0.029661046,-2.3483384,,,,,0.007791097321997194,0.5143645900878954,1.2411012401684511,-1.162441760852884
97,3040.0,0.0,23862.0,97.0,50.0,4850.0,0.1,-15.0,-15.0,1.0,,,,,,,,,,,,,,,,-3.1323561498492984,2.897862887659439,0.0,-12.10984066341908,,,,,,,,,,,,,,,,,,,,,-0.84620005,1.1773714,-0.14051354,-3.670871,,,,,0.08138223509998464,0.5657019266867026,1.2031642536936882,-1.26186502071935
98,3080.0,0.0,24108.0,98.0,50.0,4900.0,0.1,-4.0,-4.0,1.0,,,,,,,,,,,,,,,,-1.0778460146695903,0.8067044098019461,0.0,-2.9817897809493963,,,,,,,,,,,,,,,,,,,,,-0.22300664,0.3116578,-0.06458498,-1.2639493,,,,,0.05379006948357953,0.5386534137736106,1.4515241169167798,-1.290200323896427
99,3120.0,0.0,24354.0,99.0,50.0,4950.0,0.1,-4.0,-4.0,1.0,,,,,,,,,,,,,,,,-0.5388404735203473,0.6770272977325376,0.0,-3.5317954351833185,,,,,,,,,,,,,,,,,,,,,-0.20908082,0.38760847,-0.062129907000000005,-1.957911,,,,,-0.059732649277634164,0.5493819456536396,1.0838311931662752,-1.3483946681853158
100,3160.0,0.0,24600.0,100.0,50.0,5000.0,0.1,-10.0,-10.0,0.0,,,,,,,,,,,,,,,,-2.418654472345552,1.6602212301357304,0.0,-7.736066864953518,,,,,,,,,,,,,,,,,,,,,-0.37095317,0.61250466,-0.10728611,-3.396642,,,,,-0.031334348302115594,0.6505607247303125,1.4308110537839671,-1.4589675232643136
101,3200.0,0.0,24846.0,101.0,50.0,5050.0,0.1,-5.0,-5.0,1.0,,,,,,,,,,,,,,,,-1.6040382910075337,1.4343294974947631,0.0,-4.1562534946287215,,,,,,,,,,,,,,,,,,,,,-0.17572373,0.25969246,-0.036528587,-1.0407648,,,,,-0.016182436133703668,0.5036248666367539,1.0061164017777249,-1.2066228105082208
102,3240.0,0.0,25092.0,102.0,50.0,5100.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-3.7150874483018215,2.5301024504773286,0.0,-7.478852059288356,,,,,,,,,,,,,,,,,,,,,-0.30285102,0.39094445,-0.05183628,-1.4902285,,,,,-0.008808951074942884,0.4894805054053221,1.2530421452705034,-1.1047457903742983
103,3280.0,0.0,25338.0,103.0,50.0,5150.0,0.1,-9.0,-9.0,1.0,,,,,,,,,,,,,,,,-2.3779987660248048,1.6649951259908724,0.0,-6.757144116301219,,,,,,,,,,,,,,,,,,,,,-0.23396271,0.44595870000000004,-0.02827496,-2.0094194,,,,,-0.03307828240463244,0.5724416871732432,1.3215672185816998,-1.2815659088390443
104,3320.0,0.0,25584.0,104.0,50.0,5200.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-1.6899763844534281,1.9828774406966083,0.0,-8.479615934231196,,,,,,,,,,,,,,,,,,,,,-0.57243776,0.82693046,-0.1676233,-3.1488457000000003,,,,,-0.03607387922951436,0.5460311211066551,1.2635236924505504,-1.1760629663218158
105,3360.0,0.0,25830.0,105.0,50.0,5250.0,0.1,-22.0,-22.0,0.0,,,,,,,,,,,,,,,,-7.8180498552808295,3.214938423195873,-0.98,-14.471377698693026,,,,,,,,,,,,,,,,,,,,,-0.45230788,0.63224655,-0.047561232,-2.579177,,,,,0.051891957358311286,0.5518434376079993,1.4313489152100765,-1.2620911930981946
106,3400.0,0.0,26076.0,106.0,50.0,5300.0,0.1,-15.0,-15.0,1.0,,,,,,,,,,,,,,,,-2.7846407245497087,3.688577518732232,0.0,-12.464652321888053,,,,,,,,,,,,,,,,,,,,,-0.44499996,0.588711,-0.040439785,-2.1453307,,,,,-0.06599658781546601,0.6086520718555558,1.1410772142297276,-1.1932213348023957
107,3440.0,0.0,26322.0,107.0,50.0,5350.0,0.1,-4.0,-4.0,1.0,,,,,,,,,,,,,,,,-0.9810270259431028,0.8267362950487395,0.0,-3.080584667404996,,,,,,,,,,,,,,,,,,,,,-0.1229281,0.27707148,-0.0073356926,-1.1669148999999999,,,,,-0.005798851686008038,0.4818961594982196,1.0944287209366492,-1.2180234400608685
108,3480.0,0.0,26568.0,108.0,50.0,5400.0,0.1,-7.0,-7.0,1.0,,,,,,,,,,,,,,,,-1.9530357404544558,1.1457222972408507,0.0,-5.149963530148513,,,,,,,,,,,,,,,,,,,,,-0.17048883,0.3681296,0.030591369,-1.8802202000000001,,,,,0.0916263909616718,0.4699499042018926,1.1301037090336945,-1.0803516261568007
109,3520.0,0.0,26814.0,109.0,50.0,5450.0,0.1,-15.0,-15.0,1.0,,,,,,,,,,,,,,,,-4.887620064192009,3.0070819786516925,0.0,-10.318755036538764,,,,,,,,,,,,,,,,,,,,,-0.38417107,0.4902079000000001,-0.08699535,-2.4637067000000004,,,,,-0.1625293990073871,0.6337941305853928,1.1359184445126076,-1.2570053660396336
110,3560.0,0.0,27060.0,110.0,50.0,5500.0,0.1,-12.0,-12.0,0.0,,,,,,,,,,,,,,,,-2.9613475936649643,2.2603735130232563,0.0,-9.223114700341869,,,,,,,,,,,,,,,,,,,,,-0.55028445,0.8117683000000001,-0.110147715,-3.829714,,,,,-0.11723669285675994,0.6805852294489549,1.293889751135206,-1.3026500004654809
111,3600.0,0.0,27306.0,111.0,50.0,5550.0,0.1,-7.0,-7.0,1.0,,,,,,,,,,,,,,,,-0.9230635341302832,1.278923334023538,0.0,-6.200955577418077,,,,,,,,,,,,,,,,,,,,,-0.35081947,0.83385015,-0.0034015812,-3.2122848,,,,,-0.13002818890329004,0.5068098985007776,1.38979350611106,-1.2820341351680793
112,3640.0,0.0,27552.0,112.0,50.0,5600.0,0.1,-9.0,-9.0,1.0,,,,,,,,,,,,,,,,-2.79714825842978,1.7168566944745558,0.0,-6.32944055262267,,,,,,,,,,,,,,,,,,,,,-0.30250615,0.46134794,-0.024203707,-2.1334317000000005,,,,,-0.03646133050300497,0.5181044566923566,1.0739557983764043,-1.293420660317781
113,3680.0,0.0,27798.0,113.0,50.0,5650.0,0.1,-10.0,-10.0,1.0,,,,,,,,,,,,,,,,-2.8015646686359235,1.4322218486022964,-0.8337477621301497,-7.345342174861298,,,,,,,,,,,,,,,,,,,,,-0.35064575,0.54693216,0.00601732,-2.2036127999999997,,,,,0.06174482775021509,0.5143384167890626,1.2332475708109536,-1.4114802428929945
114,3720.0,0.0,28044.0,114.0,50.0,5700.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-2.547750422560684,0.9512010470348802,0.0,-3.8971375179320127,,,,,,,,,,,,,,,,,,,,,-0.18310623,0.33733708,-0.003072627,-1.271884,,,,,-0.021953644234980814,0.5037978137724397,1.0184021693498349,-1.3547993217551138
115,3760.0,0.0,28290.0,115.0,50.0,5750.0,0.1,-6.0,-6.0,0.0,,,,,,,,,,,,,,,,-1.5409614933289597,1.2288153421601742,0.0,-4.550039292521467,,,,,,,,,,,,,,,,,,,,,-0.18294096,0.26494426,-0.046044778,-1.1624598999999998,,,,,0.10410729292112914,0.590404121550979,1.4099760852949317,-1.1942839647380037
116,3800.0,0.0,28536.0,116.0,50.0,5800.0,0.1,-3.0,-3.0,1.0,,,,,,,,,,,,,,,,-1.5590308259080603,0.6407752289603371,0.0,-2.641632624239892,,,,,,,,,,,,,,,,,,,,,-0.086227,0.22110215,0.05262497,-1.0573964,,,,,9.568597630107868e-05,0.4209441239112819,0.9483387116593835,-1.0832005566085263
117,3840.0,0.0,28782.0,117.0,50.0,5850.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-2.006497279207867,1.7043084227839151,0.0,-4.600144296939121,,,,,,,,,,,,,,,,,,,,,-0.19357854,0.36659970000000003,0.021449901,-1.504414,,,,,-0.009840975048340287,0.4997041409189849,1.0788285929925778,-1.201306561928517
118,3880.0,0.0,29028.0,118.0,50.0,5900.0,0.1,-6.0,-6.0,1.0,,,,,,,,,,,,,,,,-2.1195101146597333,1.2463250078754768,0.0,-3.959683556469658,,,,,,,,,,,,,,,,,,,,,-0.1418833,0.25818473,-0.010637585,-1.07076,,,,,0.01740461655684223,0.507183578394887,1.12932448519641,-1.5470613092569985
119,3920.0,0.0,29274.0,119.0,50.0,5950.0,0.1,-11.0,-11.0,1.0,,,,,,,,,,,,,,,,-1.49108321810736,2.466690097954809,0.0,-9.702976308053714,,,,,,,,,,,,,,,,,,,,,-0.39445224,0.60855025,-0.046921507,-2.5470839,,,,,0.007279596538867978,0.5410570350196275,1.126336058018071,-1.4226570735217936
120,3960.0,0.0,29520.0,120.0,50.0,6000.0,0.1,-14.0,-14.0,0.0,,,,,,,,,,,,,,,,-2.850627249124949,2.6787985687616063,0.0,-11.37691097028066,,,,,,,,,,,,,,,,,,,,,-0.75083756,1.2456472,-0.014919208,-4.113992,,,,,0.049631938135902984,0.584358939796953,1.2680336050617422,-1.2461654727427298
