Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
85,2560.0,0.0,20910.0,85.0,50.0,4250.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4223113,0.76218843,-3.247564,-6.755247,,,,,-0.07292756297299924,0.9348757521621021,1.4692699356571117,-1.48582620951939
86,2600.0,0.0,21156.0,86.0,50.0,4300.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1671646,0.22452615,-1.7827939999999998,-2.6968455000000002,,,,,0.2967181326030903,0.7566849563217121,1.3762094739688924,-1.4500447872494764
87,2640.0,0.0,21402.0,87.0,50.0,4350.0,0.1,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.80264854,0.08630416,-0.64508265,-1.0452366,,,,,-0.01493714132180716,0.7183468191363125,1.4561862287948335,-1.344690838645084
88,2680.0,0.0,21648.0,88.0,50.0,4400.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9503567000000004,0.42755370000000004,-2.4801517000000004,-4.041935,,,,,0.2023071371987084,0.7846638255756454,1.243425110484488,-1.3571410914237387
89,2720.0,0.0,21894.0,89.0,50.0,4450.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5805357000000004,0.27993327,-3.1748416,-4.2180243,,,,,0.3452327522379548,0.8520520736214542,1.4941343959471864,-1.3648308606190092
90,2760.0,0.0,22140.0,90.0,50.0,4500.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0121093,0.17985001,-0.7327166,-1.4100494,,,,,0.14060647805457066,0.8458332450771406,1.449001352593843,-1.389704211843393
91,2800.0,0.0,22386.0,91.0,50.0,4550.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1711974000000005,0.07215533,-3.9150252,-4.2978926,,,,,-0.3987390981607828,0.7287815048791035,1.2803267238292884,-1.4170843170713543
92,2840.0,0.0,22632.0,92.0,50.0,4600.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5202632,0.11855404,-2.2732716,-2.670452,,,,,0.06338243275901828,0.8958551987721871,1.545837059254212,-1.5648305810853482
93,2880.0,0.0,22878.0,93.0,50.0,4650.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.711451,0.17342134,-2.4022179,-3.0157795,,,,,-0.2079617808824992,0.7335126835958312,1.3720575666959482,-1.3778438211359514
94,2920.0,0.0,23124.0,94.0,50.0,4700.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2996411,0.038059222999999996,-3.2428157000000004,-3.4113495000000005,,,,,-0.013317063370689688,0.9180487231583829,1.486300487899365,-1.4310042088978487
95,2960.0,0.0,23370.0,95.0,50.0,4750.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9650341,0.19960472,-1.7070503000000001,-2.3436263,,,,,0.34509215839778234,0.7060669443360486,1.4322506235176529,-1.306946924303393
96,3000.0,0.0,23616.0,96.0,50.0,4800.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0783257,0.22825454,-2.701143,-3.5238595,,,,,0.10530086302383124,0.871877724476674,1.4465424068411503,-1.489341601833312
97,3040.0,0.0,23862.0,97.0,50.0,4850.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3403943,0.106763296,-3.176488,-3.6736612,,,,,0.13137409776910616,0.6054613625663475,1.2549000925446976,-1.2520509921026246
98,3080.0,0.0,24108.0,98.0,50.0,4900.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9001113999999997,0.18058929999999998,-2.6664875,-3.2210069,,,,,0.3113830572394315,0.7879914873879421,1.5280138366902059,-1.236833491780251
99,3120.0,0.0,24354.0,99.0,50.0,4950.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7727766,0.19101027,-2.501236,-3.1667259,,,,,0.2231577063629225,0.7849808140374623,1.386135651160025,-1.348654604041181
100,3160.0,0.0,24600.0,100.0,50.0,5000.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.271958000000001,0.12707190000000002,-3.9653187000000005,-4.44561,,,,,0.08955306317679129,0.8536540999394401,1.4308109345746776,-1.4848914135150824
101,3200.0,0.0,24846.0,101.0,50.0,5050.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.928197,0.18075417,-3.5554383,-4.148139,,,,,-0.0637047398233241,0.7976080637936263,1.2611650852014078,-1.455975304756958
102,3240.0,0.0,25092.0,102.0,50.0,5100.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0013347,0.037731073999999996,-3.922646,-4.118436,,,,,-0.14744381350207694,0.6311529109138779,1.2293468502725515,-1.422216521388387
103,3280.0,0.0,25338.0,103.0,50.0,5150.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1762639,0.10546544,-0.97625005,-1.4112893,,,,,-0.002277459699136371,0.9096839847568604,1.5091018704803143,-1.7058408247595245
104,3320.0,0.0,25584.0,104.0,50.0,5200.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4067385,0.19492403,-2.162632,-2.7480104,,,,,0.0713319596064701,0.8585237168292131,1.47737389816903,-1.3800267645005382
105,3360.0,0.0,25830.0,105.0,50.0,5250.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6168847,0.09879131,-3.3805120000000004,-3.7366817,,,,,-0.03293465068520199,0.9117085488423388,1.5419910576002585,-1.4786932589886754
106,3400.0,0.0,26076.0,106.0,50.0,5300.0,0.1,-49.0,-49.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6608968000000001,0.42095757,-0.43678153,-2.6268543999999996,,,,,0.061656174029917764,0.8745817086007599,1.4217855815135148,-1.3208729061698978
107,3440.0,0.0,26322.0,107.0,50.0,5350.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2499027,0.067996174,-4.1468744,-4.3801136,,,,,-0.1046269546922434,0.8823681719819665,1.5729962033286573,-1.4420075455330732
108,3480.0,0.0,26568.0,108.0,50.0,5400.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.25707,0.03467515,-3.179968,-3.369099,,,,,-0.18917722908759246,0.7363674447720473,1.2525810654838214,-1.5368249808373515
109,3520.0,0.0,26814.0,109.0,50.0,5450.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4655755,0.14110744,-3.3056424,-3.8500542999999996,,,,,0.425574757488155,0.7952009022835042,1.453834068547324,-1.3040695989216449
110,3560.0,0.0,27060.0,110.0,50.0,5500.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.471318,0.078934245,-4.308751999999999,-4.6547446,,,,,0.277183979204773,0.6516758090597332,1.4279513171448566,-1.031981491060446
111,3600.0,0.0,27306.0,111.0,50.0,5550.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9999679,0.09350092,-0.8654363000000002,-1.3219192,,,,,-0.053992859980263964,0.9038653495264488,1.3643905707399808,-1.6959016492633998
112,3640.0,0.0,27552.0,112.0,50.0,5600.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5899878,0.15193488,-2.3156939999999997,-2.9048746,,,,,-0.04325061065122805,0.8707252283356613,1.4166294546081797,-1.4980873623321107
113,3680.0,0.0,27798.0,113.0,50.0,5650.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.497278,0.06248033,-4.366797,-4.610291,,,,,0.017804417841678268,0.928507586467201,1.6427103082120351,-1.4552612594092345
114,3720.0,0.0,28044.0,114.0,50.0,5700.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.3621163,0.13424858,-4.1261806000000005,-4.627287,,,,,0.06138854359573182,0.8262359657831913,1.3930191022242877,-1.4014646269685735
115,3760.0,0.0,28290.0,115.0,50.0,5750.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.018793,0.11110189,-1.6619618000000003,-2.2022383,,,,,-0.08851898073362137,0.8825916902676949,1.4775910578863316,-1.5406449648621856
116,3800.0,0.0,28536.0,116.0,50.0,5800.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3293836000000003,0.15261324,-2.8993397,-3.5512528,,,,,-0.3970407847166297,0.5765031979606057,0.9428601020895836,-1.4464266096290483
117,3840.0,0.0,28782.0,117.0,50.0,5850.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.483794,0.17306635,-3.1404436000000002,-3.8201406,,,,,-0.014336269592953288,0.7715484252842008,1.3425052190199105,-1.4244233775406328
118,3880.0,0.0,29028.0,118.0,50.0,5900.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.193737,0.5184871,-1.3577597,-2.8914359,,,,,0.13870820268067358,0.7690618721324369,1.3768072144565098,-1.538222642194293
119,3920.0,0.0,29274.0,119.0,50.0,5950.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2389965,0.1430504,-3.9521208,-4.507492500000001,,,,,-0.3511436200834548,0.8073667931429559,1.445177182789321,-1.4221231351138957
120,3960.0,0.0,29520.0,120.0,50.0,6000.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42077556,0.21623069,-0.18328568,-1.0574919,,,,,-0.013788553892914548,0.8971826463798444,1.4867908187589371,-1.3642749753936756
