Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Returns Mean/Mean,Returns Mean/Stdev,Returns Mean/Max,Returns Mean/Min,Returns Variance/Mean,Returns Variance/Stdev,Returns Variance/Max,Returns Variance/Min
138,0.0,1.0,3.0,1.0,3.0,801.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
139,0.0,1.0,10.0,1.0,10.0,811.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.2669127129358222,0.13661969731348275,0.4780896249559775,0.05,,,,,,,,,,,,
140,0.0,1.0,4.0,1.0,4.0,815.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
141,0.0,1.0,6.0,1.0,6.0,821.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
142,0.0,1.0,3.0,1.0,3.0,824.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
143,0.0,1.0,5.0,1.0,5.0,829.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
144,0.0,1.0,4.0,1.0,4.0,833.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
145,0.0,1.0,4.0,1.0,4.0,837.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
146,0.0,1.0,6.0,1.0,6.0,843.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
147,0.0,1.0,11.0,1.0,11.0,854.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.29022144164224,0.14966996075313924,0.5233087287064176,0.05,,,,,,,,,,,,
148,0.0,1.0,3.0,1.0,3.0,857.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
149,0.0,1.0,7.0,1.0,7.0,864.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.19604960199429286,0.09655815980645327,0.33967326046505,0.05,,,,,,,,,,,,
150,0.0,1.0,5.0,1.0,5.0,869.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
151,0.0,1.0,5.0,1.0,5.0,874.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
152,0.0,1.0,3.0,1.0,3.0,877.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
153,0.0,1.0,4.0,1.0,4.0,881.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
154,0.0,1.0,5.0,1.0,5.0,886.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
155,0.0,1.0,5.0,1.0,5.0,891.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
156,0.0,1.0,3.0,1.0,3.0,894.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
157,0.0,1.0,6.0,1.0,6.0,900.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
158,0.0,1.0,3.0,1.0,3.0,903.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
159,0.0,1.0,5.0,1.0,5.0,908.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
160,0.0,1.0,4.0,1.0,4.0,912.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
161,0.0,1.0,9.0,1.0,9.0,921.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.2434486116002494,0.12342278391615898,0.4324137625817954,0.05,,,,,,,,,,,,
162,0.0,1.0,4.0,1.0,4.0,925.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
163,0.0,1.0,3.0,1.0,3.0,928.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
164,0.0,1.0,10.0,1.0,10.0,938.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.2669127129358222,0.13661969731348275,0.4780896249559775,0.05,,,,,,,,,,,,
165,0.0,1.0,4.0,1.0,4.0,942.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
166,0.0,1.0,11.0,1.0,11.0,953.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.29022144164224,0.14966996075313924,0.5233087287064176,0.05,,,,,,,,,,,,
167,0.0,1.0,4.0,1.0,4.0,957.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
168,0.0,1.0,3.0,1.0,3.0,960.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
169,0.0,1.0,4.0,1.0,4.0,964.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
170,0.0,1.0,5.0,1.0,5.0,969.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
171,0.0,1.0,4.0,1.0,4.0,973.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
172,0.0,1.0,3.0,1.0,3.0,976.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
173,0.0,1.0,5.0,1.0,5.0,981.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
174,0.0,1.0,6.0,1.0,6.0,987.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
175,0.0,1.0,11.0,1.0,11.0,998.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.29022144164224,0.14966996075313924,0.5233087287064176,0.05,,,,,,,,,,,,
176,0.0,1.0,4.0,1.0,4.0,1002.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
177,0.0,1.0,3.0,1.0,3.0,1005.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
178,0.0,1.0,4.0,1.0,4.0,1009.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.1237562375,0.054791469323191344,0.19701995,0.05,,,,,,,,,,,,
179,0.0,1.0,7.0,1.0,7.0,1016.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.19604960199429286,0.09655815980645327,0.33967326046505,0.05,,,,,,,,,,,,
180,0.0,1.0,6.0,1.0,6.0,1022.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
181,0.0,1.0,3.0,1.0,3.0,1025.0,0.1,,,0.0,,,,,,,,,,,,,,,,0.099335,0.040214667100449804,0.148505,0.05,,,,,,,,,,,,
182,0.0,0.0,7.0,1.0,7.0,1032.0,0.1,0.35,7.0,0.0,,,,,,,,,,,,,,,,0.19604960199429286,0.09655815980645327,0.33967326046505,0.05,,,,,,,,,,,,
183,1.0,0.0,8.0,1.0,8.0,1040.0,0.1,0.4,8.0,0.0,,,,,,,,,,,,,,,,0.2198279677275562,0.11007233160822624,0.38627652786039945,0.05,,,,,,,,,,,,
184,2.0,0.0,14.0,1.0,14.0,1054.0,0.1,0.7000000000000001,14.0,0.0,,,,,,,,,,,,,,,,0.35922695147459,0.1879852463102243,0.6562709361551083,0.05,,,,,,,,,,,,
185,3.0,0.0,8.0,1.0,8.0,1062.0,0.1,0.4,8.0,0.0,,,,,,,,,,,,,,,,0.2198279677275562,0.11007233160822624,0.38627652786039945,0.05,,,,,,,,,,,,
186,4.0,0.0,7.0,1.0,7.0,1069.0,0.1,0.35,7.0,0.0,,,,,,,,,,,,,,,,0.19604960199429286,0.09655815980645327,0.33967326046505,0.05,,,,,,,,,,,,
187,5.0,0.0,6.0,1.0,6.0,1075.0,0.1,0.3,6.0,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
188,6.0,0.0,10.0,1.0,10.0,1085.0,0.1,0.5,10.0,0.0,,,,,,,,,,,,,,,,0.2669127129358222,0.13661969731348275,0.4780896249559775,0.05,,,,,,,,,,,,
189,7.0,0.0,5.0,1.0,5.0,1090.0,0.1,0.25,5.0,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
190,8.0,0.0,6.0,1.0,6.0,1096.0,0.1,0.3,6.0,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
191,9.0,0.0,8.0,1.0,8.0,1104.0,0.1,0.4,8.0,0.0,,,,,,,,,,,,,,,,0.2198279677275562,0.11007233160822624,0.38627652786039945,0.05,,,,,,,,,,,,
192,10.0,0.0,11.0,1.0,11.0,1115.0,0.1,0.5499999999999999,11.0,0.0,,,,,,,,,,,,,,,,0.29022144164224,0.14966996075313924,0.5233087287064176,0.05,,,,,,,,,,,,
193,11.0,0.0,6.0,1.0,6.0,1121.0,0.1,0.3,6.0,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
194,12.0,0.0,12.0,1.0,12.0,1133.0,0.1,0.6,12.0,0.0,,,,,,,,,,,,,,,,0.3133759582903328,0.1625785567322269,0.5680756414193535,0.05,,,,,,,,,,,,
195,13.0,0.0,9.0,1.0,9.0,1142.0,0.1,0.45,9.0,0.0,,,,,,,,,,,,,,,,0.2434486116002494,0.12342278391615898,0.4324137625817954,0.05,,,,,,,,,,,,
196,14.0,0.0,13.0,1.0,13.0,1155.0,0.1,0.65,13.0,0.0,,,,,,,,,,,,,,,,0.3363774141914733,0.17534929825633458,0.6123948850051599,0.05,,,,,,,,,,,,
197,15.0,0.0,10.0,1.0,10.0,1165.0,0.1,0.5,10.0,0.0,,,,,,,,,,,,,,,,0.2669127129358222,0.13661969731348275,0.4780896249559775,0.05,,,,,,,,,,,,
198,16.0,0.0,5.0,1.0,5.0,1170.0,0.1,0.25,5.0,0.0,,,,,,,,,,,,,,,,0.1480149401,0.06896102301892251,0.2450497505,0.05,,,,,,,,,,,,
199,17.0,0.0,21.0,1.0,21.0,1191.0,0.1,1.0500000000000005,21.0,0.0,,,,,,,,,,,,,,,,0.5150140366439517,0.2728437953203353,0.9513606588937071,0.05,,,,,,,,,,,,
200,18.0,0.0,23.0,1.0,23.0,1214.0,0.1,1.1500000000000004,23.0,0.0,,,,,,,,,,,,,,,,0.5582204523308469,0.2959841778336177,1.0319285817817223,0.05,,,,,,,,,,,,
201,19.0,0.0,13.0,1.0,13.0,1227.0,0.1,0.65,13.0,0.0,,,,,,,,,,,,,,,,0.3363774141914733,0.17534929825633458,0.6123948850051599,0.05,,,,,,,,,,,,
202,20.0,0.0,20.0,1.0,20.0,1247.0,0.1,1.0000000000000002,20.0,0.0,,,,,,,,,,,,,,,,0.493196705531464,0.26109386971496434,0.9104653120138456,0.05,,,,,,,,,,,,
203,21.0,0.0,6.0,1.0,6.0,1253.0,0.1,0.3,6.0,0.0,,,,,,,,,,,,,,,,0.17211232558249998,0.08286397799189531,0.292599252995,0.05,,,,,,,,,,,,
204,22.0,0.0,8.0,1.0,8.0,1261.0,0.1,0.4,8.0,0.0,,,,,,,,,,,,,,,,0.2198279677275562,0.11007233160822624,0.38627652786039945,0.05,,,,,,,,,,,,
205,23.0,0.0,16.0,1.0,16.0,1277.0,0.1,0.8000000000000002,16.0,0.0,,,,,,,,,,,,,,,,0.404474793247715,0.21286264494757515,0.7427111445256217,0.05,,,,,,,,,,,,
206,24.0,0.0,8.0,1.0,8.0,1285.0,0.1,0.4,8.0,0.0,,,,,,,,,,,,,,,,0.2198279677275562,0.11007233160822624,0.38627652786039945,0.05,,,,,,,,,,,,
207,25.0,0.0,20.0,1.0,20.0,1305.0,0.1,1.0000000000000002,20.0,0.0,,,,,,,,,,,,,,,,0.493196705531464,0.26109386971496434,0.9104653120138456,0.05,,,,,,,,,,,,
208,26.0,0.0,10.0,1.0,10.0,1315.0,0.1,0.5,10.0,0.0,,,,,,,,,,,,,,,,0.2669127129358222,0.13661969731348275,0.4780896249559775,0.05,,,,,,,,,,,,
209,27.0,0.0,12.0,1.0,12.0,1327.0,0.1,0.6,12.0,0.0,,,,,,,,,,,,,,,,0.3133759582903328,0.1625785567322269,0.5680756414193535,0.05,,,,,,,,,,,,
210,28.0,0.0,16.0,1.0,16.0,1343.0,0.1,0.8000000000000002,16.0,0.0,,,,,,,,,,,,,,,,0.404474793247715,0.21286264494757515,0.7427111445256217,0.05,,,,,,,,,,,,
211,29.0,0.0,9.0,1.0,9.0,1352.0,0.1,0.45,9.0,0.0,,,,,,,,,,,,,,,,0.2434486116002494,0.12342278391615898,0.4324137625817954,0.05,,,,,,,,,,,,
212,30.0,0.0,14.0,1.0,14.0,1366.0,0.1,0.7000000000000001,14.0,0.0,,,,,,,,,,,,,,,,0.35922695147459,0.1879852463102243,0.6562709361551083,0.05,,,,,,,,,,,,
213,31.0,0.0,8.0,1.0,8.0,1374.0,0.1,0.4,8.0,0.0,,,,,,,,,,,,,,,,0.2198279677275562,0.11007233160822624,0.38627652786039945,0.05,,,,,,,,,,,,
214,32.0,0.0,8.0,1.0,8.0,1382.0,0.1,0.4,8.0,0.0,,,,,,,,,,,,,,,,0.2198279677275562,0.11007233160822624,0.38627652786039945,0.05,,,,,,,,,,,,
215,33.0,0.0,24.0,1.0,24.0,1406.0,0.1,1.2000000000000004,24.0,0.0,,,,,,,,,,,,,,,,0.5796116541488909,0.3073772567723838,1.071609295963905,0.05,,,,,,,,,,,,
216,34.0,0.0,45.0,1.0,45.0,1451.0,0.1,2.25,45.0,0.0,,,,,,,,,,,,,,,,0.9980403467025828,0.5214681463749908,1.8190725696806431,0.05,,,,,,,,,,,,
217,35.0,0.0,13.0,1.0,13.0,1464.0,0.1,0.65,13.0,0.0,,,,,,,,,,,,,,,,0.3363774141914733,0.17534929825633458,0.6123948850051599,0.05,,,,,,,,,,,,
218,36.0,0.0,43.0,1.0,43.0,1507.0,0.1,2.1500000000000004,43.0,0.0,,,,,,,,,,,,,,,,0.9606000242409112,0.5030157908056497,1.7544868581579867,0.05,,,,,,,,,,,,
219,37.0,0.0,50.0,1.0,50.0,1557.0,0.1,2.499999999999999,50.0,0.0,,,,,,,,,,,,,,,,1.0895600646616124,0.5659605367413824,1.974969664312316,0.05,,,,,,,,,,,,
220,38.0,0.0,41.0,1.0,41.0,1598.0,0.1,2.0500000000000007,41.0,0.0,,,,,,,,,,,,,,,,0.9226734216359004,0.484177934547469,1.6885897950800808,0.05,,,,,,,,,,,,
221,39.0,0.0,29.0,1.0,29.0,1627.0,0.1,1.4500000000000006,29.0,0.0,,,,,,,,,,,,,,,,0.6844891963496625,0.36262068467195696,1.2641395283420176,0.05,,,,,,,,,,,,
222,40.0,0.0,31.0,1.0,31.0,1658.0,0.1,1.5500000000000007,31.0,0.0,,,,,,,,,,,,,,,,0.7254892896428007,0.3839361485936838,1.3384831517280114,0.05,,,,,,,,,,,,
223,41.0,0.0,42.0,1.0,42.0,1700.0,0.1,2.1000000000000005,42.0,0.0,,,,,,,,,,,,,,,,0.9416979567666952,0.4936455177415208,1.72170389712928,0.05,,,,,,,,,,,,
224,42.0,0.0,29.0,1.0,29.0,1729.0,0.1,1.4500000000000006,29.0,0.0,,,,,,,,,,,,,,,,0.6844891963496625,0.36262068467195696,1.2641395283420176,0.05,,,,,,,,,,,,
225,43.0,0.0,9.0,1.0,9.0,1738.0,0.1,0.45,9.0,0.0,,,,,,,,,,,,,,,,0.2434486116002494,0.12342278391615898,0.4324137625817954,0.05,,,,,,,,,,,,
226,44.0,0.0,21.0,1.0,21.0,1759.0,0.1,1.0500000000000005,21.0,0.0,,,,,,,,,,,,,,,,0.5150140366439517,0.2728437953203353,0.9513606588937071,0.05,,,,,,,,,,,,
227,45.0,0.0,39.0,1.0,39.0,1798.0,0.1,1.9500000000000008,39.0,0.0,,,,,,,,,,,,,,,,0.8842533149959035,0.4649470368874316,1.6213547546985825,0.05,,,,,,,,,,,,
228,46.0,0.0,62.0,1.0,62.0,1860.0,0.1,3.099999999999997,62.0,0.0,,,,,,,,,,,,,,,,1.2976253464122052,0.6637529560212337,2.318658873964072,0.05,,,,,,,,,,,,
229,47.0,0.0,21.0,1.0,21.0,1881.0,0.1,1.0500000000000005,21.0,0.0,,,,,,,,,,,,,,,,0.5150140366439517,0.2728437953203353,0.9513606588937071,0.05,,,,,,,,,,,,
230,48.0,0.0,29.0,1.0,29.0,1910.0,0.1,1.4500000000000006,29.0,0.0,,,,,,,,,,,,,,,,0.6844891963496625,0.36262068467195696,1.2641395283420176,0.05,,,,,,,,,,,,
231,49.0,0.0,68.0,1.0,68.0,1978.0,0.1,3.399999999999996,68.0,0.0,,,,,,,,,,,,,,,,1.3958605139646998,0.7082279112614751,2.4755705560646484,0.05,,,,,,,,,,,,
232,50.0,0.0,46.0,1.0,46.0,2024.0,0.1,2.3,46.0,0.0,,,,,,,,,,,,,,,,1.0165803792521757,0.5305520741588382,1.8508818439838368,0.05,,,,,,,,,,,,
233,51.0,0.0,28.0,1.0,28.0,2052.0,0.1,1.4000000000000006,28.0,0.0,,,,,,,,,,,,,,,,0.6637873987785069,0.3517976669089879,1.226403563981836,0.05,,,,,,,,,,,,
234,52.0,0.0,66.0,1.0,66.0,2118.0,0.1,3.2999999999999963,66.0,0.0,,,,,,,,,,,,,,,,1.363528380678527,0.6937138999568182,2.42431441288098,0.05,,,,,,,,,,,,
235,53.0,0.0,33.0,1.0,33.0,2151.0,0.1,1.6500000000000008,33.0,0.0,,,,,,,,,,,,,,,,0.7659579889741265,0.4048181219066749,1.4113473370086238,0.05,,,,,,,,,,,,
236,54.0,0.0,47.0,1.0,47.0,2198.0,0.1,2.35,47.0,0.0,,,,,,,,,,,,,,,,1.035001499386044,0.5395423827762869,1.882373025543998,0.05,,,,,,,,,,,,
237,55.0,0.0,66.0,1.0,66.0,2264.0,0.1,3.2999999999999963,66.0,0.0,,,,,,,,,,,,,,,,1.363528380678527,0.6937138999568182,2.42431441288098,0.05,,,,,,,,,,,,
238,56.0,0.0,48.0,1.0,48.0,2312.0,0.1,2.3999999999999995,48.0,0.0,,,,,,,,,,,,,,,,1.0533045784673465,0.5484399711161799,1.913549295288558,0.05,,,,,,,,,,,,
239,57.0,0.0,82.0,1.0,82.0,2394.0,0.1,4.099999999999993,82.0,0.0,,,,,,,,,,,,,,,,1.6111666267793407,0.8016540408776811,2.806912490950443,0.05,,,,,,,,,,,,
240,58.0,0.0,51.0,1.0,51.0,2445.0,0.1,2.549999999999999,51.0,0.0,,,,,,,,,,,,,,,,1.1075141804068591,0.5745852664846602,2.0052199676691917,0.05,,,,,,,,,,,,
241,59.0,0.0,40.0,1.0,40.0,2485.0,0.1,2.000000000000001,40.0,0.0,,,,,,,,,,,,,,,,0.903525512299796,0.4746120936096431,1.6551412071515967,0.05,,,,,,,,,,,,
242,60.0,0.0,57.0,1.0,57.0,2542.0,0.1,2.8499999999999983,57.0,0.0,,,,,,,,,,,,,,,,1.2128608644549466,0.6244897382531257,2.180474047738059,0.05,,,,,,,,,,,,
243,61.0,0.0,60.0,1.0,60.0,2602.0,0.1,2.9999999999999973,60.0,0.0,,,,,,,,,,,,,,,,1.264042299723782,0.6482939313587707,2.264216788046191,0.05,,,,,,,,,,,,
244,62.0,0.0,39.0,1.0,39.0,2641.0,0.1,1.9500000000000008,39.0,0.0,,,,,,,,,,,,,,,,0.8842533149959035,0.4649470368874316,1.6213547546985825,0.05,,,,,,,,,,,,
245,63.0,0.0,56.0,1.0,56.0,2697.0,0.1,2.799999999999998,56.0,0.0,,,,,,,,,,,,,,,,1.195582057610605,0.6163876507769714,2.151993987614201,0.05,,,,,,,,,,,,
246,64.0,0.0,24.0,1.0,24.0,2721.0,0.1,1.2000000000000004,24.0,0.0,,,,,,,,,,,,,,,,0.5796116541488909,0.3073772567723838,1.071609295963905,0.05,,,,,,,,,,,,
247,65.0,0.0,45.0,1.0,45.0,2766.0,0.1,2.25,45.0,0.0,,,,,,,,,,,,,,,,0.9980403467025828,0.5214681463749908,1.8190725696806431,0.05,,,,,,,,,,,,
248,66.0,0.0,50.0,1.0,50.0,2816.0,0.1,2.499999999999999,50.0,0.0,,,,,,,,,,,,,,,,1.0895600646616124,0.5659605367413824,1.974969664312316,0.05,,,,,,,,,,,,
249,67.0,0.0,72.0,1.0,72.0,2888.0,0.1,3.599999999999995,72.0,0.0,,,,,,,,,,,,,,,,1.4593156706348709,0.7363523780048362,2.5750431486291823,0.05,,,,,,,,,,,,
250,68.0,0.0,68.0,1.0,68.0,2956.0,0.1,3.399999999999996,68.0,0.0,,,,,,,,,,,,,,,,1.3958605139646998,0.7082279112614751,2.4755705560646484,0.05,,,,,,,,,,,,
251,69.0,0.0,52.0,1.0,52.0,3008.0,0.1,2.5999999999999988,52.0,0.0,,,,,,,,,,,,,,,,1.1253536724758135,0.5831207811499737,2.0351677679925,0.05,,,,,,,,,,,,
252,70.0,0.0,42.0,1.0,42.0,3050.0,0.1,2.1000000000000005,42.0,0.0,,,,,,,,,,,,,,,,0.9416979567666952,0.4936455177415208,1.72170389712928,0.05,,,,,,,,,,,,
253,71.0,0.0,43.0,1.0,43.0,3093.0,0.1,2.1500000000000004,43.0,0.0,,,,,,,,,,,,,,,,0.9606000242409112,0.5030157908056497,1.7544868581579867,0.05,,,,,,,,,,,,
254,72.0,0.0,52.0,1.0,52.0,3145.0,0.1,2.5999999999999988,52.0,0.0,,,,,,,,,,,,,,,,1.1253536724758135,0.5831207811499737,2.0351677679925,0.05,,,,,,,,,,,,
255,73.0,0.0,40.0,1.0,40.0,3185.0,0.1,2.000000000000001,40.0,0.0,,,,,,,,,,,,,,,,0.903525512299796,0.4746120936096431,1.6551412071515967,0.05,,,,,,,,,,,,
256,74.0,0.0,50.0,1.0,50.0,3235.0,0.1,2.499999999999999,50.0,0.0,,,,,,,,,,,,,,,,1.0895600646616124,0.5659605367413824,1.974969664312316,0.05,,,,,,,,,,,,
257,75.0,0.0,43.0,1.0,43.0,3278.0,0.1,2.1500000000000004,43.0,0.0,,,,,,,,,,,,,,,,0.9606000242409112,0.5030157908056497,1.7544868581579867,0.05,,,,,,,,,,,,
258,76.0,0.0,63.0,1.0,63.0,3341.0,0.1,3.149999999999997,63.0,0.0,,,,,,,,,,,,,,,,1.3142578375044625,0.6713616827746157,2.345472285224431,0.05,,,,,,,,,,,,
259,77.0,0.0,43.0,1.0,43.0,3384.0,0.1,2.1500000000000004,43.0,0.0,,,,,,,,,,,,,,,,0.9606000242409112,0.5030157908056497,1.7544868581579867,0.05,,,,,,,,,,,,
260,78.0,0.0,47.0,1.0,47.0,3431.0,0.1,2.35,47.0,0.0,,,,,,,,,,,,,,,,1.035001499386044,0.5395423827762869,1.882373025543998,0.05,,,,,,,,,,,,
261,79.0,0.0,46.0,1.0,46.0,3477.0,0.1,2.3,46.0,0.0,,,,,,,,,,,,,,,,1.0165803792521757,0.5305520741588382,1.8508818439838368,0.05,,,,,,,,,,,,
262,80.0,0.0,47.0,1.0,47.0,3524.0,0.1,2.35,47.0,0.0,,,,,,,,,,,,,,,,1.035001499386044,0.5395423827762869,1.882373025543998,0.05,,,,,,,,,,,,
263,81.0,0.0,60.0,1.0,60.0,3584.0,0.1,2.9999999999999973,60.0,0.0,,,,,,,,,,,,,,,,1.264042299723782,0.6482939313587707,2.264216788046191,0.05,,,,,,,,,,,,
264,82.0,0.0,47.0,1.0,47.0,3631.0,0.1,2.35,47.0,0.0,,,,,,,,,,,,,,,,1.035001499386044,0.5395423827762869,1.882373025543998,0.05,,,,,,,,,,,,
265,83.0,0.0,54.0,1.0,54.0,3685.0,0.1,2.6999999999999984,54.0,0.0,,,,,,,,,,,,,,,,1.1606921294160062,0.5999275744425153,2.094167929409449,0.05,,,,,,,,,,,,
266,84.0,0.0,49.0,1.0,49.0,3734.0,0.1,2.4499999999999997,49.0,0.0,,,,,,,,,,,,,,,,1.0714904809952714,0.5572457288807521,1.9444138023356723,0.05,,,,,,,,,,,,
267,85.0,0.0,41.0,1.0,41.0,3775.0,0.1,2.0500000000000007,41.0,0.0,,,,,,,,,,,,,,,,0.9226734216359004,0.484177934547469,1.6885897950800808,0.05,,,,,,,,,,,,
268,86.0,0.0,49.0,1.0,49.0,3824.0,0.1,2.4499999999999997,49.0,0.0,,,,,,,,,,,,,,,,1.0714904809952714,0.5572457288807521,1.9444138023356723,0.05,,,,,,,,,,,,
269,87.0,0.0,47.0,1.0,47.0,3871.0,0.1,2.35,47.0,0.0,,,,,,,,,,,,,,,,1.035001499386044,0.5395423827762869,1.882373025543998,0.05,,,,,,,,,,,,
270,88.0,0.0,65.0,1.0,65.0,3936.0,0.1,3.2499999999999964,65.0,0.0,,,,,,,,,,,,,,,,1.3472085955677198,0.6863413990511604,2.3982973867484647,0.05,,,,,,,,,,,,
271,89.0,0.0,54.0,1.0,54.0,3990.0,0.1,2.6999999999999984,54.0,0.0,,,,,,,,,,,,,,,,1.1606921294160062,0.5999275744425153,2.094167929409449,0.05,,,,,,,,,,,,
272,90.0,0.0,41.0,1.0,41.0,4031.0,0.1,2.0500000000000007,41.0,0.0,,,,,,,,,,,,,,,,0.9226734216359004,0.484177934547469,1.6885897950800808,0.05,,,,,,,,,,,,
273,91.0,0.0,48.0,1.0,48.0,4079.0,0.1,2.3999999999999995,48.0,0.0,,,,,,,,,,,,,,,,1.0533045784673465,0.5484399711161799,1.913549295288558,0.05,,,,,,,,,,,,
274,92.0,0.0,60.0,1.0,60.0,4139.0,0.1,2.9999999999999973,60.0,0.0,,,,,,,,,,,,,,,,1.264042299723782,0.6482939313587707,2.264216788046191,0.05,,,,,,,,,,,,
