Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min
56,77.0,0.0,45.0,1.0,45.0,1405.0,0.0,0.2250000000000001,45.0,0.0,,,,,,,,,,,,0.013963488000000001,0.006708309,0.027536527999999998,0.005136198,0.09980403467025832,0.052146814637499095,0.1819072569680644,0.005,0.6928914,0.0006327435,0.69314694,0.6900982,0.0158146715192941,0.015511904685720748,0.05793384825100485,-0.02062611989945919,0.030954192999999998,0.013662438,0.06628708,0.010846641,0.00024536153,0.00018770462,0.00066787394,1.8557226e-05,0.011102167,0.007844873,0.023399117999999997,-0.0025231042
57,83.0,0.0,28.0,1.0,28.0,1433.0,0.0,0.14000000000000004,28.0,0.0,,,,,,,,,,,,0.01778917,0.0040009203,0.02525664,0.013210353999999999,0.06637873987785067,0.035179766690898784,0.12264035639818364,0.005,0.69214785,0.0008849352599999999,0.69310004,0.6902156,0.022194367037644182,0.01239328618599275,0.05314362366842002,-0.00035475648939609436,0.03464433,0.015428945,0.06594552,0.017085765,0.0003230917,0.00024613127,0.0008069186,0.0001656342,0.01558519,0.0056744674,0.026327241,0.010363855
58,86.0,0.0,15.0,1.0,15.0,1448.0,0.0,0.075,15.0,0.0,,,,,,,,,,,,0.012006703999999998,0.0020443765,0.014051081000000002,0.009962328000000001,0.03819257031625213,0.02004889587224851,0.06997082267935574,0.005,0.69221526,0.0005302274400000001,0.6931052,0.6911675,0.01487231196152358,0.0082204819320696,0.02687445498811131,0.0020484226942062388,0.020550381,0.0030202079,0.026127806,0.015779916,0.00014438096,5.9171583e-05,0.00020355254,8.520937e-05,0.010211488000000001,0.0027984376,0.013009926000000002,0.0074130509999999995
59,89.0,0.0,16.0,1.0,16.0,1464.0,0.0,0.08,16.0,0.0,,,,,,,,,,,,0.017682785,0.009330153,0.027012939,0.008352631999999999,0.04044747932477151,0.02128626449475752,0.07427111445256218,0.005,0.69197166,0.0013062323,0.6931071,0.6891235,0.023067417491352167,0.01592121738566647,0.05065018521892428,0.00280182820633054,0.027906972999999998,0.0075820936,0.044669632,0.020666946000000002,0.00039279534,0.0002844497,0.000677245,0.00010834565,0.016316595,0.007721299300000001,0.024037894,0.008595295
60,97.0,0.0,37.0,1.0,37.0,1501.0,0.0,0.18500000000000008,37.0,0.0,,,,,,,,,,,,0.011794085,0.007632094,0.027119035,0.0030993482,0.08453323650052327,0.04453153900608736,0.15527545706546098,0.005,0.6921457,0.0014010763000000001,0.6930994,0.6875946,0.014308099134190497,0.014595110532058638,0.04965586923141845,-0.008841114938259124,0.034389596,0.012629283,0.063944414,0.018705297,0.00020886946,0.00021757303,0.0006522091,2.2027009e-05,0.010162478,0.007090288,0.023651538,0.0029035576
61,100.0,0.0,15.0,1.0,15.0,1516.0,0.0,0.075,15.0,0.0,,,,,,,,,,,,0.01619378,0.0008278503,0.01702163,0.015365928999999999,0.03819257031625213,0.02004889587224851,0.06997082267935574,0.005,0.6920758,0.001196095,0.6931176,0.68941605,0.021031940394302468,0.0073930744525417535,0.03327158105297577,0.009327200353145595,0.02858398,0.0038851671999999998,0.034738403,0.023761911,0.00024850002999999996,3.7710167999999996e-05,0.00028621017999999994,0.00021078985,0.014528926000000001,0.00097626355,0.01550519,0.013552663000000001
62,108.0,0.0,38.0,1.0,38.0,1554.0,0.0,0.19000000000000009,38.0,0.0,,,,,,,,,,,,0.00995908,0.0045330524,0.019464536,0.0028481237,0.08648559086879386,0.045518179563016486,0.15872270249480636,0.005,0.6927227,0.000384414,0.6931132,0.6917995,0.0140254094869676,0.01117715780085188,0.04433480373530221,-0.001413510069251063,0.02708542,0.005400444,0.04343517,0.021013247000000002,0.00016082045,0.0001545177,0.0005203667,1.1982195e-05,0.009755829,0.0051235217,0.020747328,0.0025558644
63,111.0,0.0,13.0,1.0,13.0,1567.0,0.0,0.06499999999999999,13.0,0.0,,,,,,,,,,,,0.010047674,0.0017493968,0.011797070500000001,0.008298277,0.033637741419147334,0.017534929825633462,0.06123948850051601,0.005,0.6923242,0.000788062,0.6931244000000001,0.6906196,0.012835577425784004,0.007511182251324573,0.025758053883005696,0.003839702457189557,0.029124592999999997,0.0026121947,0.034059785,0.025696795,0.00011058494399999999,8.3523555e-06,0.0001189373,0.00010223259,0.009056554,0.00044075212999999995,0.009497306,0.008615801999999999
64,119.0,0.0,40.0,1.0,40.0,1607.0,0.0,0.2000000000000001,40.0,0.0,,,,,,,,,,,,0.011298886999999999,0.005857575699999999,0.017585138,0.0016645163,0.09035255122997962,0.04746120936096432,0.1655141207151597,0.005,0.6925163000000001,0.0007465538,0.6931126999999999,0.68993473,0.015998534559490955,0.011633131499090772,0.040615960152506944,-0.007689135968685148,0.032290656,0.006652858,0.04380314,0.023305882000000003,0.0001956414,0.00014604440000000001,0.00041509269999999996,1.6427242000000002e-05,0.0111860065,0.0063124973999999995,0.018281281,0.0013588501999999998
65,122.0,0.0,14.0,1.0,14.0,1621.0,0.0,0.06999999999999999,14.0,0.0,,,,,,,,,,,,0.014896003500000001,0.0008828752,0.015778879,0.014013128,0.035922695147459015,0.01879852463102244,0.06562709361551085,0.005,0.6921837,0.00067051465,0.6931244000000001,0.690735,0.01592970985669447,0.009438204969651596,0.03325313947304562,-0.0018998970091342949,0.0372251,0.0051320973,0.04531156,0.028149925,0.00017141768,2.8826587e-05,0.00020024426,0.00014259108999999998,0.010875306000000001,0.00028227362999999996,0.01115758,0.010593031999999999
