Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
47,0.0,1.0,1028.0,47.0,18.0,1028.0,0.0,,,1.0,,,,,,,,,,,,,,,,4.426845497187627,3.3421840643899823,10.645235083571153,0.15751011649280047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,17.0,0.0,1046.0,48.0,18.0,1046.0,0.0225674379235713,7.9695714843061936,7.9695714843061936,1.0,,,,0.27942345028414445,0.17891911574723898,0.7767346501350403,0.10369380563497543,0.0001,0.0,0.0001,0.0001,1.5668615,0.95574105,3.8271635,0.5749267,1.2933735269732596,3.3102753530097893,7.814913383283843,-2.1835597872294366,,,,,,,,,,,,,,,,,,,,,0.36471227,0.18947588,0.64049983,0.008555172,0.74537798408149,0.41416322015229584,1.898933798398391,-0.8663804600939999,-0.1446452772976976,0.4601173763798057,0.9603921928667508,-0.9631913432299036
49,29.0,0.0,1058.0,49.0,12.0,1058.0,-0.10830676806251376,2.101100997625669,2.101100997625669,1.0,,,,0.06528177840465849,0.03156485826132872,0.1260046660900116,0.030707137659192082,0.0001,0.0,0.0001,0.0001,0.5428892,0.24085583,0.93257064,0.22322792,-1.2606218730674612,1.7051844955640358,2.275126891306833,-3.1166265407862417,,,,,,,,,,,,,,,,,,,,,0.41780972,0.5909166,0.8727917,-0.84100986,0.7171498471075496,0.4545975362347235,1.9004492943597369,-0.8522255365357647,-0.2836179564232684,0.7574582609617567,1.001275714315215,-1.2000393873150008
50,42.0,0.0,1071.0,50.0,13.0,1071.0,0.010665640884100077,2.649488031983529,2.649488031983529,0.0,,,,0.015065622826417288,0.003624878747425637,0.02225533127784729,0.010439353063702585,0.0001,0.0,0.0001,0.0001,0.34030375,0.13927041,0.5694127,0.15625627,-0.968914609751178,1.776692623884297,2.803481748738566,-2.858876752350666,,,,,,,,,,,,,,,,,,,,,0.1313171,0.8699659,1.0029554,-1.4212171,0.7020732195073113,0.4501621294211269,1.912045590342336,-1.234958914911392,-0.13021810407506704,0.7123138219126537,1.0057898372025595,-0.9266233320539972
51,65.0,0.0,1094.0,51.0,23.0,1094.0,0.033809104665206986,1.1457938197790325,1.1457938197790325,1.0,,,,0.0062878388932652105,0.0019414069195436113,0.012668536975979805,0.0038321011234074827,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.2055785,0.10590818,0.4573647,0.08942369,-3.941123868216481,2.800147378149062,2.0729821307765905,-7.422363375393663,,,,,,,,,,,,,,,,,,,,,0.29866534,0.6832897,1.1251441,-0.8192619000000001,0.7646679793586872,0.4604493605802745,1.9718140863883649,-1.234958914911392,0.2397534993808355,0.7578548627068961,1.1195846388993345,-0.9917856657546892
52,89.0,0.0,1118.0,52.0,24.0,1118.0,-0.033871425796376975,1.789525920814748,1.789525920814748,1.0,,,,0.0039078401219423695,0.0013074977749223634,0.007853144779801369,0.002254385966807604,9.999999999999998e-05,2.7105054312137605e-20,0.0001,0.0001,0.12685536,0.061662838,0.26758346,0.045168099999999996,-3.9204126243413655,2.9573311865748426,2.7580050006633137,-7.102737336112227,,,,,,,,,,,,,,,,,,,,,0.08852228,0.8852253000000001,1.1184329,-1.5604924,0.7499209580591565,0.5047621750462502,2.022195469054893,-1.4636688985120505,0.4241495905613365,0.8069117224917177,1.1553112026227648,-1.1095659960066504
53,184.0,0.0,1213.0,53.0,95.0,1213.0,-0.018511322578595214,122.50574803563507,122.50574803563507,1.0,,,,0.002814859995232063,0.000733392262689991,0.0053108897991478434,0.001414095750078559,0.0001,1.3552527156068802e-20,0.0001,0.0001,0.14471461,0.06835577,0.39768666,0.040123900000000004,54.61172630421856,19.17938723653581,71.33798792588622,2.4250055321492865,,,,,,,,,,,,,,,,,,,,,1.4543751,0.59662133,2.7362627999999996,0.68319577,0.7734797063963864,0.5212855995554779,2.1767433141428385,-1.5221175168695105,0.5420821724414796,0.35409378637226524,1.1621802333036555,-0.20642095220298154
54,226.0,0.0,1255.0,54.0,42.0,1255.0,-0.006140815683789378,67.91258265926197,67.91258265926197,1.0,,,,0.002712935305813827,0.0010265368181712872,0.0063211824744939795,0.0013039447367191315,0.0001,0.0,0.0001,0.0001,0.13932455,0.056422195999999994,0.34128347,0.052085362,34.574278683887556,15.482694275899133,53.93069253740325,2.301656935084914,,,,,,,,,,,,,,,,,,,,,1.9132413000000001,0.48741670000000004,2.7399247000000004,1.2248194,0.8505125223211479,0.5881368073524952,2.7311075470605095,-1.5565297676863326,0.6762409968619332,0.3969651514602025,1.1309644996940884,0.019700995396287224
55,258.0,0.0,1287.0,55.0,32.0,1287.0,0.02599179739995579,52.57087500836015,52.57087500836015,0.0,,,,0.002821025198265429,0.0010556649820487837,0.005614987574517728,0.0014425583649426699,9.999999999999996e-05,4.0657581468206416e-20,0.0001,0.0001,0.14191118,0.049451243,0.26027557,0.052299526,27.88999946741828,12.77230906506558,44.086944625036644,2.095687679649476,,,,,,,,,,,,,,,,,,,,,1.9859666,0.5625893,2.9475700000000002,1.2374157,0.9249318555087456,0.6060431652361629,2.8273264807677485,-1.5666570298614158,0.7772030227277926,0.3256122163743466,1.0948093482707293,0.2073754004002424
56,284.0,0.0,1313.0,56.0,26.0,1313.0,-0.009336487137829504,44.592024262989646,44.592024262989646,1.0,,,,0.00436494772322476,0.0035384970525365977,0.015719212591648102,0.0015321341343224046,0.0001,0.0,0.0001,0.0001,0.21210839,0.08770456,0.46504813,0.080392115,24.084596788155174,11.566542699316628,38.717201109160904,2.0496391087048518,,,,,,,,,,,,,,,,,,,,,2.1189642,0.6664781,2.933456,1.1911416000000001,0.9642229770098316,0.6303846012728631,2.914289428911231,-1.5672771986018867,0.8859907838968665,0.1406188508314853,1.0145391793708358,0.5024547673696509
