Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min,actions/Mean,actions/Stdev,actions/Max,actions/Min
79,2320.0,0.0,19434.0,79.0,50.0,3950.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5432935000000003,0.055934727000000004,-2.359269,-2.6669922,,,,,-0.222425907814436,0.7834031824805053,1.2702880668647742,-1.4491905612406712
80,2360.0,0.0,19680.0,80.0,50.0,4000.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0916046999999995,0.20566410000000002,-3.6849336999999998,-4.310675,,,,,-0.2154592151050028,0.8575577570866241,1.4467069048691428,-1.4182102389452296
81,2400.0,0.0,19926.0,81.0,50.0,4050.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0442907999999997,0.06652728,-2.9498575000000002,-3.2560947000000002,,,,,0.13089680543187446,0.7979031285495997,1.3574998144228947,-1.3938326980727482
82,2440.0,0.0,20172.0,82.0,50.0,4100.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2327836,0.07900866,-3.033312,-3.4069013999999997,,,,,0.041159607521100636,0.7118097603590308,1.4694315718468345,-1.3505489992071005
83,2480.0,0.0,20418.0,83.0,50.0,4150.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9604373,0.062022746,-2.8644787999999997,-3.1642200000000003,,,,,0.23836032259152395,0.8079034523334859,1.5232987355065215,-1.4055119415332575
84,2520.0,0.0,20664.0,84.0,50.0,4200.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8432543,0.228098,-0.36622855,-1.2882423,,,,,-0.016774671530545363,0.8416380270553138,1.3853668121852754,-1.423419922098501
85,2560.0,0.0,20910.0,85.0,50.0,4250.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.212439,0.061636288,-4.1283092,-4.4093304,,,,,0.1391362315448904,0.8200655713383839,1.3250785242044698,-1.5804176258952165
86,2600.0,0.0,21156.0,86.0,50.0,4300.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4374125,0.07473377,-3.3085687000000004,-3.6131928,,,,,0.13785526980191096,0.8874239317122629,1.4407721423162765,-1.374222405299235
87,2640.0,0.0,21402.0,87.0,50.0,4350.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7139377999999996,0.10538845,-3.456454,-3.9248538,,,,,0.054108944971139585,0.8816676543255321,1.3631681007810654,-1.3538363282463322
88,2680.0,0.0,21648.0,88.0,50.0,4400.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9895065,0.059883356,-2.9069872,-3.1420932,,,,,-0.10646624438095896,0.7057834708299495,1.199188553504447,-1.5721633149823666
89,2720.0,0.0,21894.0,89.0,50.0,4450.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5386033,0.060955855999999996,-2.4530032000000004,-2.7072482000000004,,,,,-0.002933650340399132,0.8952696049252141,1.439605970008072,-1.3555515207245792
90,2760.0,0.0,22140.0,90.0,50.0,4500.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.49421,0.791743,-1.3431367,-5.658456,,,,,0.0914152418519656,0.8052422268707272,1.3852303976623324,-1.397550052856528
91,2800.0,0.0,22386.0,91.0,50.0,4550.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1570785,0.15576516,-2.7145193,-3.4028924,,,,,-0.4127812524086553,0.6771536919429441,1.2653115100615695,-1.6278703236995105
92,2840.0,0.0,22632.0,92.0,50.0,4600.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.938213,0.09101410000000001,-2.7321944,-3.0952046,,,,,0.07196232348701509,0.8936633344717184,1.5458505299039311,-1.5648355282708644
93,2880.0,0.0,22878.0,93.0,50.0,4650.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0152466,0.09481538,-2.867882,-3.2949345,,,,,-0.4392531495607113,0.6830076136406775,1.35247541432931,-1.5665917674064609
94,2920.0,0.0,23124.0,94.0,50.0,4700.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7233699999999996,0.11495752,-3.5170772000000006,-4.0384709999999995,,,,,0.22729022252935174,0.7883674816747522,1.486300487899365,-1.3094324417677188
95,2960.0,0.0,23370.0,95.0,50.0,4750.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9028906999999995,0.9461809000000001,-3.2979336000000004,-7.668794,,,,,0.3170223749299829,0.8223555861493771,1.4332166956001724,-1.5052138299979358
96,3000.0,0.0,23616.0,96.0,50.0,4800.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4512568,0.12128894,-3.2842832000000004,-3.7644129,,,,,0.28565183033361824,0.7892375810728374,1.3358818656238711,-1.5450306494713115
97,3040.0,0.0,23862.0,97.0,50.0,4850.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4307313,0.06770337400000001,-4.334842,-4.597004,,,,,0.2497174436831421,0.8078653013592748,1.409939654855988,-1.3504954049833775
98,3080.0,0.0,24108.0,98.0,50.0,4900.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7409877999999996,0.33488843,-2.5307927,-4.489701999999999,,,,,-0.06327382728181448,0.8287136314775118,1.3934997563189941,-1.466672288271608
99,3120.0,0.0,24354.0,99.0,50.0,4950.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3697812999999996,0.07347214,-3.1532571,-3.4854662000000003,,,,,0.04469310580732377,0.7873549133140414,1.3832221930400015,-1.348843133532606
100,3160.0,0.0,24600.0,100.0,50.0,5000.0,0.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6737401999999999,0.18484585,-0.18745767,-1.1467893,,,,,-0.2493925311763444,0.8321782882087343,1.4308040800405284,-1.4794604911127698
101,3200.0,0.0,24846.0,101.0,50.0,5050.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.8607252,0.15851177,-3.6286788,-4.2110376,,,,,-0.38137438912442095,0.8551741623759287,1.45409544256713,-1.4973810743619869
102,3240.0,0.0,25092.0,102.0,50.0,5100.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.6493695,0.050371673,-3.5562077000000003,-3.786715,,,,,0.19597567998130253,0.8056840824607956,1.345804165154482,-1.4381878680173292
103,3280.0,0.0,25338.0,103.0,50.0,5150.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.6532335,0.14048228,-4.42185,-4.9644685,,,,,0.0036978573618110656,0.9249802780465328,1.5091018704803143,-1.7058393346434049
104,3320.0,0.0,25584.0,104.0,50.0,5200.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.486475,0.17541587,-3.2181827999999997,-3.7965063999999997,,,,,0.3722984481205657,0.7012788587878146,1.4660966259671877,-1.173987792117804
105,3360.0,0.0,25830.0,105.0,50.0,5250.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7444447999999997,0.05921797,-3.6432523999999997,-3.8944023000000003,,,,,0.05855997168269787,0.8513183844964856,1.4875472809927452,-1.478525114285764
106,3400.0,0.0,26076.0,106.0,50.0,5300.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.3248787,1.7933811999999998,-2.5333033,-9.583822999999999,,,,,0.14792441185912614,0.8648324018375704,1.4217920188151507,-1.3190405719325176
107,3440.0,0.0,26322.0,107.0,50.0,5350.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6339746000000002,0.1236819,-1.4735867,-2.0397778000000004,,,,,-0.07222106822842242,0.6917837302363502,1.266935039662119,-1.5280538960222148
108,3480.0,0.0,26568.0,108.0,50.0,5400.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8075552000000004,0.06945899,-2.6832721,-2.9372582,,,,,0.3441703199527437,0.6862446184559483,1.5924516648755798,-1.1052146308412492
109,3520.0,0.0,26814.0,109.0,50.0,5450.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.590127,0.051197152999999995,-5.4822474,-5.731024,,,,,0.29410758774139845,0.8332494397961447,1.470979106198386,-1.4360564934609077
110,3560.0,0.0,27060.0,110.0,50.0,5500.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.760204,0.0738798,-3.6133409,-3.9160885999999997,,,,,-0.10679193672048412,0.8260267871147045,1.570211027436305,-1.3841724777649027
111,3600.0,0.0,27306.0,111.0,50.0,5550.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.7046595,0.059030447,-5.365744599999999,-5.7953773,,,,,-0.12821536457928384,0.742594542232495,1.4152316261442737,-1.3642848519085724
112,3640.0,0.0,27552.0,112.0,50.0,5600.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2515025,0.109574355,-5.019914599999999,-5.4713087,,,,,0.2097689059157731,0.78006852564364,1.3934924230008399,-1.4069900938886444
113,3680.0,0.0,27798.0,113.0,50.0,5650.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.770134,0.07927857,-4.6377505999999995,-4.97816,,,,,-0.14974235605580566,0.8632915097346378,1.6349121133267814,-1.4141850420682567
114,3720.0,0.0,28044.0,114.0,50.0,5700.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.1689940000000005,0.047437817,-5.0739446,-5.247545,,,,,-0.08661619593092741,0.5265485247789401,0.9902251906443916,-1.0930563930859392
115,3760.0,0.0,28290.0,115.0,50.0,5750.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.011997,0.07860586,-3.9224045,-4.247047,,,,,0.12179713953143033,0.7596422188773402,1.4775670372144871,-1.3704629751923858
116,3800.0,0.0,28536.0,116.0,50.0,5800.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.4938725999999996,0.03978798,-6.429461,-6.5824875999999986,,,,,0.33011833233209303,0.7187366537055192,1.4659924116701155,-1.4163794759519754
117,3840.0,0.0,28782.0,117.0,50.0,5850.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.2671547,0.07756471,-5.134911,-5.4207215,,,,,-0.019547786323440636,0.8853276581825783,1.3411886547894798,-1.3503891665054462
118,3880.0,0.0,29028.0,118.0,50.0,5900.0,0.1,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3304646,0.14594923,-0.16379675,-0.67321664,,,,,-0.13743554063364105,0.7797960217142421,1.3706652749307642,-1.6343102767577389
119,3920.0,0.0,29274.0,119.0,50.0,5950.0,0.1,-50.0,-50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.790151,0.12520430000000002,-4.5167565000000005,-4.9968877,,,,,0.4168591953074822,0.7141638575995232,1.5683494013828343,-0.980174190016864
120,3960.0,0.0,29520.0,120.0,50.0,6000.0,0.1,-50.0,-50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.402742,0.05975102,-5.304511,-5.5490537,,,,,-0.347393575005513,0.5729251517209533,0.9936377290016044,-1.2918864456161487
