Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,Q Values/Mean,Q Values/Stdev,Q Values/Max,Q Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min
93,419.0,0.0,24.0,1.0,24.0,3061.0,0.4800765999999914,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07691648599999999,0.017767961999999998,0.10032002,0.048473086,0.00039556074999999997,0.00025745243,0.0007309109,9.9693125e-06
94,424.0,0.0,24.0,1.0,24.0,3085.0,0.4798413999999913,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07459425,0.015980715,0.095553145,0.049963402999999997,0.00010163081,8.655040999999999e-05,0.00021245877999999998,6.870893e-06
95,429.0,0.0,24.0,1.0,24.0,3109.0,0.4796061999999912,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07089216,0.0148659935,0.09540713,0.05050002,0.0003972167,0.00016596036,0.00067717285,0.0002646632
96,434.0,0.0,24.0,1.0,24.0,3133.0,0.4793709999999911,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.06943679,0.011796846000000001,0.08878633,0.05192113,0.00025815703,9.5509786e-05,0.00038019937000000005,0.00011235732
97,439.0,0.0,24.0,1.0,24.0,3157.0,0.479135799999991,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.06458027,0.006681509,0.07925292,0.05072459,0.00038122066,9.082015499999999e-05,0.00053200196,0.00028924627
98,456.0,0.0,86.0,1.0,86.0,3243.0,0.4782929999999906,2.0,2.0,0.0,,,,,,,,,,,,,,,,0.8251352692378346,0.5518380345800736,1.6757290490602832,0.0,,,,,,,,,0.07534573,0.025534015,0.14933842,0.04604937,0.07495541,0.239524,0.9827648999999999,0.00028167467
99,461.0,0.0,24.0,1.0,24.0,3267.0,0.4780577999999905,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.10557049,0.034374512999999995,0.15307353,0.06241499,0.0023031328,0.00060237973,0.0029217134999999996,0.0016051705
100,471.0,0.0,49.0,1.0,49.0,3316.0,0.4775775999999903,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.3205240951348431,0.4405704760418581,1.0,0.0,,,,,,,,,0.10707845,0.02620935,0.1513902,0.074273795,0.04192402,0.11176580000000001,0.35803977,0.0017063691
101,476.0,0.0,24.0,1.0,24.0,3340.0,0.4773423999999902,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.103255905,0.01856118,0.14214478,0.07447984,0.0017786579999999998,0.0010151075,0.0032813593,0.0008048799000000001
102,481.0,0.0,24.0,1.0,24.0,3364.0,0.4771071999999901,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.08854861,0.010850226499999999,0.10833511,0.07289857400000001,0.00032687624,0.00025144487,0.0007213799400000001,0.00010472962
103,486.0,0.0,24.0,1.0,24.0,3388.0,0.47687199999999,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07981434,0.011290915,0.103153795,0.06482252,0.00013097886,9.5271906e-05,0.00027260266,1.0245543e-05
104,491.0,0.0,24.0,1.0,24.0,3412.0,0.4766367999999898,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07007680000000001,0.007058271,0.08518994,0.057341944000000006,0.00029811314999999997,0.00013984149999999999,0.00045707047999999994,8.763299e-05
105,496.0,0.0,24.0,1.0,24.0,3436.0,0.4764015999999898,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.067145005,0.007525911,0.07656544400000001,0.05155762,0.0003298783,0.00021247705000000002,0.0005838326,5.1428549999999994e-05
106,501.0,0.0,24.0,1.0,24.0,3460.0,0.4761663999999897,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.059835757999999996,0.007128891,0.07264637,0.04736685,0.0005753584,0.00015000992,0.0008010082,0.00039383664
107,512.0,0.0,52.0,1.0,52.0,3512.0,0.4756567999999894,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.06522049,0.01115448,0.096472666,0.050773885,0.020957003999999998,0.060732927,0.20315142,5.5069988e-05
108,532.0,0.0,101.0,1.0,101.0,3613.0,0.47466699999998907,2.0,2.0,0.0,,,,,,,,,,,,,,,,0.8813809358932725,0.5271073933344768,1.6757290490602832,0.0,,,,,,,,,0.07645157,0.020208614,0.15334658,0.05350165,0.060248613,0.21165285,0.9393701999999999,0.00029417485
109,543.0,0.0,54.0,1.0,54.0,3667.0,0.4741377999999888,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.10693799,0.030732172999999998,0.16985250000000002,0.06955463,0.037471287,0.10382501,0.34893638,0.0013520826
110,554.0,0.0,54.0,1.0,54.0,3721.0,0.4736085999999886,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.11214722,0.03101706,0.17739299,0.07705095,0.03724577,0.10285567,0.34579396,0.0011352943
111,565.0,0.0,52.0,1.0,52.0,3773.0,0.4730989999999883,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.1012108,0.02453077,0.15952511,0.074109375,0.019904155,0.053213357999999995,0.17952879,0.0011095882
112,568.0,0.0,15.0,1.0,15.0,3788.0,0.4729519999999882,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.09267779,0.012742756000000001,0.11837804,0.074947394,0.0005184763,4.6927263999999995e-05,0.00056540355,0.00047154902
113,579.0,0.0,54.0,1.0,54.0,3842.0,0.472422799999988,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.0819063,0.0099511845,0.10581760000000001,0.057987145999999996,0.0403735,0.120499045,0.40187046,1.2785163999999999e-05
114,581.0,0.0,8.0,1.0,8.0,3850.0,0.472344399999988,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.079396196,0.010891715,0.09540765,0.06397416,0.00015179251,0.0,0.00015179251,0.00015179251
115,592.0,0.0,55.0,1.0,55.0,3905.0,0.4718053999999878,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5132172134576816,0.42380128326350175,1.0,0.0,,,,,,,,,0.08121719,0.017934753,0.12920366,0.05262927,0.056286585,0.16716988,0.55779505,0.0001651843
116,612.0,0.0,101.0,1.0,101.0,4006.0,0.4708155999999874,2.0,2.0,0.0,,,,,,,,,,,,,,,,0.8813809358932725,0.5271073933344768,1.6757290490602832,0.0,,,,,,,,,0.08839721,0.03015586,0.15004447,0.054112095,0.059538126,0.20639643,0.91937613,2.8841609999999996e-05
117,633.0,0.0,103.0,1.0,103.0,4109.0,0.4698061999999869,2.0,2.0,0.0,,,,,,,,,,,,,,,,0.7670177609397894,0.5708948709094966,1.6689717585696804,0.0,,,,,,,,,0.10353025,0.035485074,0.1557981,0.04468717,0.038197897,0.107252,0.36280406,0.0011087173
118,644.0,0.0,53.0,1.0,53.0,4162.0,0.4692867999999867,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5189050264946156,0.4248965219314306,1.0,0.0,,,,,,,,,0.102050446,0.029867966,0.15692568,0.052941825,0.041615386000000004,0.11908907,0.3988755,0.0009848764
119,655.0,0.0,55.0,1.0,55.0,4217.0,0.4687477999999865,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5132172134576816,0.42380128326350175,1.0,0.0,,,,,,,,,0.09923156,0.017119495,0.13711089999999998,0.07635659,0.056949783,0.16885047,0.5634998,0.00011717993999999998
120,660.0,0.0,24.0,1.0,24.0,4241.0,0.4685125999999864,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.10512584,0.021881027,0.13154769,0.074215844,0.00092352735,0.00048514487999999997,0.0016829141,0.00041970247
121,665.0,0.0,24.0,1.0,24.0,4265.0,0.4682773999999862,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.10209602,0.021233268,0.13341019,0.07486358,0.00081835466,0.0002383939,0.0010732986,0.00043016410000000006
122,666.0,0.0,1.0,1.0,1.0,4266.0,0.4682675999999862,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
123,677.0,0.0,52.0,1.0,52.0,4318.0,0.467757999999986,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.094018534,0.014452208000000001,0.12364663,0.07155165,0.01922713,0.056582592,0.18897419,0.00015006686
124,688.0,0.0,54.0,1.0,54.0,4372.0,0.4672287999999858,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.08347893,0.016335115,0.12195676,0.056546435,0.03860981,0.11426703,0.3814103,0.00024285488999999997
125,699.0,0.0,52.0,1.0,52.0,4424.0,0.4667191999999856,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.08205,0.022543898,0.12833692,0.05540137,0.019100612,0.05453369,0.18269853,0.00047629816
126,704.0,0.0,24.0,1.0,24.0,4448.0,0.4664839999999855,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.083455086,0.020823644,0.123945236,0.06553873,0.0008568175999999999,0.00049120083,0.0016344454000000001,0.00029049319999999997
127,709.0,0.0,24.0,1.0,24.0,4472.0,0.4662487999999854,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.080126934,0.016562307,0.11503692,0.06393641,0.00046669276,0.00017906096999999998,0.0006475866999999999,0.00018727388
128,712.0,0.0,15.0,1.0,15.0,4487.0,0.4661017999999853,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07734776,0.013459095,0.101347774,0.062120136,0.00023492877,1.1755044e-05,0.0002466838,0.00022317372000000004
129,723.0,0.0,52.0,1.0,52.0,4539.0,0.4655921999999851,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.06865483,0.009853586999999999,0.092422456,0.05169022,0.020130171999999998,0.059659522,0.19910689,1.8855995e-05
130,734.0,0.0,53.0,1.0,53.0,4592.0,0.4650727999999849,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5189050264946156,0.4248965219314306,1.0,0.0,,,,,,,,,0.07308253,0.014188471999999999,0.11434976,0.055157732,0.03948576,0.117836565,0.39299515,5.9261463e-05
131,745.0,0.0,54.0,1.0,54.0,4646.0,0.4645435999999846,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.08239171,0.026587179,0.14445609,0.05534114,0.036754098,0.10736249,0.3588398,0.00057239155
132,756.0,0.0,55.0,1.0,55.0,4701.0,0.4640045999999844,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5132172134576816,0.42380128326350175,1.0,0.0,,,,,,,,,0.09093048,0.028265601,0.1446689,0.055992223,0.058524407,0.17036986,0.56963223,0.001020798
133,767.0,0.0,56.0,1.0,56.0,4757.0,0.4634557999999842,1.0,4.0,0.0,,,,,,,,,,,,,,,,0.5040526203602229,0.4254640849482104,1.0,0.0,,,,,,,,,0.10313678,0.022512908999999998,0.14123678,0.078680746,0.05669725,0.16673045,0.55688566,0.0005270605
134,772.0,0.0,24.0,1.0,24.0,4781.0,0.4632205999999841,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.110361375,0.029590966,0.14734544,0.07103138,0.0023054865,0.0008587350999999999,0.003731192,0.0015000588000000001
135,777.0,0.0,24.0,1.0,24.0,4805.0,0.462985399999984,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.10698792,0.027917882,0.14324693,0.06275278,0.0013645464999999999,0.00043549962,0.0020915067,0.00095611135
136,782.0,0.0,24.0,1.0,24.0,4829.0,0.4627501999999839,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.09684548,0.019581183999999998,0.12468915,0.06402002,0.00063719467,0.00025190302,0.0009644825500000001,0.00031055487
137,787.0,0.0,24.0,1.0,24.0,4853.0,0.4625149999999837,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.08514852,0.010406802,0.1019025,0.06663529,7.927007e-05,5.49737e-05,0.00016262982,8.209425e-06
138,802.0,0.0,72.0,1.0,72.0,4925.0,0.4618093999999834,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.4690527208555781,0.41448467054854793,1.0,0.0,,,,,,,,,0.07434035,0.008779802,0.102222115,0.061949678,0.014235103999999998,0.05037706,0.19586977,6.1873816e-06
139,807.0,0.0,24.0,1.0,24.0,4949.0,0.4615741999999834,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07219878,0.01653223,0.10291278,0.050261147,0.00038819567999999997,0.00019228888,0.00068649737,0.00016338133999999998
140,812.0,0.0,24.0,1.0,24.0,4973.0,0.4613389999999832,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.06810211,0.011954194,0.09173427,0.05011968,0.00042919587999999995,0.00012402133,0.00055751024,0.00028436416
141,817.0,0.0,24.0,1.0,24.0,4997.0,0.4611037999999831,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.063984215,0.0064759282,0.07655495,0.051324315,0.0004928593400000001,0.00021117511000000002,0.0007674826,0.00026420606
142,820.0,0.0,12.0,1.0,12.0,5009.0,0.4609861999999831,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0640031,0.0056540209999999995,0.07259389,0.05493502,0.00057145755,5.9463724000000004e-05,0.0006309213,0.0005119937999999999
143,825.0,0.0,24.0,1.0,24.0,5033.0,0.4607509999999829,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.06451932,0.0044587418,0.07335704,0.054604284,0.00039711932,0.00014757816,0.00063420105,0.0002354089
144,830.0,0.0,24.0,1.0,24.0,5057.0,0.4605157999999829,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.06334493,0.003912494,0.069234885,0.052976935999999995,0.0006339283000000001,0.00012344806999999998,0.0008463778,0.00054354017
145,832.0,0.0,7.0,1.0,7.0,5064.0,0.4604471999999829,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.06035191,0.0055641676,0.0692637,0.05142855599999999,0.00044464160000000006,0.0,0.00044464160000000006,0.00044464160000000006
146,837.0,0.0,24.0,1.0,24.0,5088.0,0.4602119999999828,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.060435615,0.006453160699999999,0.07545922,0.04944761,0.0006926845,0.00014405526000000002,0.0008343419,0.00045874517
147,848.0,0.0,52.0,1.0,52.0,5140.0,0.4597023999999825,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.06820399,0.01100929,0.10061815,0.05349145,0.019784277,0.058259807999999996,0.19456205,9.948957000000001e-05
148,859.0,0.0,54.0,1.0,54.0,5194.0,0.4591731999999823,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.07736732,0.018125935,0.12136063,0.055012893,0.03826442,0.11307491,0.37748826,0.00023203791
149,864.0,0.0,24.0,1.0,24.0,5218.0,0.4589379999999822,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.08022753,0.023664993999999998,0.12810639,0.060671947999999996,0.0006849873,0.00012465446,0.0008700324699999999,0.0005575028
150,875.0,0.0,52.0,1.0,52.0,5270.0,0.45842839999998203,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.08633806,0.02243065,0.13592005,0.06476869,0.018964563,0.054055594000000005,0.18112932,0.00048118559999999996
151,886.0,0.0,54.0,1.0,54.0,5324.0,0.4578991999999818,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.08440914,0.012919372,0.118901454,0.07096202,0.04028917,0.11966336,0.39927787,8.88183e-05
152,891.0,0.0,24.0,1.0,24.0,5348.0,0.4576639999999816,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.08703269,0.013541745,0.10826723,0.066480264,0.00032776236,2.5526221999999996e-05,0.00037106976,0.00030498437
153,910.0,0.0,95.0,1.0,95.0,5443.0,0.4567329999999813,2.0,2.0,0.0,,,,,,,,,,,,,,,,0.7414319649150338,0.5850915616251617,1.6825545950103868,0.0,,,,,,,,,0.08746838,0.018440142,0.14816985,0.057962667,0.05279459,0.17336841,0.74391127,3.8367885e-05
154,915.0,0.0,24.0,1.0,24.0,5467.0,0.4564977999999811,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.09973003,0.02195163,0.14468168,0.071939394,0.0027365251,0.0011053447,0.0039236625,0.0010615382000000002
155,920.0,0.0,24.0,1.0,24.0,5491.0,0.456262599999981,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.095862895,0.014255895,0.11867223,0.071113124,0.00042584434000000003,0.00024347709999999998,0.0008424903,0.00023422942999999999
156,925.0,0.0,24.0,1.0,24.0,5515.0,0.4560273999999809,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.09031142,0.01297162,0.110667445,0.070553534,0.0003248459,0.00011954216999999999,0.00047709676,0.00014770223
157,930.0,0.0,24.0,1.0,24.0,5539.0,0.4557921999999808,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.08104393,0.012718693,0.10152084,0.06479823,0.00014260312,3.1706437e-05,0.00017037941000000003,9.059783000000002e-05
158,935.0,0.0,24.0,1.0,24.0,5563.0,0.4555569999999807,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07596453,0.011702553999999999,0.09578933,0.06085507,0.00014714886,8.425822000000001e-05,0.00025223134,1.7464946999999998e-05
159,940.0,0.0,24.0,1.0,24.0,5587.0,0.4553217999999806,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.066409715,0.008723007,0.07956348,0.047551937,0.0003168223,0.00015954701,0.0004325461,4.294515e-05
160,945.0,0.0,24.0,1.0,24.0,5611.0,0.4550865999999805,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.061636366,0.006376351999999999,0.073017895,0.04785463,0.0008631575999999999,0.0002488066,0.0012485642999999999,0.000643735
161,956.0,0.0,52.0,1.0,52.0,5663.0,0.4545769999999803,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.0668156,0.00623427,0.08440489999999999,0.052452892,0.020284748000000002,0.059312135,0.19821812,2.574366e-05
162,967.0,0.0,54.0,1.0,54.0,5717.0,0.4540477999999801,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.07832273,0.00959376,0.10318826,0.06255627400000001,0.039543845,0.118287005,0.3944048,1.7807353e-05
163,978.0,0.0,55.0,1.0,55.0,5772.0,0.4535087999999798,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5132172134576816,0.42380128326350175,1.0,0.0,,,,,,,,,0.094177455,0.017521465,0.13390744,0.07279426,0.05540521,0.16381086,0.5468365,0.00035105163
164,989.0,0.0,52.0,1.0,52.0,5824.0,0.4529991999999796,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5148012122030814,0.42792094166684,1.0,0.0,,,,,,,,,0.10131805,0.028418198,0.14865567,0.05693026599999999,0.020502217,0.055599395,0.1872949,0.0010659902
165,991.0,0.0,11.0,1.0,11.0,5835.0,0.4528913999999796,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.10065218,0.023896739,0.12976600000000002,0.07009303,0.0019586566000000002,0.0,0.0019586566000000002,0.0019586566000000002
166,1002.0,0.0,54.0,1.0,54.0,5889.0,0.4523621999999794,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5092956741521227,0.4267174441531693,1.0,0.0,,,,,,,,,0.088302806,0.016600255,0.12181738,0.06405199,0.03991258,0.11788066,0.39355117,8.372803e-05
167,1013.0,0.0,53.0,1.0,53.0,5942.0,0.4518427999999791,1.0,1.0,0.0,,,,,,,,,,,,,,,,0.5189050264946156,0.4248965219314306,1.0,0.0,,,,,,,,,0.08208684,0.012937944,0.10868713,0.055591654000000004,0.040527,0.12099863,0.40352267,2.3147260000000002e-05
168,1018.0,0.0,24.0,1.0,24.0,5966.0,0.451607599999979,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.089213744,0.01305453,0.11265105,0.07249413,0.00053990993,0.00013450206,0.0007375707,0.00036113066
169,1023.0,0.0,24.0,1.0,24.0,5990.0,0.4513723999999789,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.08227284,0.007494508,0.097882286,0.0686567,4.114283e-05,3.4968238e-05,9.736268e-05,1.8153918000000001e-06
170,1028.0,0.0,24.0,1.0,24.0,6014.0,0.4511371999999788,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.07731951,0.0059566037,0.08605237,0.06250259999999999,0.00014898041000000002,0.00016109177,0.00042544805999999996,3.1070897e-05
