Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
61,352.0,0.0,1396.0,61.0,10.0,1396.0,0.965053000000014,10.0,10.0,0.0,,,,1.438803368806839,0.8169371111379098,3.0215635299682617,0.4999756217002869,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,8.056614999999999,3.8182504,14.374285999999998,3.1855695,,,,
62,364.0,0.0,1408.0,62.0,12.0,1408.0,0.9638650000000144,12.0,12.0,0.0,,,,1.6018793433904648,0.7579476115705771,2.9731540679931636,0.5915055274963379,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,5.653218,2.25928,11.076307,1.8599205,,,,
63,376.0,0.0,1420.0,63.0,12.0,1420.0,0.9626770000000151,12.0,12.0,0.0,,,,1.1506996303796768,0.5343010464899391,2.1373910903930664,0.4922716617584229,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,5.9271965,2.3708987,9.876386,2.1529608,5.7810373,0.2641809,6.0452185,5.5168567
64,396.0,0.0,1440.0,64.0,20.0,1440.0,0.9606970000000158,20.0,20.0,1.0,,,,1.4373753458261493,0.5922973098233547,2.441025733947754,0.4983891248703003,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,6.0799785,2.6448252,12.637478,2.867093,7.222004400000001,0.05219698,7.274201400000001,7.169807400000001
65,433.0,0.0,1477.0,65.0,37.0,1477.0,0.9570340000000171,37.0,37.0,0.0,,,,1.984199363637615,1.0343019704049945,5.386186599731445,0.4750326573848725,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,11.905984,6.3779864,30.649826,2.1481616000000003,7.271360400000001,0.34790188,7.5845423,6.712586
66,455.0,0.0,1499.0,66.0,22.0,1499.0,0.954856000000018,22.0,22.0,0.0,,,,1.6902063665064901,0.8886952237339948,4.382080554962158,0.2914745509624481,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,9.283744,4.53125,16.110838,1.7008961,7.1562366,0.33368945,7.4899263,6.8225474
67,474.0,0.0,1518.0,67.0,19.0,1518.0,0.9529750000000188,19.0,19.0,0.0,,,,1.8547601699829104,1.0966444073994,4.526668071746826,0.5620180368423462,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,6.940823,3.2344362999999996,17.223326,2.824541,8.159798,0.13245249,8.29225,8.027345
68,497.0,0.0,1541.0,68.0,23.0,1541.0,0.9506980000000198,23.0,23.0,1.0,,,,1.4863938948382502,0.8150305444096906,4.237067699432373,0.4099439978599548,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,8.079839999999999,3.4234834000000003,14.038826,3.1419202999999998,,,,
69,525.0,0.0,1569.0,69.0,28.0,1569.0,0.9479260000000208,28.0,28.0,0.0,,,,2.1170702853373116,1.2176584022128756,6.1747679710388175,0.5260298848152161,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,12.063310000000001,7.099684700000001,36.832405,3.9885050000000004,9.891666,0.38268709999999995,10.274353,9.508979
70,567.0,0.0,1611.0,70.0,42.0,1611.0,0.9437680000000226,42.0,42.0,0.0,,,,1.9458533951214383,1.121793544499696,4.436372756958008,0.3981453776359558,0.00025,0.0,0.00025,0.00025,9.490718,4.64286,21.406445,2.007218,10.564686,0.14397615,10.794503,10.406831
