Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
76,366.0,0.0,2490.0,2490.0,11.0,2490.0,0.9985526200000314,0.0,0.0,0.0,,,,33.122159798940025,45.30915609323953,97.19898223876952,1.0761109590530396,5e-05,0.0,5e-05,5e-05,18.995323000000003,17.769012,44.12447,6.3967624,,,,
77,372.0,0.0,2514.0,2514.0,24.0,2514.0,0.998528860000032,0.0,0.0,0.0,,,,1.0263878504435222,0.03595253660061427,1.0674365758895874,0.9530956745147704,5e-05,0.0,5e-05,5e-05,5.844719,0.3792591,6.322671400000001,5.1602974,,,,
78,385.0,0.0,2566.0,2566.0,52.0,2566.0,0.9984773800000329,1.0,1.0,0.0,,,,15.622511538175434,21.955940133098217,48.90377807617188,0.8857002258300781,5.000000000000001e-05,6.776263578034403e-21,5e-05,5e-05,10.903945,9.624883,28.634946999999997,4.1312666,,,,
79,391.0,0.0,2590.0,2590.0,24.0,2590.0,0.9984536200000336,0.0,0.0,0.0,,,,8.914457827806473,17.704085571689312,48.5019416809082,0.937897801399231,5e-05,0.0,5e-05,5e-05,8.667239,7.7967815,26.093512,4.8687267,,,,
80,397.0,0.0,2614.0,2614.0,24.0,2614.0,0.998429860000034,0.0,0.0,0.0,,,,9.032966057459511,17.875524869757363,49.00383758544922,1.0204241275787354,5e-05,0.0,5e-05,5e-05,8.427239,5.5952044,20.88978,5.0903773,,,,
81,403.0,0.0,2638.0,2638.0,24.0,2638.0,0.9984061000000346,0.0,0.0,0.0,,,,8.866082092126211,17.552870158775338,48.1154670715332,0.9806023836135864,5e-05,0.0,5e-05,5e-05,9.085885000000001,7.910152,26.759847999999998,5.1529555,,,,
82,409.0,0.0,2662.0,2662.0,24.0,2662.0,0.9983823400000352,0.0,0.0,0.0,,,,24.69321288665136,36.27367895093466,96.13671875,0.9852004051208496,5e-05,0.0,5e-05,5e-05,16.696645999999998,17.622509,51.01573,4.4064182999999995,,,,
83,427.0,0.0,2735.0,2735.0,73.0,2735.0,0.9983100700000368,2.0,2.0,0.0,,,,19.336389051543343,22.82341659638734,48.68798828125,1.0496588945388794,5e-05,0.0,5e-05,5e-05,14.724132,9.188211,29.334064,5.696808,0.0159418622557132,0.005515717292335336,0.02312155445833923,0.007923480649187697
84,433.0,0.0,2759.0,2759.0,24.0,2759.0,0.9982863100000372,0.0,0.0,0.0,,,,16.809962113698322,21.85605553340469,47.94638442993164,1.2866826057434082,5e-05,0.0,5e-05,5e-05,16.496841,6.724873,26.596153,10.004517,,,,
85,439.0,0.0,2783.0,2783.0,24.0,2783.0,0.9982625500000376,0.0,0.0,0.0,,,,9.036818067232767,16.828245922591666,46.66565322875977,1.383210301399231,5e-05,0.0,5e-05,5e-05,17.08449,6.3488435999999995,31.148613,12.513732000000001,,,,
86,445.0,0.0,2807.0,2807.0,24.0,2807.0,0.9982387900000382,0.0,0.0,0.0,,,,24.531305134296414,35.306236354551324,94.19441223144531,1.4283678531646729,5e-05,0.0,5e-05,5e-05,23.343897,15.060599,54.100468000000006,12.730627,,,,
