Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
59,2004.0,0.0,3063.0,3063.0,48.0,3063.0,0.0,-123.0,-123.0,0.0,,,,92.99683431107948,141.43286777815297,352.537109375,1.8527482748031616,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,102.05684000000001,69.10961999999999,291.626,18.525894,-12.471302412481297,61.146731080893574,96.01,-118.19573216364536,-6.2866817,1.8465577000000002,-0.49005857,-10.831097999999999
60,2079.0,0.0,3138.0,3138.0,75.0,3138.0,0.0,-320.0,-320.0,0.0,,,,97.26729603554752,163.1112742329845,687.2139892578125,1.6996244192123413,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,146.10074,119.00542,599.7943,16.849135999999998,-124.49646224502408,64.66944306734587,-4.0,-228.91682153154727,-9.611888,2.366048,-1.4761203999999999,-14.492895
61,2154.0,0.0,3213.0,3213.0,75.0,3213.0,0.0,-305.0,-305.0,0.0,,,,90.82309616256404,167.15912033196284,972.1041259765624,2.059154510498047,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,121.49753600000001,105.22522,655.5634,15.090320000000002,-122.586049457154,62.24900666098575,-4.0,-215.2125887950852,-7.765374,2.5660737,0.10358989,-12.320436500000001
62,2229.0,0.0,3288.0,3288.0,75.0,3288.0,0.0,-340.0,-340.0,0.0,,,,103.03188085878216,160.11476238143388,629.5014038085938,2.065213680267334,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,129.12662,99.322395,473.9209,25.999845999999998,-140.77525869989216,71.5919092758268,-4.0,-236.78642017684925,-12.315227,2.4464203999999996,-5.85264,-20.308563
63,2257.0,0.0,3316.0,3316.0,28.0,3316.0,0.0,-19.0,-19.0,0.0,,,,72.79978763615644,126.02067824671049,331.4776306152344,2.462757110595703,0.00025,0.0,0.00025,0.00025,82.827324,62.451243999999996,246.42375,27.568047999999997,29.90037760903451,37.65523178932241,99.0,-27.648591646999634,-9.536228999999999,0.9217332,-6.5805693,-12.411653999999999
64,2332.0,0.0,3391.0,3391.0,75.0,3391.0,0.0,-300.0,-300.0,0.0,,,,78.72283910416267,134.2284907798666,360.5528564453125,1.748171329498291,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,109.70896,75.59179,383.19586,20.99193,-120.46974675722326,60.53420221252621,-4.0,-211.76534336573985,-10.190836000000001,1.2046573999999999,-6.8478937,-13.366903
65,2344.0,0.0,3403.0,3403.0,12.0,3403.0,0.0,38.0,38.0,0.0,,,,38.78495532816107,101.82533948188544,360.7355346679688,2.5341005325317383,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,121.84929,90.3736,370.85327,27.568861,64.08129370001625,21.117436028229967,97.0,30.61640884444245,-10.46344,1.8601188999999998,-7.3294687000000005,-14.801551000000002
66,2419.0,0.0,3478.0,3478.0,75.0,3478.0,0.0,-370.0,-370.0,0.0,,,,100.321329857852,192.76903876974467,982.668212890625,2.5567450523376465,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,131.56895,120.51134499999999,761.02325,18.148516,-144.58763736892013,75.63035392620908,-4.0,-264.20128482152495,-8.944732,3.1259432,2.2001494999999998,-16.476538
67,2494.0,0.0,3553.0,3553.0,75.0,3553.0,0.0,-325.0,-325.0,0.0,,,,104.86867535436475,160.67078241978047,673.0552368164062,2.0147547721862797,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,120.06863,109.226974,709.2492,20.63289,-133.57058476322965,67.35909874368015,-4.0,-227.0929913409875,-9.710923,2.3041777999999997,-5.0092099999999995,-16.585718
68,2569.0,0.0,3628.0,3628.0,75.0,3628.0,0.0,-320.0,-320.0,0.0,,,,88.66654959240475,152.15628730924527,649.454345703125,2.0423953533172607,0.0002500000000000001,5.421010862427521e-20,0.00025,0.00025,117.71602,97.540054,526.20935,19.111258,-133.43295210500722,60.99191812658717,-4.0,-222.1467534558025,-9.701019,3.557464,2.303188,-17.300532999999998
