Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,L/Mean,L/Stdev,L/Max,L/Min,Advantage/Mean,Advantage/Stdev,Advantage/Max,Advantage/Min,Action/Mean,Action/Stdev,Action/Max,Action/Min,V/Mean,V/Stdev,V/Max,V/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min
807,8055.0,0.0,2637.0,807.0,3.0,2637.0,-0.035641898844987314,3.0,3.0,1.0,,,,0.0952437723055482,0.042408630556275216,0.1559593230485916,0.029843505471944812,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,4.112374,3.1743212000000005,11.067308,0.789752,1.9867,0.8042933420089962,2.9701,1.0,1.6353585,0.45760283,2.0692942,1.0026078,0.032177288,0.026169294,0.06411409400000001,1.3876892e-05,0.0,0.0,-0.0,-0.0,2.9566939999999997,0.031219255,2.9834406,2.9129,1.6353585,0.45760283,2.0692942,1.0026078,1.6870908138696106,0.4785386397734224,2.487748384475708,1.0
808,8065.0,0.0,2639.0,808.0,2.0,2639.0,0.039636404146992536,2.0,2.0,1.0,,,,0.10459542721509932,0.03673608609588914,0.15851029567420485,0.061774164438247674,0.001,0.0,0.001,0.001,4.4588776,4.8613057,13.768803,0.64218754,1.495,0.495,1.99,1.0,1.6766346,0.3393399,2.0159745,1.3372947,0.032953113,0.016101241000000002,0.049054354,0.016851874,0.0,0.0,-0.0,-0.0,2.9468799,0.03685093,2.9837307999999996,2.910029,1.6766346,0.3393399,2.0159745,1.3372947,1.787163264349103,0.4609692366658931,2.47878887295723,1.0
809,8080.0,0.0,2642.0,809.0,3.0,2642.0,0.04164768975047417,3.0,3.0,1.0,,,,0.15102751133963466,0.07138352115424322,0.2549471827223897,0.03201395273208618,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,5.4859943,3.7866156,12.563087,1.127045,1.9867,0.8042933420089962,2.9701,1.0,1.6782259999999998,0.48125178,2.0190523000000002,0.99763334,0.031730536000000004,0.025669482999999996,0.06289114,2.1191095999999997e-05,0.0,0.0,-0.0,-0.0,2.9583504,0.02633731,2.982593,2.9217402999999997,1.6782259999999998,0.48125178,2.0190523000000002,0.99763334,1.7127289624251425,0.4771508408708253,2.5201192033290862,1.0
810,8090.0,0.0,2644.0,810.0,2.0,2644.0,-0.011552911055839592,2.0,2.0,0.0,,,,0.21326410844922067,0.05919921520187171,0.28632000647485256,0.11592543125152588,0.001,0.0,0.001,0.001,6.031858000000001,3.6514316,10.992419,1.9241998,1.495,0.495,1.99,1.0,1.6420026,0.26406533,1.906068,1.3779373,0.031126248,0.017461088,0.048587337,0.013665159,0.0,0.0,-0.0,-0.0,2.953241,0.02854991,2.981791,2.9246912,1.6420026,0.26406533,1.906068,1.3779373,1.6507618728689852,0.4977401023532373,2.4662766897678368,1.0
811,8105.0,0.0,2647.0,811.0,3.0,2647.0,-0.023293642735594783,3.0,3.0,1.0,,,,0.07852674052119255,0.03836442065702515,0.1358396839350462,0.011696519330143929,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.4039962000000004,2.0930119,8.295857,0.93912506,1.9867,0.8042933420089962,2.9701,1.0,1.4504997,0.43348482,2.0513859,1.0448642,0.024083184,0.021280447,0.051761918,1.1420917999999999e-05,0.0,0.0,-0.0,-0.0,2.9472162999999996,0.04430121,2.9834669999999996,2.8848382999999997,1.4504997,0.43348482,2.0513859,1.0448642,1.7446881044730542,0.458862065758457,2.50157280087471,1.0
812,8115.0,0.0,2649.0,812.0,2.0,2649.0,-0.01681825612582779,2.0,2.0,1.0,,,,0.11704240012913945,0.040360404470344224,0.15864536352455616,0.04811891168355942,0.001,0.0,0.001,0.001,4.827975299999999,3.7603964999999997,11.233502,0.69845134,1.495,0.495,1.99,1.0,1.9128215,0.13065976,2.0434813000000003,1.7821618000000001,0.037848294,0.012011388000000001,0.049859684,0.025836907000000003,0.0,0.0,-0.0,-0.0,2.947475,0.03608048,2.9835556,2.9113946,1.9128215,0.13065976,2.0434813000000003,1.7821618000000001,1.7346322246305648,0.4570339396814632,2.3331354713439945,1.0
813,8130.0,0.0,2652.0,813.0,3.0,2652.0,0.037721740016165566,3.0,3.0,1.0,,,,0.2324463421478868,0.1128507161146361,0.4127729143947363,0.030067427083849907,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,9.216847,4.676355,16.213825,1.0928695,1.9867,0.8042933420089962,2.9701,1.0,1.6646106999999999,0.48359409999999997,2.0506947,0.98269325,0.033109713,0.02535266,0.061628662,3.1676704e-05,0.0,0.0,-0.0,-0.0,2.948178,0.027552549,2.9804049999999997,2.9130967,1.6646106999999999,0.48359409999999997,2.0506947,0.98269325,1.6809166555292905,0.4762064152878082,2.434080890417099,1.0
814,8140.0,0.0,2654.0,814.0,2.0,2654.0,-0.010519100319054179,2.0,2.0,1.0,,,,0.2176724463701248,0.08825133603228667,0.3390698730945587,0.08151515573263167,0.001,0.0,0.001,0.001,3.9536805,1.5690812,5.756476999999999,1.9342669999999997,1.495,0.495,1.99,1.0,1.7664157999999999,0.21298665,1.9794023999999997,1.5534291,0.033254523,0.018686859,0.05194138400000001,0.014567664,0.0,0.0,-0.0,-0.0,2.9587924,0.023538351000000002,2.9823307999999997,2.935254,1.7664157999999999,0.21298665,1.9794023999999997,1.5534291,1.758679053094238,0.4548010971311808,2.5669165623188017,1.0
815,8155.0,0.0,2657.0,815.0,3.0,2657.0,0.016773319584763084,3.0,3.0,0.0,,,,0.1392117254436016,0.058939400222822076,0.2292825561016798,0.030925853177905083,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.3125792,0.99647087,3.9085038,0.9657180000000001,1.9867,0.8042933420089962,2.9701,1.0,1.615578,0.40693575,2.061337,1.0774696000000001,0.039954152,0.029363927999999997,0.06987739,5.6410942999999996e-05,0.0,0.0,-0.0,-0.0,2.93929,0.039209783,2.9816341,2.8871124,1.615578,0.40693575,2.061337,1.0774696000000001,1.7593666570559143,0.4703135362720508,2.8271016407012937,1.0
816,8170.0,0.0,2660.0,816.0,3.0,2660.0,0.02254453524626285,3.0,3.0,1.0,,,,0.09993216581642628,0.05571211489681697,0.20338448137044907,0.019771885126829147,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,3.3509126000000005,1.629885,7.0211277,1.1544116000000002,1.9867,0.8042933420089962,2.9701,1.0,1.6512266,0.48992866,2.0564837,0.9619049999999999,0.042555105,0.030559272000000002,0.07060424,5.7076930000000004e-05,0.0,0.0,-0.0,-0.0,2.9373047000000003,0.03702363,2.9807997000000004,2.8903131,1.6512266,0.48992866,2.0564837,0.9619049999999999,1.7448527830876412,0.4612301873656815,2.5719680523872377,1.0
817,8185.0,0.0,2663.0,817.0,3.0,2663.0,-0.0238063268865318,3.0,3.0,1.0,,,,0.1034083792939782,0.05586442867428602,0.21308140270411968,0.018969332799315453,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,3.3145222999999997,2.3578572,7.784099,0.49444035,1.9867,0.8042933420089962,2.9701,1.0,1.5681883,0.44747397,2.044773,0.9693413000000001,0.033262335,0.024736524,0.059353285,3.542953e-05,0.0,0.0,-0.0,-0.0,2.93633,0.04035306,2.9812114,2.883364,1.5681883,0.44747397,2.044773,0.9693413000000001,1.7088577874191102,0.4778347662945154,2.4095540845394137,1.0
818,8200.0,0.0,2666.0,818.0,3.0,2666.0,0.010219902567736222,3.0,3.0,1.0,,,,0.10955335274338722,0.0576104529205777,0.21038135141134265,0.0242850948125124,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.652132,1.6558688999999998,5.7125115,0.6277454,1.9867,0.8042933420089962,2.9701,1.0,1.6686811000000001,0.46314603,2.0658762,1.0190477,0.035701792999999996,0.025368745,0.056917425,3.8394042e-05,0.0,0.0,-0.0,-0.0,2.9361565,0.04198609,2.9805498,2.8798106,1.6686811000000001,0.46314603,2.0658762,1.0190477,1.7324977163765578,0.4762765452689021,2.8322264194488525,1.0
819,8215.0,0.0,2669.0,819.0,3.0,2669.0,0.016249504040095748,3.0,3.0,1.0,,,,0.11540207751095295,0.05787394379373882,0.2350063864141703,0.0376650020480156,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,5.316478,4.0925417,13.21614,0.50016445,1.9867,0.8042933420089962,2.9701,1.0,1.6339117,0.46302998,2.0764282,0.99464697,0.03386674,0.024270273999999998,0.055839796,4.4760778e-05,0.0,0.0,-0.0,-0.0,2.9334104,0.043450166,2.9804811,2.8756678,1.6339117,0.46302998,2.0764282,0.99464697,1.7244623621199282,0.4785924670804118,2.8334170949459083,1.0
820,8225.0,0.0,2671.0,820.0,2.0,2671.0,0.016499054311803464,2.0,2.0,0.0,,,,0.11879420652985573,0.06274149685644524,0.21542548760771751,0.041384484618902206,0.001,0.0,0.001,0.001,4.628261,2.72918,8.405169500000001,0.87042725,1.495,0.495,1.99,1.0,1.6758552,0.37334870000000003,2.0492039,1.3025064,0.041441567,0.014780867,0.056222435,0.026660701000000002,0.0,0.0,-0.0,-0.0,2.9238267000000002,0.05619824,2.980025,2.8676286,1.6758552,0.37334870000000003,2.0492039,1.3025064,1.6538595687001945,0.5048906753523862,2.650661919116974,1.0
821,8240.0,0.0,2674.0,821.0,3.0,2674.0,0.07612481691813243,3.0,3.0,1.0,,,,0.07810935769230128,0.037987649398190895,0.13538643717765808,0.01749405823647976,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.6956892,0.9769644000000001,3.1531314999999998,0.5861679,1.9867,0.8042933420089962,2.9701,1.0,1.6850095,0.4849665,2.0472054,0.99953145,0.035959464,0.027389708999999998,0.06645775599999999,2.9774454999999998e-05,0.0,0.0,-0.0,-0.0,2.9418293999999996,0.033626784,2.9790661,2.8975945,1.6850095,0.4849665,2.0472054,0.99953145,1.759185474473983,0.4873314354537334,2.8358449447155,1.0
822,8255.0,0.0,2677.0,822.0,3.0,2677.0,-0.03909703529188988,3.0,3.0,1.0,,,,0.10079644192010163,0.053042550452163835,0.20575479790568352,0.021913325414061543,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,3.7821858,2.6783984,10.830932,1.4005413999999998,1.9867,0.8042933420089962,2.9701,1.0,1.4499674999999999,0.40291217,1.9788398,1.0018797,0.028295761000000003,0.0244963,0.05976990000000001,2.325962e-05,0.0,0.0,-0.0,-0.0,2.9309657000000002,0.046057243,2.9784427000000004,2.8686092,1.4499674999999999,0.40291217,1.9788398,1.0018797,1.7484966708030552,0.4716285708420455,2.547522324323654,1.0
823,8270.0,0.0,2680.0,823.0,3.0,2680.0,0.03008938857980178,3.0,3.0,1.0,,,,0.1033957239240408,0.033354497527866914,0.15072629321366549,0.05396072193980217,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,3.3366292,2.4249132,9.50612,0.5573416,1.9867,0.8042933420089962,2.9701,1.0,1.4391426999999999,0.4237647,2.0144782,1.006194,0.025567971000000002,0.02213979,0.05401935,2.2180773e-05,0.0,0.0,-0.0,-0.0,2.9309053,0.04821072,2.9793522,2.8651357,1.4391426999999999,0.4237647,2.0144782,1.006194,1.6970528329759835,0.4849836831052971,2.51818230509758,1.0
824,8285.0,0.0,2683.0,824.0,3.0,2683.0,-0.019121494681549764,3.0,3.0,1.0,,,,0.13574286196380853,0.06424191556899575,0.2376569788902998,0.019752105697989464,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,5.325883,3.4611974,14.104445000000002,2.082479,1.9867,0.8042933420089962,2.9701,1.0,1.7322363,0.50110906,2.092389,1.0235931999999999,0.031209417000000003,0.022885058,0.054330338,3.6304915e-05,0.0,0.0,-0.0,-0.0,2.940131,0.033016868,2.9805446,2.8996701000000003,1.7322363,0.50110906,2.092389,1.0235931999999999,1.7414691653344785,0.4824711095413845,2.613726195096969,1.0
825,8300.0,0.0,2686.0,825.0,3.0,2686.0,-0.027038582478921342,3.0,3.0,0.0,,,,0.07505306135863066,0.04544894892952965,0.1741855889558792,0.01676067151129246,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.0877595,1.7202746,6.2031474,0.6566834,1.9867,0.8042933420089962,2.9701,1.0,1.5835685,0.4575433,2.0344599999999997,0.9562004999999999,0.030973082000000002,0.024600293,0.060208973,2.3918470000000003e-05,0.0,0.0,-0.0,-0.0,2.9301002,0.04264022,2.9782562,2.8745892000000004,1.5835685,0.4575433,2.0344599999999997,0.9562004999999999,1.7649767809715122,0.4705298826229508,2.5514393150806427,1.0
826,8315.0,0.0,2689.0,826.0,3.0,2689.0,-0.017209755046432795,3.0,3.0,1.0,,,,0.08991825692355633,0.05323881368829093,0.18387904576957226,0.010691270232200624,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.6649377,1.8325671000000001,6.7236285,0.6713434,1.9867,0.8042933420089962,2.9701,1.0,1.5725161,0.40396118,2.0432386,1.0568118999999998,0.028285592999999998,0.023585752,0.05775286599999999,1.7136377e-05,0.0,0.0,-0.0,-0.0,2.9364187999999998,0.04309815,2.9800136000000004,2.8777325,1.5725161,0.40396118,2.0432386,1.0568118999999998,1.7090060544516894,0.4840806155585853,2.4599568688869478,1.0
827,8325.0,0.0,2691.0,827.0,2.0,2691.0,0.07463974047855926,2.0,2.0,1.0,,,,0.09659598097205163,0.05109815436342552,0.1685228832066059,0.02360349521040916,0.001,0.0,0.001,0.001,2.3305283,1.3103021000000001,4.5055733,0.59914345,1.495,0.495,1.99,1.0,1.6009207,0.46033149999999995,2.061252,1.1405891000000001,0.033285886,0.016900975,0.05018686,0.01638491,0.0,0.0,-0.0,-0.0,2.9199512000000003,0.060548782,2.9805,2.8594023999999996,1.6009207,0.46033149999999995,2.061252,1.1405891000000001,1.7320763037055726,0.4910139081811354,2.549821299314499,1.0
828,8340.0,0.0,2694.0,828.0,3.0,2694.0,0.02042553037222817,3.0,3.0,1.0,,,,0.1134301008656621,0.060032697082657765,0.21164193749427795,0.024632785469293598,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.4629858,1.7490053,6.3166970000000005,0.5265483,1.9867,0.8042933420089962,2.9701,1.0,1.6736755,0.51814294,2.0532340000000002,0.9410708000000001,0.030312357,0.023408907000000003,0.057024244,2.0601596e-05,0.0,0.0,-0.0,-0.0,2.9366748,0.037079956000000004,2.9800843999999995,2.8894928,1.6736755,0.51814294,2.0532340000000002,0.9410708000000001,1.7579901808165015,0.4779014007408654,2.5573651945590967,1.0
829,8350.0,0.0,2696.0,829.0,2.0,2696.0,0.0036389469589266322,2.0,2.0,1.0,,,,0.09779496621340514,0.05465206517054457,0.16794127505272627,0.01471672486513853,0.001,0.0,0.001,0.001,1.9447874,1.5700749,4.832360700000001,0.5069587999999999,1.495,0.495,1.99,1.0,1.552622,0.46319616,2.015818,1.0894257999999999,0.02637351,0.014724412,0.04109792,0.011649096999999999,0.0,0.0,-0.0,-0.0,2.9250214,0.056351423,2.9813728,2.8686700000000003,1.552622,0.46319616,2.015818,1.0894257999999999,1.7292501340955495,0.4848152600519196,2.5603969383239753,1.0
830,8365.0,0.0,2699.0,830.0,3.0,2699.0,-0.02847978087547533,3.0,3.0,0.0,,,,0.09052235689014196,0.04983091069377043,0.1656732764095068,0.022766105830669403,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.7447886,1.3706744,4.802158400000001,1.2050034,1.9867,0.8042933420089962,2.9701,1.0,1.6267782,0.47894263,2.0840263,0.96540475,0.021426998,0.018168353999999998,0.044434365,1.728579e-05,0.0,0.0,-0.0,-0.0,2.944584,0.029546225,2.9822307,2.9100599999999996,1.6267782,0.47894263,2.0840263,0.96540475,1.6823240618631243,0.5129911621529437,2.851405748128891,1.0
831,8380.0,0.0,2702.0,831.0,3.0,2702.0,0.09086406813029996,3.0,3.0,1.0,,,,0.10999164003878832,0.04773819765492457,0.19883534125983715,0.04540001228451729,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,4.2090807,3.2865758,12.25205,0.46004486,1.9867,0.8042933420089962,2.9701,1.0,1.4325305,0.46743232,2.0726795,0.9696401,0.022562178,0.019601034,0.04780388,1.9474604e-05,0.0,0.0,-0.0,-0.0,2.9267275,0.051190358,2.9813994999999998,2.8582952,1.4325305,0.46743232,2.0726795,0.9696401,1.6847005756273865,0.5085677395759672,2.853788869380951,1.0
832,8390.0,0.0,2704.0,832.0,2.0,2704.0,-0.03801720232470166,2.0,2.0,1.0,,,,0.05515806842595339,0.0415661038279202,0.12493869569152595,0.007691443897783756,0.001,0.0,0.001,0.001,1.6676403000000002,0.736297,2.5570707,0.6501712,1.495,0.495,1.99,1.0,1.5275602,0.47953612,2.0070963,1.048024,0.029720463,0.016830355,0.046550818,0.012890108999999999,0.0,0.0,-0.0,-0.0,2.9191015,0.061866045,2.9809674999999998,2.8572354,1.5275602,0.47953612,2.0070963,1.048024,1.7476966357305646,0.4962730350912198,2.85497022151947,1.0
833,8400.0,0.0,2706.0,833.0,2.0,2706.0,0.0015077054715220484,2.0,2.0,1.0,,,,0.07290588580071926,0.045074403847844766,0.13050736114382744,0.014766006730496885,0.001,0.0,0.001,0.001,2.6969013,2.5132307999999997,6.950478599999999,0.4319728,1.495,0.495,1.99,1.0,1.502005,0.52429116,2.0262960999999997,0.9777138000000001,0.031668536000000004,0.016603313,0.04827185,0.015065222,0.0,0.0,-0.0,-0.0,2.908265,0.071962714,2.980228,2.8363025,1.502005,0.52429116,2.0262960999999997,0.9777138000000001,1.7634080357253552,0.4690974137989838,2.4027390635013584,1.0
834,8415.0,0.0,2709.0,834.0,3.0,2709.0,-0.0735326800141865,3.0,3.0,1.0,,,,0.09179146569222213,0.06304122301748476,0.20127703249454496,0.018181866034865383,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,3.837192,3.0506794,10.976216,0.63897735,1.9867,0.8042933420089962,2.9701,1.0,1.6659439999999999,0.4571193,2.0871756,1.03064,0.025557793999999998,0.019969676000000002,0.04876599,1.7532886e-05,0.0,0.0,-0.0,-0.0,2.9372609,0.03888748,2.9811077,2.8865895,1.6659439999999999,0.4571193,2.0871756,1.03064,1.7095533473994582,0.4871163916588422,2.6340939569473267,1.0
835,8430.0,0.0,2712.0,835.0,3.0,2712.0,0.0009326800257113168,3.0,3.0,0.0,,,,0.08574373461306095,0.058093862066263886,0.20493576116859916,0.01610998809337616,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,3.8980165,3.8715909,12.900078,0.66250706,1.9867,0.8042933420089962,2.9701,1.0,1.6858598000000002,0.48315874,2.1212169999999997,1.0120983000000001,0.028642586,0.021990907999999997,0.05348876,2.0711243e-05,0.0,0.0,-0.0,-0.0,2.9372928,0.038977872999999996,2.9821022,2.8870852000000005,1.6858598000000002,0.48315874,2.1212169999999997,1.0120983000000001,1.7395036951396612,0.4960804085473561,2.635570234060288,1.0
836,8445.0,0.0,2715.0,836.0,3.0,2715.0,-0.005852143351147365,3.0,3.0,1.0,,,,0.09438452329486607,0.04762935193116179,0.18062851391732693,0.02380671165883541,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.2222779,2.0686429,7.7959228000000005,0.5926196,1.9867,0.8042933420089962,2.9701,1.0,1.6083813999999999,0.47350159999999997,2.0504265,0.95175266,0.028181994,0.023694634,0.057987157000000004,1.695687e-05,0.0,0.0,-0.0,-0.0,2.9312313,0.040423658,2.9791722000000003,2.8802912,1.6083813999999999,0.47350159999999997,2.0504265,0.95175266,1.7406127978879955,0.4990621671720006,2.562562671899796,1.0
837,8460.0,0.0,2718.0,837.0,3.0,2718.0,0.032360380564419325,3.0,3.0,1.0,,,,0.08208009637892248,0.0518693388876979,0.1880716532468796,0.0160247441381216,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.2829316000000004,1.267798,4.480400599999999,0.44433418,1.9867,0.8042933420089962,2.9701,1.0,1.6698506999999998,0.50920653,2.0317554,0.9497270000000001,0.027156782999999997,0.021502176,0.05260102,1.3899712999999999e-05,0.0,0.0,-0.0,-0.0,2.9346302000000004,0.0368627,2.9790959999999997,2.8888307,1.6698506999999998,0.50920653,2.0317554,0.9497270000000001,1.6855390859656036,0.5022502728435564,2.554344898462296,1.0
838,8475.0,0.0,2721.0,838.0,3.0,2721.0,-0.02359955264070657,3.0,3.0,1.0,,,,0.10570065202191473,0.060636748205652215,0.19943297654390332,0.014515296556055548,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.9385407000000003,2.2443006000000003,7.9437785000000005,0.6300848000000001,1.9867,0.8042933420089962,2.9701,1.0,1.4504675,0.4765135999999999,2.0759988000000003,0.9206056999999999,0.01975099,0.018362422,0.044232808,1.019566e-05,0.0,0.0,-0.0,-0.0,2.9321612999999997,0.04299052,2.9810404999999998,2.8764105,1.4504675,0.4765135999999999,2.0759988000000003,0.9206056999999999,1.7254066684208813,0.4952447936175862,2.557346547842026,1.0
839,8490.0,0.0,2724.0,839.0,3.0,2724.0,0.020552247576350848,3.0,3.0,1.0,,,,0.0924765158444643,0.06219977059143425,0.20676310919225216,0.0175735205411911,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,3.4831536,2.1885657000000003,8.246652000000001,0.52365893,1.9867,0.8042933420089962,2.9701,1.0,1.6870095,0.4634277,2.0284696,1.0318195,0.024465807000000003,0.01898041,0.046287287,1.8034732e-05,0.0,0.0,-0.0,-0.0,2.9376792999999997,0.035607345,2.9809002999999996,2.8936906000000002,1.6870095,0.4634277,2.0284696,1.0318195,1.7606507322844118,0.4857329084319708,2.559626168012619,1.0
840,8500.0,0.0,2726.0,840.0,2.0,2726.0,-0.01591447628007322,2.0,2.0,0.0,,,,0.07734402995556593,0.03795296026554983,0.12700702343136072,0.028998551890254017,0.001,0.0,0.001,0.001,2.1174545,1.249557,4.4284004999999995,0.6819654,1.495,0.495,1.99,1.0,1.545466,0.49265552,2.0381215,1.0528104,0.030424603999999997,0.015276392,0.045700997,0.015148212,0.0,0.0,-0.0,-0.0,2.9042382,0.075143695,2.9793818,2.8290944,1.545466,0.49265552,2.0381215,1.0528104,1.7547988125234846,0.4850159539919973,2.4949915719032285,1.0
841,8510.0,0.0,2728.0,841.0,2.0,2728.0,0.020127988123619475,2.0,2.0,1.0,,,,0.08848983310163021,0.042653394284769885,0.1442288625985384,0.02641948312520981,0.001,0.0,0.001,0.001,1.9669931,0.8362105,3.1370676,0.77353495,1.495,0.495,1.99,1.0,1.6697843,0.40388179999999996,2.073666,1.2659025,0.03279136,0.013414500000000001,0.04620586,0.01937686,0.0,0.0,-0.0,-0.0,2.9084353,0.071439385,2.9798746,2.8369958,1.6697843,0.40388179999999996,2.073666,1.2659025,1.715237765353173,0.4971338922204446,2.5112595343589783,1.0
842,8520.0,0.0,2730.0,842.0,2.0,2730.0,-0.05479379003133879,2.0,2.0,1.0,,,,0.13013205751776696,0.053721308132798434,0.19734552688896656,0.05411948263645172,0.001,0.0,0.001,0.001,1.5140997,0.9907997,3.3848635999999996,0.74832124,1.495,0.495,1.99,1.0,1.6615303,0.41084796,2.0723781999999997,1.2506822,0.02674331,0.014026153000000001,0.04076946,0.012717157,0.0,0.0,-0.0,-0.0,2.9303150000000002,0.050465465,2.9807804,2.8798494,1.6615303,0.41084796,2.0723781999999997,1.2506822,1.7330206905901435,0.4888086780032239,2.5476398694515225,1.0
843,8530.0,0.0,2732.0,843.0,2.0,2732.0,0.02243504263094381,2.0,2.0,1.0,,,,0.10392106100916862,0.03395302681404855,0.1542860846966505,0.05853688716888428,0.001,0.0,0.001,0.001,2.6253407,2.3800545,7.235857000000001,0.53253853,1.495,0.495,1.99,1.0,1.525028,0.46699935,1.9920273999999998,1.0580287,0.026219232000000002,0.013113153999999998,0.039332386000000004,0.013106079,0.0,0.0,-0.0,-0.0,2.9084845,0.07158244,2.980067,2.8369021,1.525028,0.46699935,1.9920273999999998,1.0580287,1.7080167802795772,0.4893092877522672,2.47536944270134,1.0
844,8540.0,0.0,2734.0,844.0,2.0,2734.0,-0.0038866222115352188,2.0,2.0,1.0,,,,0.1341295141726732,0.0626981048150063,0.23112366162240505,0.05342046171426773,0.001,0.0,0.001,0.001,4.900551999999999,4.3572955,10.994468,0.8689439,1.495,0.495,1.99,1.0,1.5464598,0.49778283,2.0442426,1.048677,0.022293497000000002,0.011407816000000001,0.03370131,0.01088568,0.0,0.0,-0.0,-0.0,2.910533,0.070851445,2.9813845000000003,2.8396816000000005,1.5464598,0.49778283,2.0442426,1.048677,1.7265160035155716,0.4830297261164825,2.5888538348674777,1.0
845,8555.0,0.0,2737.0,845.0,3.0,2737.0,0.02491576501005254,3.0,3.0,0.0,,,,0.09553216435015202,0.05509623585429724,0.2056481819599867,0.02195449359714985,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,4.209012,2.984434,10.091034,0.5089224,1.9867,0.8042933420089962,2.9701,1.0,1.6135453000000002,0.42047808,2.0554216,1.0479889,0.021676935,0.01656745,0.040242724,1.6471879e-05,0.0,0.0,-0.0,-0.0,2.9312877999999998,0.042819135,2.9808692999999997,2.8763892999999996,1.6135453000000002,0.42047808,2.0554216,1.0479889,1.7566919438932092,0.4835174259859318,2.503821854591369,1.0
846,8570.0,0.0,2740.0,846.0,3.0,2740.0,-0.07921964874206798,3.0,3.0,1.0,,,,0.08172032218426466,0.0357339353182182,0.1377932708710432,0.0273616723716259,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.6786244,2.1324215,7.262942,0.5434711,1.9867,0.8042933420089962,2.9701,1.0,1.6035233,0.44230977,2.0536234,1.0022893,0.021304137999999997,0.016943144,0.04148224,2.4093515000000003e-05,0.0,0.0,-0.0,-0.0,2.9299004,0.03986644,2.9811582999999997,2.8839373999999998,1.6035233,0.44230977,2.0536234,1.0022893,1.7029531886540354,0.504469818078824,2.5817150926589965,1.0
847,8585.0,0.0,2743.0,847.0,3.0,2743.0,-0.0039735509885388135,3.0,3.0,1.0,,,,0.07524528317153452,0.031555615577741065,0.11919204704463482,0.01822563260793686,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.9967167000000001,1.2524971999999999,5.305626,0.81122273,1.9867,0.8042933420089962,2.9701,1.0,1.6337848999999998,0.4666814,2.0639708,0.9852264999999999,0.027994722000000003,0.020761726,0.04970965,2.2342226999999998e-05,0.0,0.0,-0.0,-0.0,2.9210032999999997,0.05004197,2.9796742999999997,2.8573956000000003,1.6337848999999998,0.4666814,2.0639708,0.9852264999999999,1.719409182192758,0.5139122842412324,2.745443890094757,1.0
848,8595.0,0.0,2745.0,848.0,2.0,2745.0,0.01345552676529407,2.0,2.0,1.0,,,,0.09386752992868423,0.04093589381941348,0.1442595161497593,0.025416895747184757,0.001,0.0,0.001,0.001,2.421826,1.0259622,3.6988387,1.3864968999999998,1.495,0.495,1.99,1.0,1.572365,0.46217364,2.0345386999999997,1.1101915,0.031407032,0.01725147,0.0486585,0.014155563999999999,0.0,0.0,-0.0,-0.0,2.9056610000000003,0.072451115,2.9781122000000004,2.83321,1.572365,0.46217364,2.0345386999999997,1.1101915,1.7139463732428848,0.5128028671595877,2.4770595669746402,1.0
