Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min,L/Mean,L/Stdev,L/Max,L/Min,Advantage/Mean,Advantage/Stdev,Advantage/Max,Advantage/Min,Action/Mean,Action/Stdev,Action/Max,Action/Min,V/Mean,V/Stdev,V/Max,V/Min,TD targets/Mean,TD targets/Stdev,TD targets/Max,TD targets/Min
482,3975.0,0.0,1821.0,482.0,2.0,1821.0,0.059059962090742615,2.0,2.0,1.0,,,,0.052378098294138906,0.025524251406660002,0.08737511374056339,0.01978120021522045,0.001,0.0,0.001,0.001,0.5649251999999999,0.25457308,0.8675379000000001,0.23214774,1.495,0.495,1.99,1.0,1.4225217,0.22983873,1.6523603999999998,1.192683,0.10752176,0.053232837000000005,0.16075459,0.054288916,0.0,0.0,-0.0,-0.0,2.9899058,0.0033208132000000002,2.9932267999999995,2.9865851,1.4225217,0.22983873,1.6523603999999998,1.192683,1.427762335833162,0.2841495884633465,1.8828462272882465,1.0
483,3990.0,0.0,1824.0,483.0,3.0,1824.0,0.03007016597890752,3.0,3.0,1.0,,,,0.08715247716754675,0.03920829749073136,0.14030911028385162,0.025290438905358315,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,0.7201718,0.45334986,1.4360778,0.1975703,1.9867,0.8042933420089962,2.9701,1.0,1.3861184,0.36599416,1.7273163,0.87845033,0.08682775,0.0675348,0.16508098,0.00028018127,0.0,0.0,-0.0,-0.0,2.9942026000000004,0.0036192255,2.9987470000000003,2.989891,1.3861184,0.36599416,1.7273163,0.87845033,1.444445699458942,0.2935969814170348,1.9633109420537949,1.0
484,4005.0,0.0,1827.0,484.0,3.0,1827.0,-0.02565918538360153,3.0,3.0,1.0,,,,0.07178459409624338,0.042418814509866114,0.1484952112659812,0.016557607799768448,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.406216,0.9889358,3.316726,0.33372274,1.9867,0.8042933420089962,2.9701,1.0,1.4253893,0.33080859999999995,1.6942123,0.9593875,0.088930435,0.06773659,0.16477679,0.0003331372,0.0,0.0,-0.0,-0.0,2.9942036,0.003465505,2.9987169999999996,2.9902928,1.4253893,0.33080859999999995,1.6942123,0.9593875,1.4260422539087014,0.30194235090373955,1.8867773801088328,1.0
485,4020.0,0.0,1830.0,485.0,3.0,1830.0,0.05452259102290935,3.0,3.0,0.0,,,,0.06685689389705657,0.039820319041357216,0.14779295586049554,0.017258085310459137,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,0.65939254,0.27234554,1.1201923,0.15447478,1.9867,0.8042933420089962,2.9701,1.0,1.4162992,0.26939732,1.6781169999999999,1.045701,0.08250358,0.06628898,0.16276479,0.00042124983,0.0,0.0,-0.0,-0.0,2.9940884,0.0036794121999999996,2.9988747000000004,2.9899272999999997,1.4162992,0.26939732,1.6781169999999999,1.045701,1.4554209809312595,0.2809465390001005,1.9656123954057692,1.0
486,4030.0,0.0,1832.0,486.0,2.0,1832.0,-0.0031858861337439783,2.0,2.0,1.0,,,,0.07344327867031097,0.03816541684690184,0.1328464150428772,0.0228860042989254,0.001,0.0,0.001,0.001,0.9380065000000001,0.42114243,1.6779855,0.4934418,1.495,0.495,1.99,1.0,1.5259236999999999,0.13450217,1.6604259,1.3914216,0.12124832,0.050262685999999994,0.17151101,0.07098564,0.0,0.0,-0.0,-0.0,2.9906735,0.0022989511,2.9929723999999998,2.9883745,1.5259236999999999,0.13450217,1.6604259,1.3914216,1.4531153168547901,0.29058320414250943,1.938708546161652,1.0
487,4045.0,0.0,1835.0,487.0,3.0,1835.0,0.0446954345134916,3.0,3.0,1.0,,,,0.10541853699833156,0.07293565978297466,0.2555841710418463,0.01495113968849182,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.0104215,2.0501814,7.25174,0.42692864,1.9867,0.8042933420089962,2.9701,1.0,1.3973229999999999,0.39356872,1.6808887,0.8407662,0.08496564599999999,0.065255485,0.15917493,0.00035147852,0.0,0.0,-0.0,-0.0,2.9946182,0.0028118028000000002,2.9984052000000005,2.9916747000000004,1.3973229999999999,0.39356872,1.6808887,0.8407662,1.4403596011232584,0.3067501689695791,1.8889813512563705,1.0
488,4060.0,0.0,1838.0,488.0,3.0,1838.0,0.0513545229130751,3.0,3.0,1.0,,,,0.1009317871183157,0.039779934299603185,0.15863851085305214,0.038439415395259864,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.8616893,1.1103375,3.7759948,0.41026607,1.9867,0.8042933420089962,2.9701,1.0,1.4432033000000002,0.25781679999999996,1.7370400000000001,1.1093378,0.07896130000000001,0.061047968,0.14923418,0.0003901586799999999,0.0,0.0,-0.0,-0.0,2.994053,0.0042031826,2.9989982000000004,2.9887240000000004,1.4432033000000002,0.25781679999999996,1.7370400000000001,1.1093378,1.4430275942208244,0.29991619740838765,1.904477953314781,1.0
489,4070.0,0.0,1840.0,489.0,2.0,1840.0,-0.010422757795053124,2.0,2.0,1.0,,,,0.06899434700608252,0.033537594796990235,0.11299419216811656,0.016495291143655774,0.001,0.0,0.001,0.001,1.1731798999999998,0.56394786,1.8293848000000001,0.48425964,1.495,0.495,1.99,1.0,1.5000136999999998,0.18786132,1.687875,1.3121524,0.11359458,0.05010593,0.1637005,0.063488655,0.0,0.0,-0.0,-0.0,2.9906585,0.0027275084999999998,2.993386,2.987931,1.5000136999999998,0.18786132,1.687875,1.3121524,1.4440108816940338,0.2941270489347487,1.9079625880718232,1.0
490,4085.0,0.0,1843.0,490.0,3.0,1843.0,-0.06291201011697184,3.0,3.0,0.0,,,,0.09644498471170664,0.03913884433195743,0.1506741512566805,0.028136152774095532,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.5492643,1.1526912,4.245747,0.3637404,1.9867,0.8042933420089962,2.9701,1.0,1.4084873,0.23921126,1.7367120999999999,1.1734211,0.07308181400000001,0.062810294,0.15367849,0.00044417510000000003,0.0,0.0,-0.0,-0.0,2.993827,0.0044447593,2.9990604,2.988195,1.4084873,0.23921126,1.7367120999999999,1.1734211,1.4502495565321296,0.2939105483049845,1.9282025372982023,1.0
491,4095.0,0.0,1845.0,491.0,2.0,1845.0,0.04136285582239675,2.0,2.0,1.0,,,,0.07420111298561098,0.039066408126306,0.13310451246798038,0.023469673469662663,0.001,0.0,0.001,0.001,0.67667466,0.2708543,1.0298456,0.29270884,1.495,0.495,1.99,1.0,1.5074377,0.1438924,1.6513301,1.3635453000000002,0.11700307,0.04746677,0.16446984,0.06953630000000001,0.0,0.0,-0.0,-0.0,2.990662,0.0025730133,2.993235,2.988089,1.5074377,0.1438924,1.6513301,1.3635453000000002,1.4236768172569572,0.2937460655294313,1.8897193717956544,1.0
492,4110.0,0.0,1848.0,492.0,3.0,1848.0,-0.055260487699384214,3.0,3.0,1.0,,,,0.06602629665285349,0.030571947842411726,0.12369728088378905,0.020255325362086296,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.0820272,0.5283223000000001,2.2885162999999995,0.54522794,1.9867,0.8042933420089962,2.9701,1.0,1.3874288000000001,0.31946707,1.7237718,0.9580219999999999,0.08561327,0.0680665,0.16681172,0.00024038903999999998,0.0,0.0,-0.0,-0.0,2.9936380000000002,0.004262939,2.9988234,2.988382,1.3874288000000001,0.31946707,1.7237718,0.9580219999999999,1.4254287136672066,0.2975811504694885,2.015665789842606,1.0
493,4125.0,0.0,1851.0,493.0,3.0,1851.0,0.0035357423702357727,3.0,3.0,1.0,,,,0.08167834281921386,0.03477198189377071,0.1425225157290697,0.02580221928656101,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.0984952,1.0319174999999998,3.9611959999999997,0.35360426,1.9867,0.8042933420089962,2.9701,1.0,1.3629335,0.3456198,1.7334197,0.9015843000000001,0.08325947,0.06424365,0.15691739999999998,0.00036801153,0.0,0.0,-0.0,-0.0,2.993039,0.004696678,2.9982257000000003,2.9868522,1.3629335,0.3456198,1.7334197,0.9015843000000001,1.4408100773729384,0.2977947994380391,1.947036252617836,1.0
494,4135.0,0.0,1853.0,494.0,2.0,1853.0,-0.020341102852428686,2.0,2.0,1.0,,,,0.07481617778539658,0.03523574338927684,0.1257726065814495,0.022543154656887054,0.001,0.0,0.001,0.001,1.569792,0.37947600000000004,1.9167478,1.0514153,1.495,0.495,1.99,1.0,1.4424233,0.26343137,1.7058547999999998,1.178992,0.11158874,0.057929035,0.16951777,0.053659704,0.0,0.0,-0.0,-0.0,2.9894874,0.003656149,2.9931436000000002,2.9858312999999996,1.4424233,0.26343137,1.7058547999999998,1.178992,1.4000061450041827,0.2838385755436129,1.8931969845294956,1.0
495,4150.0,0.0,1856.0,495.0,3.0,1856.0,-0.005071280333498815,3.0,3.0,0.0,,,,0.08763645086437462,0.04455048754773195,0.15326674282550812,0.02597242221236229,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.1617674,0.59270805,2.1977978,0.41395059999999995,1.9867,0.8042933420089962,2.9701,1.0,1.4308286,0.40675148,1.7737643,0.85940254,0.08745428,0.06467856,0.15502194,0.0002763164,0.0,0.0,-0.0,-0.0,2.994325,0.0033479720000000003,2.9984598,2.9902599999999997,1.4308286,0.40675148,1.7737643,0.85940254,1.4340168058900162,0.3065939662896625,1.897613188028336,1.0
496,4160.0,0.0,1858.0,496.0,2.0,1858.0,0.033945637592320686,2.0,2.0,1.0,,,,0.14344829507172108,0.05274618462799812,0.1943251229822636,0.054774291813373566,0.001,0.0,0.001,0.001,2.0763409999999998,1.4557973999999998,4.058697,0.41960388,1.495,0.495,1.99,1.0,1.4703555,0.2961654,1.7665209,1.17419,0.0921378,0.04793726,0.14007506,0.04420054,0.0,0.0,-0.0,-0.0,2.9902048,0.004347205,2.9945521,2.9858577,1.4703555,0.2961654,1.7665209,1.17419,1.4161464443858711,0.2939185142418985,1.894568108320236,1.0
497,4170.0,0.0,1860.0,497.0,2.0,1860.0,0.019763714670132108,2.0,2.0,1.0,,,,0.09745689295232296,0.06274579879318977,0.19395571388304236,0.0186987929046154,0.001,0.0,0.001,0.001,2.076003,1.493291,4.15803,0.40684503,1.495,0.495,1.99,1.0,1.585331,0.077157795,1.6624888,1.5081732,0.11831649,0.0416079,0.15992439,0.076708585,0.0,0.0,-0.0,-0.0,2.9909767999999994,0.0019551516000000002,2.992932,2.9890217999999997,1.585331,0.077157795,1.6624888,1.5081732,1.4325801784060896,0.31812178567883803,1.9397961336374283,1.0
498,4180.0,0.0,1862.0,498.0,2.0,1862.0,0.007013815137177946,2.0,2.0,1.0,,,,0.09663730561733246,0.04460275031931934,0.15669337287545204,0.0368231013417244,0.001,0.0,0.001,0.001,1.6925819,0.7110348000000001,2.7585826,0.82520497,1.495,0.495,1.99,1.0,1.4817661,0.20776427,1.6895304,1.2740018,0.105095275,0.052709467999999995,0.15780474,0.052385807,0.0,0.0,-0.0,-0.0,2.9900932,0.0030499697,2.993143,2.9870431,1.4817661,0.20776427,1.6895304,1.2740018,1.3980602769125252,0.3238779025510431,1.9787098848819733,1.0
499,4195.0,0.0,1865.0,499.0,3.0,1865.0,-0.030465333061472907,3.0,3.0,1.0,,,,0.06034584762528539,0.0336511270305627,0.11398276686668395,0.011338111944496632,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,0.7792395000000001,0.3884192,1.339459,0.16672009,1.9867,0.8042933420089962,2.9701,1.0,1.4169813,0.29053223,1.71216,1.021873,0.081484444,0.06621783,0.16251361,0.0003138932,0.0,0.0,-0.0,-0.0,2.9932125,0.0043017063,2.9985174999999997,2.9879813,1.4169813,0.29053223,1.71216,1.021873,1.4276858950806781,0.3090752030551563,1.9015104109048844,1.0
500,4205.0,0.0,1867.0,500.0,2.0,1867.0,0.04514912817834643,2.0,2.0,0.0,,,,0.06948574520647527,0.031057437320716506,0.11705344077199695,0.030927935615181926,0.001,0.0,0.001,0.001,1.2316478000000002,0.7253028,2.3077962000000003,0.4099416,1.495,0.495,1.99,1.0,1.5574484,0.16644865,1.7238971,1.3909998,0.114419594,0.049183182,0.16360278,0.06523641,0.0,0.0,-0.0,-0.0,2.9894967,0.0033335686,2.9928303,2.9861631,1.5574484,0.16644865,1.7238971,1.3909998,1.4285605615545065,0.30395427794004043,1.9013168036937715,1.0
501,4220.0,0.0,1870.0,501.0,3.0,1870.0,-0.017186876165119273,3.0,3.0,1.0,,,,0.07548729786649347,0.044944062442883535,0.17367478925734758,0.02216806821525097,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.1414322000000001,0.8528214,2.8983295,0.13559692,1.9867,0.8042933420089962,2.9701,1.0,1.4303398,0.29421154,1.6866346999999997,1.0183344,0.08093683,0.063428275,0.15529424,0.00030756695,0.0,0.0,-0.0,-0.0,2.9932506,0.0041640704,2.998456,2.9882631,1.4303398,0.29421154,1.6866346999999997,1.0183344,1.4419506778046487,0.3223437794511586,1.9413736695051196,1.0
502,4230.0,0.0,1872.0,502.0,2.0,1872.0,0.025146504549758024,2.0,2.0,1.0,,,,0.0882513877004385,0.03742950725082807,0.13220891635864973,0.025322504341602325,0.001,0.0,0.001,0.001,0.73403364,0.3006098,1.1633312,0.44839412,1.495,0.495,1.99,1.0,1.5619361,0.14181715,1.7037533999999999,1.4201190000000001,0.10598942,0.054801203,0.16079062,0.051188215999999995,0.0,0.0,-0.0,-0.0,2.9912505,0.0016736983999999999,2.9929242,2.9895767999999996,1.5619361,0.14181715,1.7037533999999999,1.4201190000000001,1.4505111281871794,0.3129984403642895,1.9836723899841309,1.0
503,4245.0,0.0,1875.0,503.0,3.0,1875.0,-0.11463037504762125,3.0,3.0,1.0,,,,0.06658617872744799,0.036461483229230776,0.12809263169765472,0.018516229465603832,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.0868924,0.5359429,2.2084412999999996,0.39247653,1.9867,0.8042933420089962,2.9701,1.0,1.4165801000000002,0.30774862,1.697228,0.98817384,0.08772869999999999,0.068816654,0.16838841,0.00023841710999999999,0.0,0.0,-0.0,-0.0,2.992977,0.004473871,2.998585,2.987636,1.4165801000000002,0.30774862,1.697228,0.98817384,1.4245918611017987,0.3043092023546093,1.9491461640596393,1.0
504,4260.0,0.0,1878.0,504.0,3.0,1878.0,0.0283309914284648,3.0,3.0,1.0,,,,0.07008322542533278,0.028559118090038256,0.11071807984262703,0.024331318214535717,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.2012949,0.9101311,2.8401482000000002,0.3076281,1.9867,0.8042933420089962,2.9701,1.0,1.458978,0.34357598,1.7066541000000002,0.97311914,0.08691597,0.06545031,0.15871964,0.00042965164000000007,0.0,0.0,-0.0,-0.0,2.9937675,0.0033367146000000004,2.998179,2.990111,1.458978,0.34357598,1.7066541000000002,0.97311914,1.4646548761622982,0.3120068906983912,1.9120262742042544,1.0
505,4270.0,0.0,1880.0,505.0,2.0,1880.0,-0.011555750383851114,2.0,2.0,0.0,,,,0.06215582359582185,0.027979171112046432,0.09839585702866316,0.015274589881300924,0.001,0.0,0.001,0.001,0.8736018,0.5144228,1.5871028,0.20537868,1.495,0.495,1.99,1.0,1.5556641000000002,0.11691624,1.6725804,1.4387478999999999,0.11168869999999999,0.04145607,0.15314478,0.07023264,0.0,0.0,-0.0,-0.0,2.9904416,0.0025541782,2.9929957000000003,2.9878874,1.5556641000000002,0.11691624,1.6725804,1.4387478999999999,1.4466978055797517,0.2866571461294952,1.9059070825576785,1.0
506,4280.0,0.0,1882.0,506.0,2.0,1882.0,-0.005385804174792919,2.0,2.0,1.0,,,,0.07262092605233192,0.0371621017773398,0.13168460130691528,0.025903318077325817,0.001,0.0,0.001,0.001,1.2385688999999998,0.75791425,2.3750668,0.44615075,1.495,0.495,1.99,1.0,1.566611,0.13487774,1.7014889,1.4317334,0.11514467,0.043047573,0.15819225,0.0720971,0.0,0.0,-0.0,-0.0,2.9903123,0.0027270317,2.9930394000000002,2.9875853,1.566611,0.13487774,1.7014889,1.4317334,1.4741988317966463,0.3073858079983718,1.9061615866422652,1.0
507,4295.0,0.0,1885.0,507.0,3.0,1885.0,-0.011338319349829193,3.0,3.0,1.0,,,,0.11232848558574916,0.04848182761305436,0.18789474293589592,0.03116521798074245,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,2.119473,0.9550774999999999,3.7017252,0.69501996,1.9867,0.8042933420089962,2.9701,1.0,1.4903669,0.32960832,1.7425802,1.0247698,0.08680373,0.065825425,0.1598713,0.00031668593999999997,0.0,0.0,-0.0,-0.0,2.9942195,0.0032052777,2.9985838,2.9909767999999994,1.4903669,0.32960832,1.7425802,1.0247698,1.4490396432178094,0.3207877653638317,1.9895538949966431,1.0
508,4305.0,0.0,1887.0,508.0,2.0,1887.0,-0.022509755244934197,2.0,2.0,1.0,,,,0.10100740492343904,0.04118769570576452,0.15920005086809394,0.05047687888145447,0.001,0.0,0.001,0.001,1.6621418000000001,1.2302456,3.4415205,0.40411624,1.495,0.495,1.99,1.0,1.5613542999999999,0.12436676,1.6857209999999998,1.4369875,0.111574695,0.04420683,0.15578152,0.06736786,0.0,0.0,-0.0,-0.0,2.99054,0.0024436711999999998,2.9929836,2.9880962,1.5613542999999999,0.12436676,1.6857209999999998,1.4369875,1.4351089789792897,0.32875277353722304,1.910081468820572,1.0
509,4320.0,0.0,1890.0,509.0,3.0,1890.0,0.022021905420680558,3.0,3.0,1.0,,,,0.07922528190538287,0.030455483116509488,0.11918873433023693,0.02737235650420189,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.2169253999999998,0.61722153,2.482981,0.25958124,1.9867,0.8042933420089962,2.9701,1.0,1.4098171999999998,0.34500647,1.6960877,0.9245109,0.08428552,0.0642091,0.15604718,0.00021848401,0.0,0.0,-0.0,-0.0,2.9932282000000003,0.0042044385,2.9983777999999996,2.988079,1.4098171999999998,0.34500647,1.6960877,0.9245109,1.423556291272864,0.3228385487756875,1.9642737853527068,1.0
510,4330.0,0.0,1892.0,510.0,2.0,1892.0,-0.006134404522353469,2.0,2.0,0.0,,,,0.07749562468379738,0.03893499815524848,0.12300405371934175,0.021426860243082047,0.001,0.0,0.001,0.001,1.5282202,0.7342854999999999,2.3279563999999997,0.31812108,1.495,0.495,1.99,1.0,1.5467298,0.21182394,1.7585537,1.3349058999999999,0.10404475,0.05321345,0.15725820000000001,0.050831296,0.0,0.0,-0.0,-0.0,2.9908075000000003,0.0026758909999999997,2.9934835,2.9881318,1.5467298,0.21182394,1.7585537,1.3349058999999999,1.5017788786403836,0.3015300322635658,2.054586563110352,1.0
511,4340.0,0.0,1894.0,511.0,2.0,1894.0,0.025399389637928368,2.0,2.0,1.0,,,,0.0885495137423277,0.049158701591559516,0.1695393081754446,0.031057398766279217,0.001,0.0,0.001,0.001,1.6862008999999998,0.9663478000000001,3.3658563999999997,0.68785477,1.495,0.495,1.99,1.0,1.5067725,0.17683454,1.683607,1.3299379,0.1043096,0.050444722000000004,0.15475433,0.05386488,0.0,0.0,-0.0,-0.0,2.9903874,0.00269413,2.9930816000000005,2.9876932999999997,1.5067725,0.17683454,1.683607,1.3299379,1.494335145143792,0.3104216726169149,1.911752297282219,1.0
512,4350.0,0.0,1896.0,512.0,2.0,1896.0,0.02133203831096626,2.0,2.0,1.0,,,,0.10719918832182884,0.04861116325210639,0.18549696169793609,0.04454746097326279,0.001,0.0,0.001,0.001,2.5611339,0.15123035,2.7299612,2.3605642000000002,1.495,0.495,1.99,1.0,1.4895983,0.2576167,1.7472150000000002,1.2319816000000001,0.1036117,0.05150517,0.15511687,0.052106533,0.0,0.0,-0.0,-0.0,2.989562,0.00397408,2.993536,2.9855878,1.4895983,0.2576167,1.7472150000000002,1.2319816000000001,1.4517353521008045,0.3300121828558307,1.9135659265518188,1.0
513,4360.0,0.0,1898.0,513.0,2.0,1898.0,-0.039415361858844124,2.0,2.0,1.0,,,,0.06478533269837497,0.02899678408972719,0.11355091584846375,0.028008081018924717,0.001,0.0,0.001,0.001,0.6412576999999999,0.21068291,0.9869247,0.32764474,1.495,0.495,1.99,1.0,1.5357120000000002,0.21411115,1.7498232,1.3216008999999997,0.11322467,0.05068919400000001,0.16391386,0.06253547,0.0,0.0,-0.0,-0.0,2.9892673,0.0038250684999999998,2.9930923,2.9854422,1.5357120000000002,0.21411115,1.7498232,1.3216008999999997,1.538226909318939,0.295005025589738,1.9133013910055157,1.0
514,4375.0,0.0,1901.0,514.0,3.0,1901.0,0.030057303798232238,3.0,3.0,1.0,,,,0.055289446376264095,0.025634223880213358,0.0895591638982296,0.0164803359657526,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,0.880274,0.5000095999999999,1.7385582,0.30748448,1.9867,0.8042933420089962,2.9701,1.0,1.3777763,0.3054449,1.7028067,0.9688645,0.07517516,0.06696882,0.1627615,0.00017766724,0.0,0.0,-0.0,-0.0,2.993199,0.004144048,2.9985527999999997,2.9884574,1.3777763,0.3054449,1.7028067,0.9688645,1.4688538134135307,0.3079649151482806,1.9175317764282227,1.0
515,4390.0,0.0,1904.0,515.0,3.0,1904.0,0.004691292265363571,3.0,3.0,0.0,,,,0.06557379961013794,0.03305055983499481,0.112913953140378,0.01975378580391407,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.1745762,0.46974620000000006,1.9192041000000002,0.33989537,1.9867,0.8042933420089962,2.9701,1.0,1.4148808000000002,0.4032928,1.7174238000000002,0.84489894,0.08984131,0.06595471,0.15701397,0.00021114771,0.0,0.0,-0.0,-0.0,2.9926345000000003,0.0043192403,2.9977744,2.9872062,1.4148808000000002,0.4032928,1.7174238000000002,0.84489894,1.4751989171737805,0.3194484631975561,1.9258710485696795,1.0
516,4400.0,0.0,1906.0,516.0,2.0,1906.0,0.007436990065470466,2.0,2.0,1.0,,,,0.06968437694013119,0.03743189313625938,0.12387435138225555,0.01888267695903778,0.001,0.0,0.001,0.001,1.1005831,0.71346414,2.4676454,0.39737415,1.495,0.495,1.99,1.0,1.5976409,0.1730876,1.7707285,1.4245533000000001,0.115130186,0.04980833,0.16493851,0.065321855,0.0,0.0,-0.0,-0.0,2.989923,0.0030218363,2.992945,2.9869013,1.5976409,0.1730876,1.7707285,1.4245533000000001,1.4484124879408626,0.323115897895341,1.9198003619909287,1.0
517,4415.0,0.0,1909.0,517.0,3.0,1909.0,0.0650271494344424,3.0,3.0,1.0,,,,0.0818623885512352,0.037063912734395715,0.13058578595519066,0.020061338320374492,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.4136523,0.70025766,2.7081419999999996,0.5114179,1.9867,0.8042933420089962,2.9701,1.0,1.4581283,0.30118722,1.7487708,1.0431484,0.07940038,0.06584889,0.16139826,0.00017350161,0.0,0.0,-0.0,-0.0,2.9934566000000005,0.0041918647,2.9987874,2.9885452,1.4581283,0.30118722,1.7487708,1.0431484,1.4957413264960049,0.3144574880205782,2.003215211629868,1.0
518,4425.0,0.0,1911.0,518.0,2.0,1911.0,-0.0022886214325464685,2.0,2.0,1.0,,,,0.0514402886852622,0.0291038833599857,0.09366733860224484,0.01196896377950907,0.001,0.0,0.001,0.001,1.334948,0.49520016,1.9173951,0.7707064,1.495,0.495,1.99,1.0,1.5330756,0.1908437,1.7239193,1.3422319,0.10865269599999999,0.047333974,0.15598667,0.06131872,0.0,0.0,-0.0,-0.0,2.9893662999999995,0.0034677982,2.992834,2.9858985000000002,1.5330756,0.1908437,1.7239193,1.3422319,1.4931137602813538,0.30509953254543,1.9219632041454315,1.0
519,4440.0,0.0,1914.0,519.0,3.0,1914.0,-0.008243966695880275,3.0,3.0,1.0,,,,0.0575775882229209,0.02902700611644401,0.10053917579352856,0.019020099192857742,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,0.95750463,0.63331324,2.2111206,0.17557007,1.9867,0.8042933420089962,2.9701,1.0,1.4341594,0.28703386,1.7324553,1.0465847,0.082211964,0.06643104,0.16299506,0.00028497669999999996,0.0,0.0,-0.0,-0.0,2.9930092999999998,0.0043939864,2.9985127,2.9877586,1.4341594,0.28703386,1.7324553,1.0465847,1.4781848095981402,0.3074072020801863,1.9206334453821183,1.0
520,4455.0,0.0,1917.0,520.0,3.0,1917.0,0.023346147981585186,3.0,3.0,0.0,,,,0.07267189165577292,0.030804219505564855,0.12335089221596718,0.029925821349024776,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.4245678,0.86374056,3.1433504,0.4225670999999999,1.9867,0.8042933420089962,2.9701,1.0,1.5008625,0.33016,1.7436019,1.0340703000000002,0.08938225,0.067616254,0.16381516,0.00017788593999999998,0.0,0.0,-0.0,-0.0,2.9937766,0.0038003924,2.9987972000000003,2.989605,1.5008625,0.33016,1.7436019,1.0340703000000002,1.4719242365770042,0.3237974242165412,2.0780944085121162,1.0
521,4465.0,0.0,1919.0,521.0,2.0,1919.0,0.00425859950142779,2.0,2.0,1.0,,,,0.06982404552400112,0.028119962384860912,0.10412536561489104,0.02677433006465435,0.001,0.0,0.001,0.001,1.1463873,0.3738047,1.5538708,0.503163,1.495,0.495,1.99,1.0,1.4628631,0.25694954,1.7198126,1.2059135,0.093149975,0.05429925,0.14744923,0.038850725,0.0,0.0,-0.0,-0.0,2.9903299999999997,0.0030608177,2.9933908,2.9872692,1.4628631,0.25694954,1.7198126,1.2059135,1.4791078101992607,0.32300574868934395,2.009289202690125,1.0
522,4480.0,0.0,1922.0,522.0,3.0,1922.0,0.015841031628023545,3.0,3.0,1.0,,,,0.090494279935956,0.04707358553983772,0.15877260453999045,0.022230593487620357,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,1.6394819,1.1642635000000001,3.8784587,0.49160275,1.9867,0.8042933420089962,2.9701,1.0,1.3960238,0.3625643,1.7573813999999999,0.9003135,0.07748336,0.06337955,0.15542223,0.00017855101000000003,0.0,0.0,-0.0,-0.0,2.9931319,0.004407298,2.9984105,2.9876223,1.3960238,0.3625643,1.7573813999999999,0.9003135,1.4778880268670618,0.33171313591979784,1.9622052979469295,1.0
523,4495.0,0.0,1925.0,523.0,3.0,1925.0,-0.03905713232100182,3.0,3.0,1.0,,,,0.07331238258630038,0.03452488952408002,0.1212050784379244,0.014788969419896603,0.0010000000000000002,2.168404344971009e-19,0.001,0.001,0.8998183000000001,0.39438808,1.6864172,0.41699970000000003,1.9867,0.8042933420089962,2.9701,1.0,1.3942584999999998,0.38626412,1.7523848999999998,0.8579711999999999,0.07478454,0.062107727,0.15224485,0.00019382546000000001,0.0,0.0,-0.0,-0.0,2.9936062999999997,0.0034774414,2.9980418999999996,2.9895492000000004,1.3942584999999998,0.38626412,1.7523848999999998,0.8579711999999999,1.4997174895079806,0.30024008302517585,1.9868674105405808,1.0
524,4505.0,0.0,1927.0,524.0,2.0,1927.0,-0.027102459946328428,2.0,2.0,1.0,,,,0.11039069443941116,0.032302475654148344,0.15460233204066753,0.06347179412841797,0.001,0.0,0.001,0.001,2.2358860000000003,1.5264802,5.163887,0.9517778,1.495,0.495,1.99,1.0,1.4773406999999998,0.26581788,1.7431586,1.2115228,0.10310641,0.05712809,0.1602345,0.04597832,0.0,0.0,-0.0,-0.0,2.9891088,0.0038807392,2.9929895,2.9852279999999998,1.4773406999999998,0.26581788,1.7431586,1.2115228,1.4894353173151609,0.33169114376355,1.9290107190608976,1.0
